"code","iso","country","BHV.ind.1995","BHV.ind.1996","BHV.ind.1997","BHV.ind.1998","BHV.ind.1999","BHV.ind.2000","BHV.ind.2001","BHV.ind.2002","BHV.ind.2003","BHV.ind.2004","BHV.ind.2005","BHV.ind.2006","BHV.ind.2007","BHV.ind.2008","BHV.ind.2009","BHV.ind.2010","BHV.ind.2011","BHV.ind.2012","BHV.ind.2013","BHV.ind.2014","BHV.ind.2015","BHV.ind.2016","BHV.ind.2017","BHV.ind.2018","BHV.ind.2019","BHV.ind.2020"
144,"LKA","Sri Lanka",47.3775,47.3775,47.3775,47.3775,47.3775,47.3775,47.3775,47.3775,47.3775,47.3775,47.3775,47.37008,47.36266,47.35524,47.34782,47.3404,47.08442,46.82844,46.57246,46.31648,46.0605,46.0605,46.0605,46.0605,46.0605,46.0605
275,"PSE","State of Palestine",43.7222,43.7222,43.7222,43.7222,43.7222,43.7222,43.7222,43.7222,43.7222,43.7222,43.7222,43.79052,43.85884,43.92716,43.99548,44.0638,44.04774,44.03168,44.01562,43.99956,43.9835,43.9835,43.9835,43.9835,43.9835,43.9835
729,"SDN","Sudan",66.7061,66.7061,66.7061,66.7061,66.7061,66.7061,66.7061,66.7061,66.7061,66.7061,66.7061,66.72094,66.73578,66.75062,66.76546,66.7803,66.77808,66.77586,66.77364,66.77142,66.7692,66.7692,66.7692,66.7692,66.7692,66.7692
740,"SUR","Suriname",79.5878,79.5878,79.5878,79.5878,79.5878,79.5878,79.5878,79.5878,79.5878,79.5878,79.5878,79.5215,79.4552,79.3889,79.3226,79.2563,79.0207,78.7851,78.5495,78.3139,78.0783,78.0783,78.0783,78.0783,78.0783,78.0783
752,"SWE","Sweden",71.6868,71.6868,71.6868,71.6868,71.6868,71.6868,71.6868,71.6868,71.6868,71.6868,71.6868,71.6655,71.6442,71.6229,71.6016,71.5803,71.58098,71.58166,71.58234,71.58302,71.5837,71.5837,71.5837,71.5837,71.5837,71.5837
756,"CHE","Switzerland",52.9435,52.9435,52.9435,52.9435,52.9435,52.9435,52.9435,52.9435,52.9435,52.9435,52.9435,52.95814,52.97278,52.98742,53.00206,53.0167,52.98436,52.95202,52.91968,52.88734,52.855,52.855,52.855,52.855,52.855,52.855
760,"SYR","Syria",58.0671,58.0671,58.0671,58.0671,58.0671,58.0671,58.0671,58.0671,58.0671,58.0671,58.0671,58.16494,58.26278,58.36062,58.45846,58.5563,58.45838,58.36046,58.26254,58.16462,58.0667,58.0667,58.0667,58.0667,58.0667,58.0667
158,"TWN","Taiwan",51.6013,51.6013,51.6013,51.6013,51.6013,51.6013,51.6013,51.6013,51.6013,51.6013,51.6013,51.65966,51.71802,51.77638,51.83474,51.8931,51.80122,51.70934,51.61746,51.52558,51.4337,51.4337,51.4337,51.4337,51.4337,51.4337
762,"TJK","Tajikistan",57.8804,57.8804,57.8804,57.8804,57.8804,57.8804,57.8804,57.8804,57.8804,57.8804,57.8804,57.90756,57.93472,57.96188,57.98904,58.0162,58.01154,58.00688,58.00222,57.99756,57.9929,57.9929,57.9929,57.9929,57.9929,57.9929
834,"TZA","Tanzania",53.9113,53.9113,53.9113,53.9113,53.9113,53.9113,53.9113,53.9113,53.9113,53.9113,53.9113,53.90998,53.90866,53.90734,53.90602,53.9047,53.9047,53.9047,53.9047,53.9047,53.9047,53.9047,53.9047,53.9047,53.9047,53.9047
764,"THA","Thailand",48.1835,48.1835,48.1835,48.1835,48.1835,48.1835,48.1835,48.1835,48.1835,48.1835,48.1835,48.41376,48.64402,48.87428,49.10454,49.3348,49.10648,48.87816,48.64984,48.42152,48.1932,48.1932,48.1932,48.1932,48.1932,48.1932
626,"TLS","Timor-Leste",47.883,47.883,47.883,47.883,47.883,47.883,47.883,47.883,47.883,47.883,47.883,47.8359,47.7888,47.7417,47.6946,47.6475,47.64754,47.64758,47.64762,47.64766,47.6477,47.6477,47.6477,47.6477,47.6477,47.6477
768,"TGO","Togo",46.9321,46.9321,46.9321,46.9321,46.9321,46.9321,46.9321,46.9321,46.9321,46.9321,46.9321,46.95374,46.97538,46.99702,47.01866,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403,47.0403
776,"TON","Tonga",58.7875,58.7875,58.7875,58.7875,58.7875,58.7875,58.7875,58.7875,58.7875,58.7875,58.7875,58.87022,58.95294,59.03566,59.11838,59.2011,59.2011,59.2011,59.2011,59.2011,59.2011,59.2011,59.2011,59.2011,59.2011,59.2011
780,"TTO","Trinidad and Tobago",54.4113,54.4113,54.4113,54.4113,54.4113,54.4113,54.4113,54.4113,54.4113,54.4113,54.4113,54.38516,54.35902,54.33288,54.30674,54.2806,53.93526,53.58992,53.24458,52.89924,52.5539,52.5539,52.5539,52.5539,52.5539,52.5539
788,"TUN","Tunisia",58.2548,58.2548,58.2548,58.2548,58.2548,58.2548,58.2548,58.2548,58.2548,58.2548,58.2548,58.2629,58.271,58.2791,58.2872,58.2953,58.32156,58.34782,58.37408,58.40034,58.4266,58.4266,58.4266,58.4266,58.4266,58.4266
792,"TUR","Turkey",44.9839,44.9839,44.9839,44.9839,44.9839,44.9839,44.9839,44.9839,44.9839,44.9839,44.9839,44.95672,44.92954,44.90236,44.87518,44.848,44.7414,44.6348,44.5282,44.4216,44.315,44.315,44.315,44.315,44.315,44.315
795,"TKM","Turkmenistan",66.2599,66.2599,66.2599,66.2599,66.2599,66.2599,66.2599,66.2599,66.2599,66.2599,66.2599,66.41462,66.56934,66.72406,66.87878,67.0335,67.05084,67.06818,67.08552,67.10286,67.1202,67.1202,67.1202,67.1202,67.1202,67.1202
796,"TCA","Turks and Caicos Islands",64.8131,64.8131,64.8131,64.8131,64.8131,64.8131,64.8131,64.8131,64.8131,64.8131,64.8131,64.82462,64.83614,64.84766,64.85918,64.8707,64.61592,64.36114,64.10636,63.85158,63.5968,63.5968,63.5968,63.5968,63.5968,63.5968
798,"TUV","Tuvalu",62.1758,62.1758,62.1758,62.1758,62.1758,62.1758,62.1758,62.1758,62.1758,62.1758,62.1758,62.21684,62.25788,62.29892,62.33996,62.381,62.381,62.381,62.381,62.381,62.381,62.381,62.381,62.381,62.381,62.381
800,"UGA","Uganda",54.1242,54.1242,54.1242,54.1242,54.1242,54.1242,54.1242,54.1242,54.1242,54.1242,54.1242,54.0632,54.0022,53.9412,53.8802,53.8192,53.8192,53.8192,53.8192,53.8192,53.8192,53.8192,53.8192,53.8192,53.8192,53.8192
804,"UKR","Ukraine",43.8763,43.8763,43.8763,43.8763,43.8763,43.8763,43.8763,43.8763,43.8763,43.8763,43.8763,43.92884,43.98138,44.03392,44.08646,44.139,43.91866,43.69832,43.47798,43.25764,43.0373,43.0373,43.0373,43.0373,43.0373,43.0373
784,"ARE","United Arab Emirates",76.7546,76.7546,76.7546,76.7546,76.7546,76.7546,76.7546,76.7546,76.7546,76.7546,76.7546,76.74202,76.72944,76.71686,76.70428,76.6917,76.71716,76.74262,76.76808,76.79354,76.819,76.819,76.819,76.819,76.819,76.819
826,"GBR","United Kingdom",46.1182,46.1182,46.1182,46.1182,46.1182,46.1182,46.1182,46.1182,46.1182,46.1182,46.1182,46.19488,46.27156,46.34824,46.42492,46.5016,46.14244,45.78328,45.42412,45.06496,44.7058,44.7058,44.7058,44.7058,44.7058,44.7058
840,"USA","United States of America",58.1816,58.1816,58.1816,58.1816,58.1816,58.1816,58.1816,58.1816,58.1816,58.1816,58.1816,58.16322,58.14484,58.12646,58.10808,58.0897,58.10628,58.12286,58.13944,58.15602,58.1726,58.1726,58.1726,58.1726,58.1726,58.1726
858,"URY","Uruguay",51.0723,51.0723,51.0723,51.0723,51.0723,51.0723,51.0723,51.0723,51.0723,51.0723,51.0723,51.09084,51.10938,51.12792,51.14646,51.165,51.3221,51.4792,51.6363,51.7934,51.9505,51.9505,51.9505,51.9505,51.9505,51.9505
860,"UZB","Uzbekistan",65.1548,65.1548,65.1548,65.1548,65.1548,65.1548,65.1548,65.1548,65.1548,65.1548,65.1548,65.31904,65.48328,65.64752,65.81176,65.976,65.95936,65.94272,65.92608,65.90944,65.8928,65.8928,65.8928,65.8928,65.8928,65.8928
548,"VUT","Vanuatu",70.448,70.448,70.448,70.448,70.448,70.448,70.448,70.448,70.448,70.448,70.448,70.45046,70.45292,70.45538,70.45784,70.4603,70.4603,70.4603,70.4603,70.4603,70.4603,70.4603,70.4603,70.4603,70.4603,70.4603
862,"VEN","Venezuela",62.5542,62.5542,62.5542,62.5542,62.5542,62.5542,62.5542,62.5542,62.5542,62.5542,62.5542,62.44836,62.34252,62.23668,62.13084,62.025,61.84002,61.65504,61.47006,61.28508,61.1001,61.1001,61.1001,61.1001,61.1001,61.1001
704,"VNM","Viet Nam",50.6132,50.6132,50.6132,50.6132,50.6132,50.6132,50.6132,50.6132,50.6132,50.6132,50.6132,50.77246,50.93172,51.09098,51.25024,51.4095,51.28176,51.15402,51.02628,50.89854,50.7708,50.7708,50.7708,50.7708,50.7708,50.7708
876,"WLF","Wallis and Futuna Islands",62.4642,62.4642,62.4642,62.4642,62.4642,62.4642,62.4642,62.4642,62.4642,62.4642,62.4642,62.5344,62.6046,62.6748,62.745,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152,62.8152
732,"ESH","Western Sahara",77.9645,77.9645,77.9645,77.9645,77.9645,77.9645,77.9645,77.9645,77.9645,77.9645,77.9645,77.94626,77.92802,77.90978,77.89154,77.8733,77.96298,78.05266,78.14234,78.23202,78.3217,78.3217,78.3217,78.3217,78.3217,78.3217
887,"YEM","Yemen",70.278,70.278,70.278,70.278,70.278,70.278,70.278,70.278,70.278,70.278,70.278,70.27476,70.27152,70.26828,70.26504,70.2618,70.28964,70.31748,70.34532,70.37316,70.401,70.401,70.401,70.401,70.401,70.401
894,"ZMB","Zambia",66.1877,66.1877,66.1877,66.1877,66.1877,66.1877,66.1877,66.1877,66.1877,66.1877,66.1877,66.11012,66.03254,65.95496,65.87738,65.7998,65.7998,65.7998,65.7998,65.7998,65.7998,65.7998,65.7998,65.7998,65.7998,65.7998
716,"ZWE","Zimbabwe",58.6759,58.6759,58.6759,58.6759,58.6759,58.6759,58.6759,58.6759,58.6759,58.6759,58.6759,58.5408,58.4057,58.2706,58.1355,58.0004,58.0004,58.0004,58.0004,58.0004,58.0004,58.0004,58.0004,58.0004,58.0004,58.0004
