,country,year,DMT
2220,Ireland,2006,-23.4737081096309
2221,Isle of Man,2006,
2222,Israel,2006,-24.094146633737
2223,Italy,2006,-24.6821074382088
2224,Jamaica,2006,-24.2058192100606
2225,Japan,2006,-26.1354588987448
2226,Jordan,2006,-23.453415108519
2227,Kazakhstan,2006,-22.5903984807949
2228,Kenya,2006,-22.1955174162871
2229,Kiribati,2006,-23.188714498771
2230,Kosovo,2006,
2231,Kuwait,2006,-21.4996895099103
2232,Kyrgyzstan,2006,-22.1089696623614
2233,Laos,2006,-21.8065618544393
2234,Latvia,2006,-23.7448930211294
2235,Lebanon,2006,-23.9567388171653
2236,Lesotho,2006,-22.0198170129399
2237,Liberia,2006,-21.853996409896
2238,Libya,2006,-21.525306266806
2239,Liechtenstein,2006,
2240,Lithuania,2006,-23.6174181654416
2241,Luxembourg,2006,-25.3000166501702
2242,Macao,2006,
2243,Macedonia,2006,-23.1058524819295
2244,Madagascar,2006,-21.2890661396471
2245,Malawi,2006,-21.7494551235317
2246,Malaysia,2006,-22.8600104975023
2247,Maldives,2006,-24.5242095743988
2248,Mali,2006,-21.3218032284244
2249,Malta,2006,-24.4739834924336
2250,Marshall Islands,2006,-22.4854202703643
2251,Martinique,2006,
2252,Mauritania,2006,-21.5669023740211
2253,Mauritius,2006,-23.2782372186143
2254,Mayotte,2006,
2255,Mexico,2006,-22.9505065528867
2256,Micronesia,2006,-22.9003783261564
2257,Moldova,2006,-22.1415612848484
2258,Monaco,2006,
2259,Mongolia,2006,-21.2995516827545
2260,Montenegro,2006,-23.4139413206283
2261,Montserrat,2006,
2262,Morocco,2006,-23.5685234114013
2263,Mozambique,2006,-21.1667026946947
2264,Myanmar,2006,-21.3409081004206
2265,Namibia,2006,-21.9568063739928
2266,Nauru,2006,
2267,Nepal,2006,-21.5162802647498
2268,Netherlands,2006,-24.4571600361479
2269,Netherlands Antilles,2006,
2270,New Caledonia,2006,
2271,New Zealand,2006,-22.3521522445186
2272,Nicaragua,2006,-21.9427963345291
2273,Niger,2006,-20.6366926262925
2274,Nigeria,2006,-22.0761357608392
2275,Niue,2006,
2276,Norfolk Island,2006,
2277,North Korea,2006,
2278,Northern Mariana Islands,2006,
2279,Norway,2006,-24.9529138276015
2280,Oman,2006,-21.8284816153495
2281,Pakistan,2006,-22.6381158563027
2282,Palau,2006,-23.7428032931046
2283,Panama,2006,-23.067024802486
2284,Papua New Guinea,2006,-20.9644002070333
2285,Paraguay,2006,-21.3890210663157
2286,Peru,2006,-22.9856493755101
2287,Philippines,2006,-22.8734762920729
2288,Pitcairn,2006,
2289,Poland,2006,-23.6532585314304
2290,Portugal,2006,-23.8981449297558
2291,Puerto Rico,2006,
2292,Qatar,2006,-24.3357430519177
2293,Republic of Congo,2006,-22.8194201209922
2294,Reunion,2006,
2295,Romania,2006,-23.2687006254099
2296,Russia,2006,-22.5063900734163
2297,Rwanda,2006,-21.7882055278216
2298,Saint Helena,2006,
2299,Saint Kitts and Nevis,2006,-23.5272944608601
2300,Saint Lucia,2006,-21.7213390278783
2301,Saint Pierre and Miquelon,2006,
2302,Saint Vincent and the Grenadines,2006,-23.648416495406
2303,Samoa,2006,-22.2447269422124
2304,San Marino,2006,
2305,Sao Tome and Principe,2006,-22.9416170544496
2306,Saudi Arabia,2006,-24.1793813817967
2307,Senegal,2006,-21.739003324795
2308,Serbia,2006,-23.0051642150954
2309,Seychelles,2006,-24.0574854127337
2310,Sierra Leone,2006,-21.2159126438985
2311,Singapore,2006,-25.711010873918
2312,Sint Maarten,2006,
2313,Slovakia,2006,-23.9478702995805
2314,Slovenia,2006,-24.094587570436
2315,Solomon Islands,2006,-21.7530596163968
2316,Somalia,2006,-19.1790758659314
2317,South Africa,2006,-23.2426658247912
2318,South Korea,2006,-24.625415087454
2319,South Sudan,2006,
2320,Spain,2006,-24.4054231135777
2321,Sri Lanka,2006,-22.7602442524892
2322,State of Palestine,2006,
2323,Sudan,2006,-20.7997016811355
2324,Suriname,2006,-22.6362822095589
2325,Svalbard and Jan Mayen Islands,2006,
2326,Swaziland,2006,-22.639110870982
2327,Sweden,2006,-24.9378900005156
2328,Switzerland,2006,-25.2832496507232
2329,Syria,2006,-21.9667033066666
2330,Taiwan,2006,-24.9292513556913
2331,Tajikistan,2006,-22.1560484566635
2332,Tanzania,2006,-21.3315539159436
2333,Thailand,2006,-23.1946107402051
2334,Timor-Leste,2006,-21.35901467827
2335,Togo,2006,-21.8592115729134
2336,Tokelau,2006,
2337,Tonga,2006,-22.1817242651663
2338,Trinidad and Tobago,2006,-24.8381861348388
2339,Tunisia,2006,-23.7850801118516
2340,Turkey,2006,-23.8249123901537
2341,Turkmenistan,2006,-20.7009804407675
2342,Turks and Caicos Islands,2006,
2343,Tuvalu,2006,-21.7771773070417
2344,Uganda,2006,-22.1717649572177
2345,Ukraine,2006,-22.2614975191566
2346,United Arab Emirates,2006,-23.7168118580326
2347,United Kingdom,2006,-24.4783310996506
2348,United States of America,2006,-23.9164426082861
2349,United States Virgin Islands,2006,
2350,Uruguay,2006,-21.5798121139463
2351,Uzbekistan,2006,-20.6443703785149
2352,Vanuatu,2006,-21.2900015180253
2353,Venezuela,2006,-22.621640771631
2354,Viet Nam,2006,-22.2406436604441
2355,Wallis and Futuna Islands,2006,
2356,Western Sahara,2006,
2357,Yemen,2006,-23.698482403303
2358,Zambia,2006,-19.813417155155
2359,Zimbabwe,2006,-21.5863771758083
2360,Afghanistan,2007,-21.6098275006846
2361,Albania,2007,-22.932369954084
2362,Algeria,2007,-23.0951195298042
2363,American Samoa,2007,
2364,Andorra,2007,
2365,Angola,2007,-20.872117767734
2366,Anguilla,2007,
2367,Antigua and Barbuda,2007,-23.2955863256792
2368,Argentina,2007,-22.6172788632955
2369,Armenia,2007,-23.1819715513612
2370,Aruba,2007,
2371,Australia,2007,-22.6646566589933
2372,Austria,2007,-24.7499434738145
2373,Azerbaijan,2007,-22.3738878160811
2374,Bahamas,2007,-24.3342694100469
2375,Bahrain,2007,-23.1670696034293
2376,Bangladesh,2007,-22.3134052342049
2377,Barbados,2007,-21.5542566468646
2378,Belarus,2007,-22.8372005150342
2379,Belgium,2007,-24.8672122030519
2380,Belize,2007,-19.4898465812377
2381,Benin,2007,-22.1597311630242
2382,Bermuda,2007,
2383,Bhutan,2007,-22.6329043049271
2384,Bolivia,2007,-21.471909050612
2385,Bosnia and Herzegovina,2007,-22.8172811617125
2386,Botswana,2007,-21.4028150139808
2387,Brazil,2007,-22.7193607251379
2388,British Virgin Islands,2007,
2389,Brunei Darussalam,2007,-21.7649356180255
2390,Bulgaria,2007,-23.2421009334417
2391,Burkina Faso,2007,-21.361111513161
2392,Burundi,2007,-22.7676651048049
2393,Cambodia,2007,-21.3824283739341
2394,Cameroon,2007,-22.1987714106044
2395,Canada,2007,-23.2349483278216
2396,Cape Verde,2007,-24.0501252704015
2397,Cayman Islands,2007,
2398,Central African Republic,2007,-19.2739643058859
2399,Chad,2007,-20.7168108979568
2400,Chile,2007,-23.9745165575638
2401,China,2007,-23.1217548551943
2402,Colombia,2007,-22.7732438503032
2403,Comoros,2007,-22.6212288845358
2404,Cook Islands,2007,
2405,Costa Rica,2007,-23.5133989180589
2406,Cote d'Ivoire,2007,-21.7798970619871
2407,Croatia,2007,-24.0260446861684
2408,Cuba,2007,-23.6580012010999
2409,Curacao,2007,
2410,Cyprus,2007,-24.7952757336802
2411,Czech Republic,2007,-23.986104137948
2412,Dem. Rep. Congo,2007,-20.7039313497927
2413,Denmark,2007,-24.3035544208214
2414,Djibouti,2007,-22.1230743007381
2415,Dominica,2007,-22.7682780958783
2416,Dominican Republic,2007,-23.3734724775842
2417,Ecuador,2007,-23.1197359158777
2418,Egypt,2007,-23.4109447208195
2419,El Salvador,2007,-23.239053370513
2420,Equatorial Guinea,2007,-21.4161015324346
2421,Eritrea,2007,-21.4251209384665
2422,Estonia,2007,-23.5955726841723
2423,Ethiopia,2007,-20.8872721097216
2424,Faeroe Islands,2007,
2425,Falkland Islands,2007,
2426,Fiji,2007,-22.9720582630621
2427,Finland,2007,-24.6245366993987
2428,France,2007,-24.4293857728869
2429,French Guiana,2007,
2430,French Polynesia,2007,
2431,Gabon,2007,-23.9041044878804
2432,Gambia,2007,-19.8398797521703
2433,Georgia,2007,-22.3419352793444
2434,Germany,2007,-24.8244902442327
2435,Ghana,2007,-22.6484603507223
2436,Gibraltar,2007,
2437,Greece,2007,-24.378009212839
2438,Greenland,2007,
2439,Grenada,2007,-20.4554997215178
2440,Guadeloupe,2007,
2441,Guam,2007,
2442,Guatemala,2007,-23.2187516748829
2443,Guinea,2007,-21.1550367606824
2444,Guinea-Bissau,2007,-21.6285668145153
2445,Guyana,2007,-21.7120992578369
2446,Haiti,2007,-22.1574864414155
2447,Holy See,2007,
2448,Honduras,2007,-22.0720938261275
2449,Hong Kong,2007,
2450,Hungary,2007,-24.1058772800992
2451,Iceland,2007,-24.130641292245
2452,India,2007,-22.7302410741849
2453,Indonesia,2007,-22.8821700892338
2454,Iran,2007,-23.3272243382592
2455,Iraq,2007,-22.0081698048297
2456,Ireland,2007,-23.5387676662959
2457,Isle of Man,2007,
2458,Israel,2007,-24.1350912210709
2459,Italy,2007,-24.7152006375093
2460,Jamaica,2007,-24.2612205815836
2461,Japan,2007,-26.1686956277475
2462,Jordan,2007,-23.4776592603516
2463,Kazakhstan,2007,-22.6745412781198
2464,Kenya,2007,-21.8871503414367
2465,Kiribati,2007,-23.1964690231155
2466,Kosovo,2007,
2467,Kuwait,2007,-21.5539343181221
2468,Kyrgyzstan,2007,-22.1696259549404
2469,Laos,2007,-21.5040421794768
2470,Latvia,2007,-23.8490973844623
2471,Lebanon,2007,-24.0400488016007
2472,Lesotho,2007,-21.9901956404171
2473,Liberia,2007,-21.9020581136932
2474,Libya,2007,-21.5592623329556
2475,Liechtenstein,2007,
2476,Lithuania,2007,-23.7128178500837
2477,Luxembourg,2007,-25.3578945363288
2478,Macao,2007,
2479,Macedonia,2007,-23.1506141768926
2480,Madagascar,2007,-21.3094301769519
2481,Malawi,2007,-21.7938674458863
2482,Malaysia,2007,-22.9310535647663
2483,Maldives,2007,-24.5875242046909
2484,Mali,2007,-21.3264418706682
2485,Malta,2007,-24.4910135329925
2486,Marshall Islands,2007,-22.4981284628633
2487,Martinique,2007,
2488,Mauritania,2007,-21.582877460539
2489,Mauritius,2007,-23.3162693819841
2490,Mayotte,2007,
2491,Mexico,2007,-22.976327651083
2492,Micronesia,2007,-22.869050371813
2493,Moldova,2007,-22.1665070672735
2494,Monaco,2007,
2495,Mongolia,2007,-21.3043383754857
2496,Montenegro,2007,-23.5001433098767
2497,Montserrat,2007,
2498,Morocco,2007,-23.6056904739726
2499,Mozambique,2007,-21.1349778569381
2500,Myanmar,2007,-21.3390148854775
2501,Namibia,2007,-22.0822685807764
2502,Nauru,2007,-23.022747693721
2503,Nepal,2007,-21.544747216727
2504,Netherlands,2007,-24.4975254320943
2505,Netherlands Antilles,2007,
2506,New Caledonia,2007,
2507,New Zealand,2007,-22.3859516583457
2508,Nicaragua,2007,-21.9890079795391
2509,Niger,2007,-20.6218549586471
2510,Nigeria,2007,-22.1442186461024
2511,Niue,2007,
2512,Norfolk Island,2007,
2513,North Korea,2007,
2514,Northern Mariana Islands,2007,
2515,Norway,2007,-25.0025505310461
2516,Oman,2007,-21.8701238108074
2517,Pakistan,2007,-22.6602945495666
2518,Palau,2007,-23.7368541422991
2519,Panama,2007,-23.1847327137069
2520,Papua New Guinea,2007,-21.3254729267064
2521,Paraguay,2007,-21.3298556655574
2522,Peru,2007,-23.0502734957001
2523,Philippines,2007,-22.9161885831138
2524,Pitcairn,2007,
2525,Poland,2007,-23.7332698312559
2526,Portugal,2007,-23.931952592726
2527,Puerto Rico,2007,
2528,Qatar,2007,-24.4528702660892
2529,Republic of Congo,2007,-23.0541612925975
2530,Reunion,2007,
2531,Romania,2007,-23.3284128548925
2532,Russia,2007,-22.594114890394
2533,Rwanda,2007,-21.8368411739531
2534,Saint Helena,2007,
2535,Saint Kitts and Nevis,2007,-23.5071504836426
2536,Saint Lucia,2007,-21.7147318931331
2537,Saint Pierre and Miquelon,2007,
2538,Saint Vincent and the Grenadines,2007,-23.6716487517803
2539,Samoa,2007,-22.3020245933451
2540,San Marino,2007,
2541,Sao Tome and Principe,2007,-22.957333997825
2542,Saudi Arabia,2007,-24.2268551039412
2543,Senegal,2007,-21.8482652044718
2544,Serbia,2007,-23.0800102497964
2545,Seychelles,2007,-24.1442274909754
2546,Sierra Leone,2007,-21.4112109303905
2547,Singapore,2007,-25.7660849194377
2548,Sint Maarten,2007,
2549,Slovakia,2007,-24.051346450506
2550,Slovenia,2007,-24.1785554938652
2551,Solomon Islands,2007,-21.7979544376325
2552,Somalia,2007,-19.3001562395311
2553,South Africa,2007,-23.2724438830212
2554,South Korea,2007,-24.6557644718378
2555,South Sudan,2007,
2556,Spain,2007,-24.426459160994
2557,Sri Lanka,2007,-22.8288078756572
2558,State of Palestine,2007,
2559,Sudan,2007,-20.9126574239248
2560,Suriname,2007,-22.7409689248798
2561,Svalbard and Jan Mayen Islands,2007,
2562,Swaziland,2007,-22.5244845611685
2563,Sweden,2007,-25.0093925488272
2564,Switzerland,2007,-25.3253381097029
2565,Syria,2007,-22.0709916721957
2566,Taiwan,2007,-25.1007874004667
2567,Tajikistan,2007,-22.1950115055005
2568,Tanzania,2007,-21.3268826426024
2569,Thailand,2007,-23.1831847082926
2570,Timor-Leste,2007,-21.4623011932507
2571,Togo,2007,-21.8919907606766
2572,Tokelau,2007,
2573,Tonga,2007,-22.1270352726383
2574,Trinidad and Tobago,2007,-24.8763931294239
2575,Tunisia,2007,-23.8341057817742
2576,Turkey,2007,-23.8604490159007
2577,Turkmenistan,2007,-20.7949631207528
2578,Turks and Caicos Islands,2007,
2579,Tuvalu,2007,-21.8307883466652
2580,Uganda,2007,-22.1509808132683
2581,Ukraine,2007,-22.343419374418
2582,United Arab Emirates,2007,-23.7249977101287
2583,United Kingdom,2007,-24.5197300436434
2584,United States of America,2007,-23.8826570579225
2585,United States Virgin Islands,2007,
2586,Uruguay,2007,-21.6651741897745
2587,Uzbekistan,2007,-20.7202813279211
2588,Vanuatu,2007,-21.2166662172016
2589,Venezuela,2007,-22.7034925920744
2590,Viet Nam,2007,-22.2936922730428
2591,Wallis and Futuna Islands,2007,
2592,Western Sahara,2007,
2593,Yemen,2007,-23.6965640974095
2594,Zambia,2007,-19.9311716567343
2595,Zimbabwe,2007,-21.5317094567107
2596,Afghanistan,2008,-21.5754391571944
2597,Albania,2008,-23.0875423107153
2598,Algeria,2008,-23.1102730996692
2599,American Samoa,2008,
2600,Andorra,2008,
2601,Angola,2008,-20.9589986847915
2602,Anguilla,2008,
2603,Antigua and Barbuda,2008,-23.2856533461289
2604,Argentina,2008,-22.6376432657162
2605,Armenia,2008,-23.2188305518694
2606,Aruba,2008,
2607,Australia,2008,-22.8023719884119
2608,Austria,2008,-24.7758595679733
2609,Azerbaijan,2008,-22.3639890618952
2610,Bahamas,2008,-23.952682568332
2611,Bahrain,2008,-23.2098446424625
2612,Bangladesh,2008,-22.3416559431684
2613,Barbados,2008,-21.5532453392994
2614,Belarus,2008,-22.9128546540484
2615,Belgium,2008,-24.8889611081907
2616,Belize,2008,-19.5078936048481
2617,Benin,2008,-22.2146427974917
2618,Bermuda,2008,
2619,Bhutan,2008,-22.8747258388161
2620,Bolivia,2008,-21.6619805554254
2621,Bosnia and Herzegovina,2008,-22.8833061767537
2622,Botswana,2008,-21.5942700967414
2623,Brazil,2008,-22.8232168012762
2624,British Virgin Islands,2008,
2625,Brunei Darussalam,2008,-21.7493513355587
2626,Bulgaria,2008,-23.3201457531242
2627,Burkina Faso,2008,-21.3973602869269
2628,Burundi,2008,-22.5841632174034
2629,Cambodia,2008,-21.4729776021715
2630,Cameroon,2008,-22.2989228168798
2631,Canada,2008,-23.2172485610177
2632,Cape Verde,2008,-24.0390866962463
2633,Cayman Islands,2008,
2634,Central African Republic,2008,-19.2580228123026
2635,Chad,2008,-20.7592423287277
2636,Chile,2008,-23.9998314231822
2637,China,2008,-23.2000334071823
2638,Colombia,2008,-22.7960880825464
2639,Comoros,2008,-22.4708814662216
2640,Cook Islands,2008,
2641,Costa Rica,2008,-23.5218532957274
2642,Cote d'Ivoire,2008,-21.7829287855471
2643,Croatia,2008,-24.0734357892372
2644,Cuba,2008,-23.6845070528264
2645,Curacao,2008,
2646,Cyprus,2008,-24.8245611478027
2647,Czech Republic,2008,-24.0227499112944
2648,Dem. Rep. Congo,2008,-20.6904138749842
2649,Denmark,2008,-24.3188706533983
2650,Djibouti,2008,-22.1737939837872
2651,Dominica,2008,-22.835147327946
2652,Dominican Republic,2008,-23.3810505777068
2653,Ecuador,2008,-23.1782252656173
2654,Egypt,2008,-23.4603789443396
2655,El Salvador,2008,-23.2376403905241
2656,Equatorial Guinea,2008,-21.574763061313
2657,Eritrea,2008,-21.3174149445014
2658,Estonia,2008,-23.5375392619476
2659,Ethiopia,2008,-20.9459907574276
2660,Faeroe Islands,2008,
2661,Falkland Islands,2008,
2662,Fiji,2008,-22.984193630083
2663,Finland,2008,-24.6439374453182
2664,France,2008,-24.4221914762584
2665,French Guiana,2008,
2666,French Polynesia,2008,
2667,Gabon,2008,-23.8157085964215
2668,Gambia,2008,-19.8599997893956
2669,Georgia,2008,-22.3843445581838
2670,Germany,2008,-24.8589942696753
2671,Ghana,2008,-22.7178225825513
2672,Gibraltar,2008,
2673,Greece,2008,-24.4056187076784
2674,Greenland,2008,
2675,Grenada,2008,-20.4587827239882
2676,Guadeloupe,2008,
2677,Guam,2008,
2678,Guatemala,2008,-23.2713425070278
2679,Guinea,2008,-21.1396321013679
2680,Guinea-Bissau,2008,-21.6307534008007
2681,Guyana,2008,-21.6741769498408
2682,Haiti,2008,-22.1620735605765
2683,Holy See,2008,
2684,Honduras,2008,-22.0930021315934
2685,Hong Kong,2008,
2686,Hungary,2008,-24.1346731310403
2687,Iceland,2008,-24.1294098494689
2688,India,2008,-22.7564557228454
2689,Indonesia,2008,-22.9346569983536
2690,Iran,2008,-23.3526482628893
2691,Iraq,2008,-22.0360201509155
2692,Ireland,2008,-23.4828337070997
2693,Isle of Man,2008,
2694,Israel,2008,-24.1439627920889
2695,Italy,2008,-24.7204835710873
2696,Jamaica,2008,-24.2531704010011
2697,Japan,2008,-26.1818658600351
2698,Jordan,2008,-23.4897737063142
2699,Kazakhstan,2008,-22.654954327574
2700,Kenya,2008,-21.8680818844205
2701,Kiribati,2008,-23.1665469535015
2702,Kosovo,2008,
2703,Kuwait,2008,-21.5744926747369
2704,Kyrgyzstan,2008,-22.2223219992998
2705,Laos,2008,-21.9611582261999
2706,Latvia,2008,-23.7989520288394
2707,Lebanon,2008,-24.1138782209224
2708,Lesotho,2008,-22.1148755384213
2709,Liberia,2008,-21.8912333143513
2710,Libya,2008,-21.5594414418939
2711,Liechtenstein,2008,
2712,Lithuania,2008,-23.7605069163608
2713,Luxembourg,2008,-25.3385360577377
2714,Macao,2008,
2715,Macedonia,2008,-23.2204355624692
2716,Madagascar,2008,-21.435817456918
2717,Malawi,2008,-21.7970969448749
2718,Malaysia,2008,-22.9589654732589
2719,Maldives,2008,-24.6743659835375
2720,Mali,2008,-21.2849626834455
2721,Malta,2008,-24.4939293750522
2722,Marshall Islands,2008,-22.4598961187457
2723,Martinique,2008,
2724,Mauritania,2008,-21.6521637252426
2725,Mauritius,2008,-23.3514463024456
2726,Mayotte,2008,
2727,Mexico,2008,-22.9844880727101
2728,Micronesia,2008,-22.832038029581
2729,Moldova,2008,-22.2877451322874
2730,Monaco,2008,
2731,Mongolia,2008,-21.3829832700299
2732,Montenegro,2008,-23.6228218719439
2733,Montserrat,2008,
2734,Morocco,2008,-23.6515145937019
2735,Mozambique,2008,-21.1135602819355
2736,Myanmar,2008,-21.5331752206562
2737,Namibia,2008,-22.1557172189798
2738,Nauru,2008,-23.2970656033709
2739,Nepal,2008,-21.5684780809257
2740,Netherlands,2008,-24.5068504869621
2741,Netherlands Antilles,2008,
2742,New Caledonia,2008,
2743,New Zealand,2008,-22.390130271484
2744,Nicaragua,2008,-22.0084521571071
2745,Niger,2008,-20.6761219592067
2746,Nigeria,2008,-22.2145255783748
2747,Niue,2008,
2748,Norfolk Island,2008,
2749,North Korea,2008,
2750,Northern Mariana Islands,2008,
2751,Norway,2008,-25.0147360527918
2752,Oman,2008,-21.946967509078
2753,Pakistan,2008,-22.6368990151472
2754,Palau,2008,-23.6739633275441
2755,Panama,2008,-23.2366484400918
2756,Papua New Guinea,2008,-21.179687354054
2757,Paraguay,2008,-21.4752724633086
2758,Peru,2008,-23.1208927304226
2759,Philippines,2008,-22.9302316927892
2760,Pitcairn,2008,
2761,Poland,2008,-23.7919722632275
2762,Portugal,2008,-23.9341846332048
2763,Puerto Rico,2008,
2764,Qatar,2008,-24.5725456799394
2765,Republic of Congo,2008,-22.9671422789392
2766,Reunion,2008,
2767,Romania,2008,-23.4277516642669
2768,Russia,2008,-22.5394837120807
2769,Rwanda,2008,-21.8939947223805
2770,Saint Helena,2008,
2771,Saint Kitts and Nevis,2008,-23.5484213736317
2772,Saint Lucia,2008,-21.7506502240408
2773,Saint Pierre and Miquelon,2008,
2774,Saint Vincent and the Grenadines,2008,-23.6987607872931
2775,Samoa,2008,-22.3079243104073
2776,San Marino,2008,
2777,Sao Tome and Principe,2008,-23.0194274020954
2778,Saudi Arabia,2008,-24.3040595336281
2779,Senegal,2008,-21.8397595179516
2780,Serbia,2008,-23.1839490319064
2781,Seychelles,2008,-24.116252622959
2782,Sierra Leone,2008,-21.3970620471452
2783,Singapore,2008,-25.7527361035301
2784,Sint Maarten,2008,
2785,Slovakia,2008,-24.1058457846098
2786,Slovenia,2008,-24.206103536519
2787,Solomon Islands,2008,-21.8400267640808
2788,Somalia,2008,-19.3739013815779
2789,South Africa,2008,-23.3038530207368
2790,South Korea,2008,-24.6633015675608
2791,South Sudan,2008,
2792,Spain,2008,-24.4621066040856
2793,Sri Lanka,2008,-22.8486885782816
2794,State of Palestine,2008,
2795,Sudan,2008,-20.9222388740864
2796,Suriname,2008,-22.6408407814125
2797,Svalbard and Jan Mayen Islands,2008,
2798,Swaziland,2008,-22.5780735979728
2799,Sweden,2008,-25.0266060593085
2800,Switzerland,2008,-25.3679737853667
2801,Syria,2008,-22.174439788178
2802,Taiwan,2008,-25.2292140089091
2803,Tajikistan,2008,-22.1532072774079
2804,Tanzania,2008,-21.3504321412254
2805,Thailand,2008,-23.2093240209021
2806,Timor-Leste,2008,-21.5839758880781
2807,Togo,2008,-21.8475037836444
2808,Tokelau,2008,
2809,Tonga,2008,-22.1470829698655
2810,Trinidad and Tobago,2008,-24.9165706190294
2811,Tunisia,2008,-23.8781121082717
2812,Turkey,2008,-23.8620734682915
2813,Turkmenistan,2008,-20.905332375583
2814,Turks and Caicos Islands,2008,
2815,Tuvalu,2008,-21.9027298077085
2816,Uganda,2008,-21.9510741649927
2817,Ukraine,2008,-22.3851671487495
2818,United Arab Emirates,2008,-23.7336117795257
2819,United Kingdom,2008,-24.5305331308814
2820,United States of America,2008,-23.8978038293466
2821,United States Virgin Islands,2008,
2822,Uruguay,2008,-21.7128231585422
2823,Uzbekistan,2008,-20.7840668366136
2824,Vanuatu,2008,-21.2695990156141
2825,Venezuela,2008,-22.7770090944178
2826,Viet Nam,2008,-22.3510939336747
2827,Wallis and Futuna Islands,2008,
2828,Western Sahara,2008,
2829,Yemen,2008,-23.7034740927901
2830,Zambia,2008,-19.948062442476
2831,Zimbabwe,2008,-21.2934804204329
2832,Afghanistan,2009,-21.7428963210656
2833,Albania,2009,-23.1546578562362
2834,Algeria,2009,-23.1083704498827
2835,American Samoa,2009,
2836,Andorra,2009,
2837,Angola,2009,-20.9044375764327
2838,Anguilla,2009,
2839,Antigua and Barbuda,2009,-23.1473492344251
2840,Argentina,2009,-22.6350296865025
2841,Armenia,2009,-23.065773235954
2842,Aruba,2009,
2843,Australia,2009,-22.776562382659
2844,Austria,2009,-24.7579611223962
2845,Azerbaijan,2009,-22.3536037881004
2846,Bahamas,2009,-24.1992831829051
2847,Bahrain,2009,-23.2167952909623
2848,Bangladesh,2009,-22.3796684439197
2849,Barbados,2009,-21.5069509114256
2850,Belarus,2009,-22.8812972258603
2851,Belgium,2009,-24.8743399495796
2852,Belize,2009,-19.5121570671069
2853,Benin,2009,-22.2593967569658
2854,Bermuda,2009,
2855,Bhutan,2009,-22.9229630745559
2856,Bolivia,2009,-21.7650443575528
2857,Bosnia and Herzegovina,2009,-22.848969578152
2858,Botswana,2009,-22.1226360281368
2859,Brazil,2009,-22.8194778424924
2860,British Virgin Islands,2009,
2861,Brunei Darussalam,2009,-21.7287676288546
2862,Bulgaria,2009,-23.2955220904101
2863,Burkina Faso,2009,-21.4111724454698
2864,Burundi,2009,-22.6362082246339
2865,Cambodia,2009,-21.4616786110908
2866,Cameroon,2009,-22.3060473886428
2867,Canada,2009,-23.2942023301754
2868,Cape Verde,2009,-23.9946987346329
2869,Cayman Islands,2009,
2870,Central African Republic,2009,-19.4126045934316
2871,Chad,2009,-20.8519077549638
2872,Chile,2009,-23.9784597996529
2873,China,2009,-23.2766160169614
2874,Colombia,2009,-22.8011285688059
2875,Comoros,2009,-22.5031812284797
2876,Cook Islands,2009,
2877,Costa Rica,2009,-23.4884295696509
2878,Cote d'Ivoire,2009,-21.8007418583752
2879,Croatia,2009,-23.9977916527044
2880,Cuba,2009,-23.6497189234539
2881,Curacao,2009,
2882,Cyprus,2009,-24.7984128677953
2883,Czech Republic,2009,-23.9824420225702
2884,Dem. Rep. Congo,2009,-20.6898497293674
2885,Denmark,2009,-24.2811887277867
2886,Djibouti,2009,-22.2155682927127
2887,Dominica,2009,-22.8197059176218
2888,Dominican Republic,2009,-23.3572298949657
2889,Ecuador,2009,-23.1339769885751
2890,Egypt,2009,-23.5272397024132
2891,El Salvador,2009,-23.2240842782228
2892,Equatorial Guinea,2009,-21.5832544560365
2893,Eritrea,2009,-21.3551800326791
2894,Estonia,2009,-23.3943590468097
2895,Ethiopia,2009,-20.9974964045034
2896,Faeroe Islands,2009,
2897,Falkland Islands,2009,
2898,Fiji,2009,-22.94608812243
2899,Finland,2009,-24.5687128452336
2900,France,2009,-24.399679897939
2901,French Guiana,2009,
2902,French Polynesia,2009,
2903,Gabon,2009,-23.8808770456711
2904,Gambia,2009,-19.8738903938149
2905,Georgia,2009,-22.3572879909183
2906,Germany,2009,-24.8378910186587
2907,Ghana,2009,-22.7780996250602
2908,Gibraltar,2009,
2909,Greece,2009,-24.3800382320009
2910,Greenland,2009,
2911,Grenada,2009,-20.3843011274093
2912,Guadeloupe,2009,
2913,Guam,2009,
2914,Guatemala,2009,-23.1779685235866
2915,Guinea,2009,-21.142081021909
2916,Guinea-Bissau,2009,-21.6316177582561
2917,Guyana,2009,-21.4514859944595
2918,Haiti,2009,-22.180595460741
2919,Holy See,2009,
2920,Honduras,2009,-22.0348028967262
2921,Hong Kong,2009,
2922,Hungary,2009,-24.0902604387434
2923,Iceland,2009,-24.0409497937784
2924,India,2009,-22.8423326102099
2925,Indonesia,2009,-22.6906836497464
2926,Iran,2009,-23.3537949767343
2927,Iraq,2009,-22.0155998769061
2928,Ireland,2009,-23.4405831069854
2929,Isle of Man,2009,
2930,Israel,2009,-24.139367937346
2931,Italy,2009,-24.6840298078846
2932,Jamaica,2009,-24.1878860101825
2933,Japan,2009,-26.1419016043363
2934,Jordan,2009,-23.5253374221791
2935,Kazakhstan,2009,-22.6505539994921
2936,Kenya,2009,-21.9380089381009
2937,Kiribati,2009,-23.1585551891579
2938,Kosovo,2009,
2939,Kuwait,2009,-21.4971445267891
