,country,year,GPD
1569,North Korea,2003,
1570,Northern Mariana Islands,2003,
1571,Norway,2003,272524446571.001
1572,Oman,2003,100287424212.41
1573,Pakistan,2003,534343162148.067
1574,Palau,2003,272140675.168546
1575,Panama,2003,34322912928.705
1576,Papua New Guinea,2003,10168845660.8538
1577,Paraguay,2003,33372060396.3309
1578,Peru,2003,187986891930.036
1579,Philippines,2003,368800952295.304
1580,Pitcairn,2003,
1581,Poland,2003,603074955669.049
1582,Portugal,2003,272260361735.737
1583,Puerto Rico,2003,140036487053.33
1584,Qatar,2003,74102799053.9781
1585,Republic of Congo,2003,15816207801.9869
1586,Reunion,2003,
1587,Romania,2003,276803167129.809
1588,Russia,2003,2432801806036.38
1589,Rwanda,2003,8026461202.83583
1590,Saint Helena,2003,
1591,Saint Kitts and Nevis,2003,904740693.69759
1592,Saint Lucia,2003,1580875149.4835
1593,Saint Pierre and Miquelon,2003,
1594,Saint Vincent and the Grenadines,2003,949272894.15673
1595,Samoa,2003,880898624.033888
1596,San Marino,2003,
1597,Sao Tome and Principe,2003,311754359.312762
1598,Saudi Arabia,2003,819459920274.663
1599,Senegal,2003,21173650439.7659
1600,Serbia,2003,70477170491.6828
1601,Seychelles,2003,1393682120.58042
1602,Sierra Leone,2003,5343084642.61762
1603,Singapore,2003,224202268643.958
1604,Sint Maarten,2003,
1605,Slovakia,2003,95731116836.4731
1606,Slovenia,2003,49686006435.3226
1607,Solomon Islands,2003,679725779.457378
1608,Somalia,2003,
1609,South Africa,2003,478354998724.168
1610,South Korea,2003,1127833824631.12
1611,South Sudan,2003,
1612,Spain,2003,1342217714058.95
1613,Sri Lanka,2003,112871069761.727
1614,State of Palestine,2003,12401562378.9094
1615,Sudan,2003,94801573495.9229
1616,Suriname,2003,5344069063.47245
1617,Svalbard and Jan Mayen Islands,2003,
1618,Swaziland,2003,7006721228.75168
1619,Sweden,2003,347065801848.275
1620,Switzerland,2003,367406240127.142
1621,Syria,2003,
1622,Taiwan,2003,658615000000.0
1623,Tajikistan,2003,9940388158.76911
1624,Tanzania,2003,59734152418.3555
1625,Thailand,2003,680945037832.023
1626,Timor-Leste,2003,1286249927.97579
1627,Togo,2003,6492770478.53086
1628,Tokelau,2003,
1629,Tonga,2003,493788065.074905
1630,Trinidad and Tobago,2003,29896612153.5836
1631,Tunisia,2003,80891197404.9151
1632,Turkey,2003,890240141604.288
1633,Turkmenistan,2003,26019380744.515
1634,Turks and Caicos Islands,2003,
1635,Tuvalu,2003,30591755.5841986
1636,Uganda,2003,31178001380.5183
1637,Ukraine,2003,296491128571.161
1638,United Arab Emirates,2003,369526801416.005
1639,United Kingdom,2003,2112687207515.65
1640,United States of America,2003,13710513079778.6
1641,United States Virgin Islands,2003,
1642,Uruguay,2003,38242862166.4545
1643,Uzbekistan,2003,69689546546.6926
1644,Vanuatu,2003,498963274.955394
1645,Venezuela,2003,306819640805.661
1646,Viet Nam,2003,248268822701.405
1647,Wallis and Futuna Islands,2003,
1648,Western Sahara,2003,
1649,Yemen,2003,77905506895.7779
1650,Zambia,2003,26068384830.4686
1651,Zimbabwe,2003,24176887249.033
1652,Afghanistan,2004,25620370017.4831
1653,Albania,2004,21256106268.0238
1654,Algeria,2004,387302878537.758
1655,American Samoa,2004,
1656,Andorra,2004,
1657,Angola,2004,65294584235.9224
1658,Anguilla,2004,
1659,Antigua and Barbuda,2004,1666678042.1096
1660,Argentina,2004,558086338623.306
1661,Armenia,2004,14024814656.6168
1662,Aruba,2004,
1663,Australia,2004,767104228441.761
1664,Austria,2004,331519204194.791
1665,Azerbaijan,2004,53456049887.4524
1666,Bahamas,2004,8083477180.86788
1667,Bahrain,2004,35978459642.4092
1668,Bangladesh,2004,259830838298.284
1669,Barbados,2004,3972790492.79583
1670,Belarus,2004,95847913542.8299
1671,Belgium,2004,409236068909.114
1672,Belize,2004,2175232607.59889
1673,Benin,2004,13623755116.011
1674,Bermuda,2004,3534551202.2428
1675,Bhutan,2004,2771883124.6013
1676,Bolivia,2004,41029634823.3041
1677,Bosnia and Herzegovina,2004,28910511148.3996
1678,Botswana,2004,20559899465.9221
1679,Brazil,2004,2227635696680.94
1680,British Virgin Islands,2004,
1681,Brunei Darussalam,2004,30179158572.138
1682,Bulgaria,2004,90569193222.4061
1683,Burkina Faso,2004,15642121781.7444
1684,Burundi,2004,5327699755.95462
1685,Cambodia,2004,23075381623.2818
1686,Cameroon,2004,44901335539.0081
1687,Canada,2004,1267141333783.16
1688,Cape Verde,2004,2061154267.97472
1689,Cayman Islands,2004,
1690,Central African Republic,2004,3339464442.28002
1691,Chad,2004,15387244429.6548
1692,Chile,2004,262887537119.115
1693,China,2004,6693762669454.75
1694,Colombia,2004,382962107917.078
1695,Comoros,2004,875212132.805405
1696,Cook Islands,2004,
1697,Costa Rica,2004,45089129294.1267
1698,Cote d'Ivoire,2004,48353904780.8949
1699,Croatia,2004,83349712874.4883
1700,Cuba,2004,144192098091.199
1701,Curacao,2004,
1702,Cyprus,2004,23968796419.2643
1703,Czech Republic,2004,246872975862.812
1704,Dem. Rep. Congo,2004,28295683239.7376
1705,Denmark,2004,236017926041.457
1706,Djibouti,2004,1716037526.19809
1707,Dominica,2004,625151556.380337
1708,Dominican Republic,2004,74217337694.2099
1709,Ecuador,2004,112288151266.025
1710,Egypt,2004,587905367149.307
1711,El Salvador,2004,40497292476.6922
1712,Equatorial Guinea,2004,20350215036.9422
1713,Eritrea,2004,6372328986.0
1714,Estonia,2004,28250470919.6256
1715,Ethiopia,2004,50254014899.7144
1716,Faeroe Islands,2004,
1717,Falkland Islands,2004,
1718,Fiji,2004,6061025882.92983
1719,Finland,2004,199654745087.655
1720,France,2004,2270931022411.92
1721,French Guiana,2004,
1722,French Polynesia,2004,
1723,Gabon,2004,22962710238.6528
1724,Gambia,2004,2251044858.14457
1725,Georgia,2004,18764565560.9526
1726,Germany,2004,3087601049405.82
1727,Ghana,2004,51654497345.0631
1728,Gibraltar,2004,
1729,Greece,2004,322842819111.997
1730,Greenland,2004,
1731,Grenada,2004,1080978052.56727
1732,Guadeloupe,2004,
1733,Guam,2004,
1734,Guatemala,2004,79508867887.6347
1735,Guinea,2004,11251536075.4872
1736,Guinea-Bissau,2004,1768396731.37382
1737,Guyana,2004,3591671853.58611
1738,Haiti,2004,14212532884.6133
1739,Holy See,2004,
1740,Honduras,2004,25705487115.2829
1741,Hong Kong,2004,259634515890.044
1742,Hungary,2004,215561390272.848
1743,Iceland,2004,11059641083.4736
1744,India,2004,3364410900217.85
1745,Indonesia,2004,1463892030404.63
1746,Iran,2004,983342723557.3
1747,Iraq,2004,281865489119.67
1748,Ireland,2004,192404011015.33
1749,Isle of Man,2004,
1750,Israel,2004,174804644251.643
1751,Italy,2004,2159398299282.71
1752,Jamaica,2004,22881114501.7012
1753,Japan,2004,4481635691164.37
1754,Jordan,2004,46486972642.0236
1755,Kazakhstan,2004,221120497284.358
1756,Kenya,2004,75698376457.5261
1757,Kiribati,2004,173841038.284999
1758,Kosovo,2004,10804724939.1214
1759,Kuwait,2004,193316441769.241
1760,Kyrgyzstan,2004,12257737465.2498
1761,Laos,2004,15801105055.0593
1762,Latvia,2004,35383961153.4752
1763,Lebanon,2004,47629540650.1541
1764,Lesotho,2004,3729071650.47202
1765,Liberia,2004,1852023681.99857
1766,Libya,2004,134859000000.0
1767,Liechtenstein,2004,
1768,Lithuania,2004,57136623584.0345
1769,Luxembourg,2004,39770032363.3477
1770,Macao,2004,28669271465.1003
1771,Macedonia,2004,18465476133.0472
1772,Madagascar,2004,24357732651.851
1773,Malawi,2004,10609012057.697
1774,Malaysia,2004,452543537530.654
1775,Maldives,2004,2781560013.61585
1776,Mali,2004,21152442464.4025
1777,Malta,2004,10252569344.8893
1778,Marshall Islands,2004,162127609.021211
1779,Martinique,2004,
1780,Mauritania,2004,8577967455.15086
1781,Mauritius,2004,15094233415.2154
1782,Mayotte,2004,
1783,Mexico,2004,1607944751465.19
1784,Micronesia,2004,343186482.256249
1785,Moldova,2004,11061873130.8993
1786,Monaco,2004,
1787,Mongolia,2004,14244510220.1789
1788,Montenegro,2004,6719299252.69743
1789,Montserrat,2004,
1790,Morocco,2004,160699835050.497
1791,Mozambique,2004,14287797989.3377
1792,Myanmar,2004,97114887944.796
1793,Namibia,2004,14389440641.4833
1794,Nauru,2004,
1795,Nepal,2004,41734895411.0866
1796,Netherlands,2004,695018457596.607
1797,Netherlands Antilles,2004,
1798,New Caledonia,2004,
1799,New Zealand,2004,128557041363.172
1800,Nicaragua,2004,19564199548.0389
1801,Niger,2004,9942937082.5389
1802,Nigeria,2004,557301344581.464
1803,Niue,2004,
1804,Norfolk Island,2004,
1805,North Korea,2004,
1806,Northern Mariana Islands,2004,
1807,Norway,2004,283313793063.569
1808,Oman,2004,101583250621.179
1809,Pakistan,2004,573716619354.5
1810,Palau,2004,291045685.656445
1811,Panama,2004,36904710003.9147
1812,Papua New Guinea,2004,10445557788.631
1813,Paraguay,2004,34726104772.5917
1814,Peru,2004,197307664032.792
1815,Philippines,2004,393501899212.424
1816,Pitcairn,2004,
1817,Poland,2004,634046771739.267
1818,Portugal,2004,277192584306.018
1819,Puerto Rico,2004,142502413697.865
1820,Qatar,2004,88344553231.7528
1821,Republic of Congo,2004,16366079083.9546
1822,Reunion,2004,
1823,Romania,2004,299940012507.02
1824,Russia,2004,2607378427585.68
1825,Rwanda,2004,8584010532.13986
1826,Saint Helena,2004,
1827,Saint Kitts and Nevis,2004,946405306.032982
1828,Saint Lucia,2004,1710748603.48642
1829,Saint Pierre and Miquelon,2004,
1830,Saint Vincent and the Grenadines,2004,988727374.323136
1831,Samoa,2004,921640202.551895
1832,San Marino,2004,
1833,Sao Tome and Principe,2004,323701494.301333
1834,Saudi Arabia,2004,895294431130.422
1835,Senegal,2004,22416707226.4485
1836,Serbia,2004,76852896926.0227
1837,Seychelles,2004,1353955857.57944
1838,Sierra Leone,2004,5685979059.76953
1839,Singapore,2004,245611736698.968
1840,Sint Maarten,2004,
1841,Slovakia,2004,100765459657.34
1842,Slovenia,2004,51848239846.6964
1843,Solomon Islands,2004,713021269.551109
1844,Somalia,2004,
1845,South Africa,2004,500141963714.947
1846,South Korea,2004,1183096007278.77
1847,South Sudan,2004,
1848,Spain,2004,1384722346549.5
1849,Sri Lanka,2004,119016968675.274
1850,State of Palestine,2004,13479752543.5817
1851,Sudan,2004,98483009911.5992
1852,Suriname,2004,5838717803.89428
1853,Svalbard and Jan Mayen Islands,2004,
1854,Swaziland,2004,7224848902.98597
1855,Sweden,2004,362060883277.643
1856,Switzerland,2004,377851409793.304
1857,Syria,2004,
1858,Taiwan,2004,701467000000.0
1859,Tajikistan,2004,10964248309.0613
1860,Tanzania,2004,64410320105.0015
1861,Thailand,2004,723771636118.782
1862,Timor-Leste,2004,1292790181.84685
1863,Togo,2004,6630356525.81537
1864,Tokelau,2004,
1865,Tonga,2004,492052795.035871
1866,Trinidad and Tobago,2004,32273271332.4065
1867,Tunisia,2004,85935405733.5277
1868,Turkey,2004,973591613367.865
1869,Turkmenistan,2004,27320455794.4987
1870,Turks and Caicos Islands,2004,
1871,Tuvalu,2004,30178099.6427664
1872,Uganda,2004,33300360686.57
1873,Ukraine,2004,332366555154.708
1874,United Arab Emirates,2004,404877348750.762
1875,United Kingdom,2004,2166093344479.0
1876,United States of America,2004,14229557848352.8
1877,United States Virgin Islands,2004,
1878,Uruguay,2004,40156596317.4643
1879,Uzbekistan,2004,75055641629.0981
1880,Vanuatu,2004,518845738.160598
1881,Venezuela,2004,362926541764.776
1882,Viet Nam,2004,266979380601.316
1883,Wallis and Futuna Islands,2004,
1884,Western Sahara,2004,
1885,Yemen,2004,81000456164.5499
1886,Zambia,2004,27901616655.962
1887,Zimbabwe,2004,22772805261.4588
1888,Afghanistan,2005,28483515603.8497
1889,Albania,2005,22472129836.5441
1890,Algeria,2005,410183924183.221
1891,American Samoa,2005,
1892,Andorra,2005,
1893,Angola,2005,77218322300.7962
1894,Anguilla,2005,
1895,Antigua and Barbuda,2005,1768065874.63781
1896,Argentina,2005,607486243374.952
1897,Armenia,2005,15969454960.225
1898,Aruba,2005,
1899,Australia,2005,791702517121.056
1900,Austria,2005,338615978101.225
1901,Azerbaijan,2005,67568447489.7946
1902,Bahamas,2005,8357934889.03373
1903,Bahrain,2005,38413819883.7693
1904,Bangladesh,2005,276813238827.961
1905,Barbados,2005,4130310619.5763
1906,Belarus,2005,104857617415.856
1907,Belgium,2005,417807456931.269
1908,Belize,2005,2231326245.11524
1909,Benin,2005,13856936260.6803
1910,Bermuda,2005,3593726911.16702
1911,Bhutan,2005,2969312153.57852
1912,Bolivia,2005,42843732689.2195
1913,Bosnia and Herzegovina,2005,31442560317.2824
1914,Botswana,2005,21496741232.0871
1915,Brazil,2005,2298967603741.76
1916,British Virgin Islands,2005,
1917,Brunei Darussalam,2005,30296104896.6712
1918,Bulgaria,2005,97122954826.2434
1919,Burkina Faso,2005,16997020722.5437
1920,Burundi,2005,5375649053.9108
1921,Cambodia,2005,26132889430.9912
1922,Cameroon,2005,45932653146.749
1923,Canada,2005,1307707370087.6
1924,Cape Verde,2005,2203630690.81878
1925,Cayman Islands,2005,
1926,Central African Republic,2005,3369793809.48522
1927,Chad,2005,18054243761.3245
1928,Chile,2005,277502644954.736
1929,China,2005,7456568865303.54
1930,Colombia,2005,400986433731.574
1931,Comoros,2005,900045469.815047
1932,Cook Islands,2005,
1933,Costa Rica,2005,46834472255.8079
1934,Cote d'Ivoire,2005,49186195093.9312
1935,Croatia,2005,86820262307.0082
1936,Cuba,2005,160344001700.45
1937,Curacao,2005,
1938,Cyprus,2005,24861470552.9399
1939,Czech Republic,2005,262777180514.75
1940,Dem. Rep. Congo,2005,30031666176.9741
1941,Denmark,2005,241532873111.239
1942,Djibouti,2005,1770429071.68959
1943,Dominica,2005,624599907.789902
1944,Dominican Republic,2005,81091904196.7683
1945,Ecuador,2005,118229663496.819
1946,Egypt,2005,614192689969.376
1947,El Salvador,2005,41940135885.5732
1948,Equatorial Guinea,2005,23758611626.0227
1949,Eritrea,2005,6465688297.0
1950,Estonia,2005,30898597009.3656
1951,Ethiopia,2005,56193419293.8149
1952,Faeroe Islands,2005,
1953,Falkland Islands,2005,
1954,Fiji,2005,6103453062.18964
1955,Finland,2005,205205057218.311
1956,France,2005,2307441094169.19
1957,French Guiana,2005,
1958,French Polynesia,2005,
1959,Gabon,2005,23858417931.9814
1960,Gambia,2005,2229847310.95309
1961,Georgia,2005,20565896453.2651
1962,Germany,2005,3109421556683.66
1963,Ghana,2005,54702114730.2629
1964,Gibraltar,2005,
1965,Greece,2005,324777106214.375
1966,Greenland,2005,
1967,Grenada,2005,1224456959.88169
1968,Guadeloupe,2005,
1969,Guam,2005,
1970,Guatemala,2005,82100945244.3106
1971,Guinea,2005,11588775279.0238
1972,Guinea-Bissau,2005,1843826371.10222
1973,Guyana,2005,3521386026.4124
1974,Haiti,2005,14469070644.6987
1975,Holy See,2005,
1976,Honduras,2005,27260823118.7326
1977,Hong Kong,2005,278816692336.656
1978,Hungary,2005,225009217125.445
1979,Iceland,2005,11801122780.2953
1980,India,2005,3676790783518.74
1981,Indonesia,2005,1547225128046.57
1982,Iran,2005,1024728573930.83
1983,Iraq,2005,294269310291.932
1984,Ireland,2005,203498262668.447
1985,Isle of Man,2005,
1986,Israel,2005,182478419057.938
1987,Italy,2005,2179905345629.11
1988,Jamaica,2005,23085625430.8386
1989,Japan,2005,4556154212683.36
1990,Jordan,2005,50282066919.2022
1991,Kazakhstan,2005,242569185519.231
1992,Kenya,2005,80169626784.1254
1993,Kiribati,2005,182449006.116498
1994,Kosovo,2005,11456598818.3739
1995,Kuwait,2005,212794911701.409
1996,Kyrgyzstan,2005,12236219224.1571
1997,Laos,2005,16924179399.9333
1998,Latvia,2005,39168995435.4132
1999,Lebanon,2005,48930914422.4785
2000,Lesotho,2005,3839864936.43476
2001,Liberia,2005,1949847123.39599
2002,Libya,2005,150866000000.0
2003,Liechtenstein,2005,
2004,Lithuania,2005,61551803558.9858
2005,Luxembourg,2005,41049229825.987
2006,Macao,2005,30979958588.9858
2007,Macedonia,2005,19337670283.0224
2008,Madagascar,2005,25478894719.5946
2009,Malawi,2005,10955791575.4031
2010,Malaysia,2005,476673788616.332
2011,Maldives,2005,2555565509.46257
2012,Mali,2005,22534704375.6329
2013,Malta,2005,10640490916.4663
2014,Marshall Islands,2005,166586457.100692
2015,Martinique,2005,
2016,Mauritania,2005,9347361582.5058
2017,Mauritius,2005,15281611347.7962
2018,Mayotte,2005,
2019,Mexico,2005,1656706860442.59
2020,Micronesia,2005,350601219.461448
2021,Moldova,2005,11891513626.2634
2022,Monaco,2005,
2023,Mongolia,2005,15277759335.247
2024,Montenegro,2005,7001039069.15706
2025,Montserrat,2005,
2026,Morocco,2005,165989494593.682
2027,Mozambique,2005,15533789398.9543
2028,Myanmar,2005,110292358553.617
2029,Namibia,2005,14753387382.4224
2030,Nauru,2005,
2031,Nepal,2005,43186927981.927
2032,Netherlands,2005,710033400059.855
2033,Netherlands Antilles,2005,
2034,New Caledonia,2005,
2035,New Zealand,2005,132928684845.159
2036,Nicaragua,2005,20402016497.9272
2037,Niger,2005,10390369251.1897
2038,Nigeria,2005,576498519048.468
2039,Niue,2005,
2040,Norfolk Island,2005,
2041,North Korea,2005,
2042,Northern Mariana Islands,2005,
2043,Norway,2005,290749988371.991
2044,Oman,2005,104113139178.554
2045,Pakistan,2005,617705218216.351
2046,Palau,2005,294704719.944426
2047,Panama,2005,39558630611.5615
2048,Papua New Guinea,2005,11108307125.4775
2049,Paraguay,2005,35466981414.1533
2050,Peru,2005,209708569743.291
2051,Philippines,2005,412302095671.424
2052,Pitcairn,2005,
2053,Poland,2005,656198200769.411
2054,Portugal,2005,279318055511.198
2055,Puerto Rico,2005,143312681168.627
2056,Qatar,2005,94963997259.8675
2057,Republic of Congo,2005,17635392731.8501
2058,Reunion,2005,
2059,Romania,2005,312453252817.767
2060,Russia,2005,2773629752631.32
2061,Rwanda,2005,9177337461.49055
2062,Saint Helena,2005,
2063,Saint Kitts and Nevis,2005,1034030129.5778
2064,Saint Lucia,2005,1697284808.20549
2065,Saint Pierre and Miquelon,2005,
2066,Saint Vincent and the Grenadines,2005,1013326959.39833
2067,Samoa,2005,959948104.786922
2068,San Marino,2005,
2069,Sao Tome and Principe,2005,346664135.261305
2070,Saudi Arabia,2005,960257151888.884
2071,Senegal,2005,23677110544.1205
2072,Serbia,2005,81110875557.5063
2073,Seychelles,2005,1475889891.95732
2074,Sierra Leone,2005,5932323215.23361
2075,Singapore,2005,264005986397.692
2076,Sint Maarten,2005,
2077,Slovakia,2005,107568096372.995
2078,Slovenia,2005,53923728705.9279
2079,Solomon Islands,2005,751675530.36168
2080,Somalia,2005,
2081,South Africa,2005,526534715067.638
2082,South Korea,2005,1229516996715.92
2083,South Sudan,2005,
2084,Spain,2005,1436276984989.03
2085,Sri Lanka,2005,126445707990.367
2086,State of Palestine,2005,14954393080.4409
2087,Sudan,2005,105859129468.495
2088,Suriname,2005,6105588949.77004
2089,Svalbard and Jan Mayen Islands,2005,
2090,Swaziland,2005,7599955542.53531
2091,Sweden,2005,372264952385.367
2092,Switzerland,2005,389331689384.423
2093,Syria,2005,
2094,Taiwan,2005,739455000000.0
2095,Tajikistan,2005,11698852623.1307
2096,Tanzania,2005,69674791879.0266
2097,Thailand,2005,754081997464.186
2098,Timor-Leste,2005,1373453312.9233
2099,Togo,2005,6708621715.48175
2100,Tokelau,2005,
2101,Tonga,2005,499837898.753915
2102,Trinidad and Tobago,2005,34277116487.2068
2103,Tunisia,2005,88931574432.6097
2104,Turkey,2005,1055389060352.27
2105,Turkmenistan,2005,30883142515.0994
2106,Turks and Caicos Islands,2005,
2107,Tuvalu,2005,29037448.9687241
2108,Uganda,2005,35409127711.0129
2109,Ukraine,2005,341340452061.716
2110,United Arab Emirates,2005,424534715700.418
2111,United Kingdom,2005,2230471713750.71
2112,United States of America,2005,14705567303239.4
2113,United States Virgin Islands,2005,
2114,Uruguay,2005,43152331451.8578
2115,Uzbekistan,2005,80309536546.8838
2116,Vanuatu,2005,546359361.369763
2117,Venezuela,2005,400372989517.047
2118,Viet Nam,2005,287128975835.916
2119,Wallis and Futuna Islands,2005,
2120,Western Sahara,2005,
2121,Yemen,2005,85529797613.3848
2122,Zambia,2005,29920465748.8518
2123,Zimbabwe,2005,21472231261.8404
2124,Afghanistan,2006,30065529260.2352
2125,Albania,2006,23692594069.5631
2126,Algeria,2006,417093424469.858
2127,American Samoa,2006,
2128,Andorra,2006,
2129,Angola,2006,93229637862.261
2130,Anguilla,2006,
2131,Antigua and Barbuda,2006,2004569441.56413
2132,Argentina,2006,656371581743.213
2133,Armenia,2006,18077104187.2779
2134,Aruba,2006,
2135,Australia,2006,815317976252.411
2136,Austria,2006,349962428477.397
2137,Azerbaijan,2006,90879561542.8867
2138,Bahamas,2006,8568292730.11129
2139,Bahrain,2006,40898643818.1826
2140,Bangladesh,2006,295281853462.91
2141,Barbados,2006,4364441031.34181
2142,Belarus,2006,115343379157.442
2143,Belgium,2006,428249029019.709
2144,Belize,2006,2333578115.717
2145,Benin,2006,14403871439.8246
2146,Bermuda,2006,3792958312.94401
2147,Bhutan,2006,3172691208.63935
2148,Bolivia,2006,44898950326.6641
2149,Bosnia and Herzegovina,2006,33133691073.4461
2150,Botswana,2006,23294700952.7663
2151,Brazil,2006,2390050462304.47
2152,British Virgin Islands,2006,
2153,Brunei Darussalam,2006,31628442809.177
2154,Bulgaria,2006,103681798028.239
2155,Burkina Faso,2006,18059871386.6493
2156,Burundi,2006,5665109338.39415
2157,Cambodia,2006,28947685729.7313
2158,Cameroon,2006,47413523255.0789
2159,Canada,2006,1342013930307.11
2160,Cape Verde,2006,2379563065.94825
2161,Cayman Islands,2006,
2162,Central African Republic,2006,3530569550.96547
2163,Chad,2006,18171282565.5611
2164,Chile,2006,289726560679.895
2165,China,2006,8405005577789.18
2166,Colombia,2006,427842561312.075
2167,Comoros,2006,923868772.16678
2168,Cook Islands,2006,
2169,Costa Rica,2006,50224226218.7171
2170,Cote d'Ivoire,2006,49931780276.2247
2171,Croatia,2006,90974716805.0156
2172,Cuba,2006,179690889238.641
2173,Curacao,2006,
2174,Cyprus,2006,25982768450.8513
2175,Czech Republic,2006,280847169663.662
2176,Dem. Rep. Congo,2006,31629645445.5134
2177,Denmark,2006,250984006496.37
2178,Djibouti,2006,1855407271.43429
2179,Dominica,2006,642898733.213434
2180,Dominican Republic,2006,89745346856.8577
2181,Ecuador,2006,123435937981.532
2182,Egypt,2006,656221653669.981
2183,El Salvador,2006,43580812462.8884
2184,Equatorial Guinea,2006,25589193076.1019
2185,Eritrea,2006,6402631325.0
2186,Estonia,2006,34072472016.9665
2187,Ethiopia,2006,62281822906.6602
2188,Faeroe Islands,2006,
2189,Falkland Islands,2006,
2190,Fiji,2006,6216518460.21988
2191,Finland,2006,213526527453.303
2192,France,2006,2362241594894.93
2193,French Guiana,2006,
2194,French Polynesia,2006,
2195,Gabon,2006,22991250942.6152
2196,Gambia,2006,2254913017.92387
2197,Georgia,2006,22495651340.3542
2198,Germany,2006,3224475116048.83
2199,Ghana,2006,58203002164.1021
2200,Gibraltar,2006,
2201,Greece,2006,343134916881.389
2202,Greenland,2006,
2203,Grenada,2006,1175261845.05286
2204,Guadeloupe,2006,
2205,Guam,2006,
2206,Guatemala,2006,86517792819.7715
2207,Guinea,2006,11878115542.2056
2208,Guinea-Bissau,2006,1886414153.00227
2209,Guyana,2006,3702019373.44529
2210,Haiti,2006,14794512150.9456
2211,Holy See,2006,
2212,Honduras,2006,29051107767.1585
2213,Hong Kong,2006,298424700369.335
2214,Hungary,2006,233685000521.175
2215,Iceland,2006,12391256939.581
2216,India,2006,4017407170463.39
2217,Indonesia,2006,1632337236348.95
2218,Iran,2006,1083181673259.42
2219,Iraq,2006,324161774139.969
2220,Ireland,2006,215435731236.53
2221,Isle of Man,2006,
2222,Israel,2006,193065467235.85
2223,Italy,2006,2223647056633.91
2224,Jamaica,2006,23754906649.8152
2225,Japan,2006,4620850891385.3
2226,Jordan,2006,54351561109.7715
2227,Kazakhstan,2006,268524088369.789
2228,Kenya,2006,85358601306.9567
2229,Kiribati,2006,179564486.086597
2230,Kosovo,2006,11972493101.2867
2231,Kuwait,2006,228797619409.869
2232,Kyrgyzstan,2006,12615896710.324
2233,Laos,2006,18382919476.0252
2234,Latvia,2006,43825949266.8815
2235,Lebanon,2006,49692513846.0546
2236,Lesotho,2006,4007274433.11017
2237,Liberia,2006,2106676486.72078
2238,Libya,2006,160674000000.0
2239,Liechtenstein,2006,
2240,Lithuania,2006,66110603639.2393
2241,Luxembourg,2006,43147118498.4265
2242,Macao,2006,35104682864.6842
2243,Macedonia,2006,20331051271.116
2244,Madagascar,2006,26758599469.8959
2245,Malawi,2006,11470713779.447
2246,Malaysia,2006,503295290757.635
2247,Maldives,2006,3063818480.56712
2248,Mali,2006,23585314406.4351
2249,Malta,2006,10835075370.3763
2250,Marshall Islands,2006,169790763.377852
2251,Martinique,2006,
2252,Mauritania,2006,11111124524.8606
2253,Mauritius,2006,16586394387.538
2254,Mayotte,2006,
2255,Mexico,2006,1738622968865.94
2256,Micronesia,2006,350028342.588178
2257,Moldova,2006,12462306264.715
2258,Monaco,2006,
2259,Mongolia,2006,16584960297.45
2260,Montenegro,2006,7600765073.70848
2261,Montserrat,2006,
2262,Morocco,2006,178562587377.862
2263,Mozambique,2006,17064031608.4163
2264,Myanmar,2006,124714299172.241
2265,Namibia,2006,15796920343.8673
2266,Nauru,2006,
2267,Nepal,2006,44640001747.3208
2268,Netherlands,2006,735016897712.313
2269,Netherlands Antilles,2006,
2270,New Caledonia,2006,
2271,New Zealand,2006,136818146062.506
2272,Nicaragua,2006,21249122414.6622
2273,Niger,2006,10993010667.9179
2274,Nigeria,2006,623834609859.568
2275,Niue,2006,
2276,Norfolk Island,2006,
2277,North Korea,2006,
2278,Northern Mariana Islands,2006,
2279,Norway,2006,297713719443.322
2280,Oman,2006,109706168123.624
2281,Pakistan,2006,655864217731.327
2282,Palau,2006,286624352.558469
2283,Panama,2006,42981427517.5447
2284,Papua New Guinea,2006,11363183472.4337
2285,Paraguay,2006,37171921863.8843
2286,Peru,2006,225497316246.004
2287,Philippines,2006,433918900933.804
2288,Pitcairn,2006,
2289,Poland,2006,696748650948.141
2290,Portugal,2006,283656013692.769
2291,Puerto Rico,2006,142037815704.817
2292,Qatar,2006,119816308666.494
2293,Republic of Congo,2006,18735135295.7855
2294,Reunion,2006,
2295,Romania,2006,337623112525.137
2296,Russia,2006,2999775767691.79
2297,Rwanda,2006,10024889312.301
2298,Saint Helena,2006,
2299,Saint Kitts and Nevis,2006,1094885031.36055
2300,Saint Lucia,2006,1836846401.3989
2301,Saint Pierre and Miquelon,2006,
2302,Saint Vincent and the Grenadines,2006,1090964090.85732
2303,Samoa,2006,978847639.215345
2304,San Marino,2006,
2305,Sao Tome and Principe,2006,378264812.535631
2306,Saudi Arabia,2006,1013808267972.3
2307,Senegal,2006,24259939254.1622
2308,Serbia,2006,85088835854.735
2309,Seychelles,2006,1614713982.5559
2310,Sierra Leone,2006,6260133495.47595
2311,Singapore,2006,287397434545.84
2312,Sint Maarten,2006,
2313,Slovakia,2006,116660706811.781
2314,Slovenia,2006,56973654376.1001
2315,Solomon Islands,2006,803891798.578851
2316,Somalia,2006,
2317,South Africa,2006,555941920907.478
2318,South Korea,2006,1293158443794.78
2319,South Sudan,2006,
2320,Spain,2006,1496228897173.19
2321,Sri Lanka,2006,136141933974.233
2322,State of Palestine,2006,14268928054.2385
2323,Sudan,2006,116513118306.148
