,country,year,GPD
3077,Armenia,2010,19286178299.7958
3078,Aruba,2010,
3079,Australia,2010,911304031483.534
3080,Austria,2010,361089769540.968
3081,Azerbaijan,2010,144418926509.107
3082,Bahamas,2010,8260934776.35865
3083,Bahrain,2010,50342640290.6554
3084,Bangladesh,2010,371659006686.465
3085,Barbados,2010,4290175959.16243
3086,Belarus,2010,149022529944.618
3087,Belgium,2010,447662164658.545
3088,Belize,2010,2536529449.97818
3089,Benin,2010,16731414124.1439
3090,Bermuda,2010,3672668487.99025
3091,Bhutan,2010,4671219172.59607
3092,Bolivia,2010,53633999691.8087
3093,Bosnia and Herzegovina,2010,36167011089.6132
3094,Botswana,2010,26866623791.8741
3095,Brazil,2010,2861237591078.04
3096,British Virgin Islands,2010,
3097,Brunei Darussalam,2010,31307837411.1498
3098,Bulgaria,2010,113028757652.767
3099,Burkina Faso,2010,22212111666.3792
3100,Burundi,2010,6696461063.94965
3101,Cambodia,2010,36099903974.4308
3102,Cameroon,2010,53020345598.1617
3103,Canada,2010,1383992722798.01
3104,Cape Verde,2010,2928015320.39182
3105,Cayman Islands,2010,
3106,Central African Republic,2010,3950322451.72992
3107,Chad,2010,22885183257.3778
3108,Chile,2010,329368339640.845
3109,China,2010,12742735895359.6
3110,Colombia,2010,500530458895.309
3111,Comoros,2010,974191802.954097
3112,Cook Islands,2010,
3113,Costa Rica,2010,59088604511.7345
3114,Cote d'Ivoire,2010,54884843973.9869
3115,Croatia,2010,88877611620.9277
3116,Cuba,2010,208453940246.556
3117,Curacao,2010,
3118,Cyprus,2010,28152462525.7573
3119,Czech Republic,2010,296319896260.816
3120,Dem. Rep. Congo,2010,39320760556.9558
3121,Denmark,2010,244089379149.77
3122,Djibouti,2010,2242525640.6271
3123,Dominica,2010,728511007.879125
3124,Dominican Republic,2010,110100542636.657
3125,Ecuador,2010,139674361950.133
3126,Egypt,2010,828786340781.442
3127,El Salvador,2010,45000848037.8146
3128,Equatorial Guinea,2010,32074428108.711
3129,Eritrea,2010,6218797752.0
3130,Estonia,2010,30279026815.5118
3131,Ethiopia,2010,94177433193.7438
3132,Faeroe Islands,2010,
3133,Falkland Islands,2010,
3134,Fiji,2010,6322428431.25385
3135,Finland,2010,213719571855.46
3136,France,2010,2397709070209.19
3137,French Guiana,2010,
3138,French Polynesia,2010,
3139,Gabon,2010,25186720627.6625
3140,Gambia,2010,2801762761.47413
3141,Georgia,2010,26436835078.206
3142,Germany,2010,3306136689722.13
3143,Ghana,2010,74992666759.0686
3144,Gibraltar,2010,
3145,Greece,2010,319472523306.922
3146,Greenland,2010,
3147,Grenada,2010,1170079476.22561
3148,Guadeloupe,2010,
3149,Guam,2010,
3150,Guatemala,2010,98229334974.0369
3151,Guinea,2010,12892972741.6548
3152,Guinea-Bissau,2010,2167859223.98189
3153,Guyana,2010,4356759127.9518
3154,Haiti,2010,15019751835.594
3155,Holy See,2010,
3156,Honduras,2010,32542963029.3315
3157,Hong Kong,2010,337918300545.517
3158,Hungary,2010,222774235380.877
3159,Iceland,2010,12344849083.0862
3160,India,2010,5421917261239.82
3161,Indonesia,2010,2045326550276.98
3162,Iran,2010,1300728480350.89
3163,Iraq,2010,391227650166.62
3164,Ireland,2010,208223375071.713
3165,Isle of Man,2010,
3166,Israel,2010,225656988690.293
3167,Italy,2010,2145911366651.92
3168,Jamaica,2010,22527855029.2734
3169,Japan,2010,4578473198942.69
3170,Jordan,2010,68054348229.9299
3171,Kazakhstan,2010,328013476070.894
3172,Kenya,2010,102376506594.919
3173,Kiribati,2010,177745903.087956
3174,Kosovo,2010,14076057999.9643
3175,Kuwait,2010,225468269003.663
3176,Kyrgyzstan,2010,15200570760.0957
3177,Laos,2010,24882045862.6638
3178,Latvia,2010,38282493100.1374
3179,Lebanon,2010,70614315486.9164
3180,Lesotho,2010,4836087291.53348
3181,Liberia,2010,2762320349.23903
3182,Libya,2010,182796000000.0
3183,Liechtenstein,2010,
3184,Lithuania,2010,65257684100.7142
3185,Luxembourg,2010,46415921373.4078
3186,Macao,2010,52721974179.0928
3187,Macedonia,2010,23513882827.0348
3188,Madagascar,2010,29309511789.5579
3189,Malawi,2010,15667046141.8357
3190,Malaysia,2010,593374302297.773
3191,Maldives,2010,3858783918.94912
3192,Mali,2010,28220329132.2568
3193,Malta,2010,11759707908.2324
3194,Marshall Islands,2010,180937324.47
3195,Martinique,2010,
3196,Mauritania,2010,11972763099.8592
3197,Mauritius,2010,19929399378.4173
3198,Mayotte,2010,
3199,Mexico,2010,1822543370032.99
3200,Micronesia,2010,345791861.524608
3201,Moldova,2010,13930661208.1436
3202,Monaco,2010,
3203,Mongolia,2010,20910733737.0647
3204,Montenegro,2010,8693396231.01003
3205,Montserrat,2010,
3206,Morocco,2010,211918050774.913
3207,Mozambique,2010,22229529470.2057
3208,Myanmar,2010,186640693983.304
3209,Namibia,2010,18386859674.9856
3210,Nauru,2010,66089202.6897559
3211,Nepal,2010,53667418823.386
3212,Netherlands,2010,756410198215.739
3213,Netherlands Antilles,2010,
3214,New Caledonia,2010,
3215,New Zealand,2010,140041228566.304
3216,Nicaragua,2010,23089897043.347
3217,Niger,2010,13370049076.8363
3218,Nigeria,2010,816703229268.353
3219,Niue,2010,
3220,Norfolk Island,2010,
3221,North Korea,2010,
3222,Northern Mariana Islands,2010,
3223,Norway,2010,304443995870.189
3224,Oman,2010,137884735886.566
3225,Pakistan,2010,730612842689.226
3226,Palau,2010,253997963.490643
3227,Panama,2010,56176084584.9009
3228,Papua New Guinea,2010,14835374636.6275
3229,Paraguay,2010,45266984771.214
3230,Peru,2010,292460370024.879
3231,Philippines,2010,524572646173.04
3232,Pitcairn,2010,
3233,Poland,2010,828215210575.654
3234,Portugal,2010,287994970166.18
3235,Puerto Rico,2010,128220560543.109
3236,Qatar,2010,222710146611.602
3237,Republic of Congo,2010,22750912218.9399
3238,Reunion,2010,
3239,Romania,2010,360759097412.71
3240,Russia,2010,3300934386468.09
3241,Rwanda,2010,13675881900.4076
3242,Saint Helena,2010,
3243,Saint Kitts and Nevis,2010,1101550703.75514
3244,Saint Lucia,2010,1871043356.41378
3245,Saint Pierre and Miquelon,2010,
3246,Saint Vincent and the Grenadines,2010,1083921367.41136
3247,Samoa,2010,1005487093.99996
3248,San Marino,2010,
3249,Sao Tome and Principe,2010,461673241.876136
3250,Saudi Arabia,2010,1242921806955.03
3251,Senegal,2010,28165015730.3204
3252,Serbia,2010,92514309059.3003
3253,Seychelles,2010,1828176726.62899
3254,Sierra Leone,2010,7861678217.38886
3255,Singapore,2010,365615612590.599
3256,Sint Maarten,2010,
3257,Slovakia,2010,135643355150.545
3258,Slovenia,2010,58750026638.2386
3259,Solomon Islands,2010,940959502.648925
3260,Somalia,2010,
3261,South Africa,2010,613228226032.098
3262,South Korea,2010,1504071486988.99
3263,South Sudan,2010,38153886954.9423
3264,Spain,2010,1514048766494.16
3265,Sri Lanka,2010,172283271063.257
3266,State of Palestine,2010,15864480536.5856
3267,Sudan,2010,149633598838.509
3268,Suriname,2010,7518260916.66145
3269,Svalbard and Jan Mayen Islands,2010,
3270,Swaziland,2010,9061139916.77736
3271,Sweden,2010,402720761918.787
3272,Switzerland,2010,434608524693.076
3273,Syria,2010,
3274,Taiwan,2010,912345000000.0
3275,Tajikistan,2010,16095861426.4997
3276,Tanzania,2010,93586689055.5195
3277,Thailand,2010,905958400766.498
3278,Timor-Leste,2010,2055819800.13757
3279,Togo,2010,7857394710.04464
3280,Tokelau,2010,
3281,Tonga,2010,519007373.456783
3282,Trinidad and Tobago,2010,41517610649.3548
3283,Tunisia,2010,111042209915.176
3284,Turkey,2010,1234816394148.46
3285,Turkmenistan,2010,50579213834.4319
3286,Turks and Caicos Islands,2010,
3287,Tuvalu,2010,31661839.0321006
3288,Uganda,2010,52159660639.0429
3289,Ukraine,2010,358915221129.055
3290,United Arab Emirates,2010,478166723968.765
3291,United Kingdom,2010,2271883131066.39
3292,United States of America,2010,15273330534513.0
3293,United States Virgin Islands,2010,
3294,Uruguay,2010,57643122516.3077
3295,Uzbekistan,2010,121096070356.98
3296,Vanuatu,2010,696605442.917373
3297,Venezuela,2010,480267994804.158
3298,Viet Nam,2010,390001890710.746
3299,Wallis and Futuna Islands,2010,
3300,Western Sahara,2010,
3301,Yemen,2010,105728712494.405
3302,Zambia,2010,45418096902.1563
3303,Zimbabwe,2010,19409366289.1382
3304,Afghanistan,2011,49338254430.557
3305,Albania,2011,29655482843.0915
3306,Algeria,2011,478284400071.981
3307,American Samoa,2011,
3308,Andorra,2011,
3309,Angola,2011,143162097316.44
3310,Anguilla,2011,
3311,Antigua and Barbuda,2011,1761975488.69485
3312,Argentina,2011,817697534675.125
3313,Armenia,2011,20192628679.6198
3314,Aruba,2011,3671232222.36581
3315,Australia,2011,932989069866.557
3316,Austria,2011,371229170024.562
3317,Azerbaijan,2011,144514131462.76
3318,Bahamas,2011,8311566260.03648
3319,Bahrain,2011,51341141014.8994
3320,Bangladesh,2011,395684471605.039
3321,Barbados,2011,4322618069.64079
3322,Belarus,2011,157283909016.623
3323,Belgium,2011,455704997289.374
3324,Belize,2011,2589828754.99832
3325,Benin,2011,17227124154.8024
3326,Bermuda,2011,3550019929.12843
3327,Bhutan,2011,5039821055.27253
3328,Bolivia,2011,56423836722.3622
3329,Bosnia and Herzegovina,2011,36495497234.9909
3330,Botswana,2011,28491602186.8884
3331,Brazil,2011,2974955344832.28
3332,British Virgin Islands,2011,
3333,Brunei Darussalam,2011,32480415591.3426
3334,Bulgaria,2011,115193278718.973
3335,Burkina Faso,2011,23684080409.0061
3336,Burundi,2011,6977151645.62124
3337,Cambodia,2011,38652011936.303
3338,Cameroon,2011,55215701705.029
3339,Canada,2011,1427466965184.4
3340,Cape Verde,2011,3044224922.25246
3341,Cayman Islands,2011,2823463451.74062
3342,Central African Republic,2011,4080711501.63792
3343,Chad,2011,22904148162.6154
3344,Chile,2011,348602266871.581
3345,China,2011,13957939641687.6
3346,Colombia,2011,533512971123.156
3347,Comoros,2011,999520790.689932
3348,Cook Islands,2011,
3349,Costa Rica,2011,61633610800.8975
3350,Cote d'Ivoire,2011,52476906028.6953
3351,Croatia,2011,88627632084.4396
3352,Cuba,2011,214295446757.753
3353,Curacao,2011,
3354,Cyprus,2011,28242887109.2981
3355,Czech Republic,2011,302260233093.211
3356,Dem. Rep. Congo,2011,42019985292.7179
3357,Denmark,2011,247352304134.257
3358,Djibouti,2011,2342710799.37195
3359,Dominica,2011,726828064.904923
3360,Dominican Republic,2011,113515770428.131
3361,Ecuador,2011,150664137576.237
3362,Egypt,2011,843842460027.439
3363,El Salvador,2011,45998442862.0993
3364,Equatorial Guinea,2011,34166939303.2501
3365,Eritrea,2011,6759000000.0
3366,Estonia,2011,32579417513.6826
3367,Ethiopia,2011,104704865663.231
3368,Faeroe Islands,2011,
3369,Falkland Islands,2011,
3370,Fiji,2011,6493459066.2236
3371,Finland,2011,219213912532.236
3372,France,2011,2447562936718.01
3373,French Guiana,2011,
3374,French Polynesia,2011,
3375,Gabon,2011,26972900729.6627
3376,Gambia,2011,2680483729.05378
3377,Georgia,2011,28345977228.4492
3378,Germany,2011,3427141297691.63
3379,Ghana,2011,85526138706.1051
3380,Gibraltar,2011,
3381,Greece,2011,290296713794.743
3382,Greenland,2011,
3383,Grenada,2011,1179028540.57174
3384,Guadeloupe,2011,
3385,Guam,2011,
3386,Guatemala,2011,102317687975.176
3387,Guinea,2011,13396928289.8999
3388,Guinea-Bissau,2011,2370210330.5228
3389,Guyana,2011,4593641613.95101
3390,Haiti,2011,15849403538.3438
3391,Holy See,2011,
3392,Honduras,2011,33791210423.4101
3393,Hong Kong,2011,354187869989.884
3394,Hungary,2011,226649222435.243
3395,Iceland,2011,12590157375.6909
3396,India,2011,5781843853973.66
3397,Indonesia,2011,2171518784772.08
3398,Iran,2011,1349501772422.72
3399,Iraq,2011,420751532114.547
3400,Ireland,2011,208138908591.928
3401,Isle of Man,2011,
3402,Israel,2011,237080149048.244
3403,Italy,2011,2158285220782.75
3404,Jamaica,2011,22917372413.292
3405,Japan,2011,4573186804907.29
3406,Jordan,2011,69797089967.4539
3407,Kazakhstan,2011,352286473300.142
3408,Kenya,2011,108633362952.274
3409,Kiribati,2011,178593470.642087
3410,Kosovo,2011,14726312524.7371
3411,Kuwait,2011,247177337169.866
3412,Kyrgyzstan,2011,16105958461.3669
3413,Laos,2011,26882227109.4378
3414,Latvia,2011,40660287490.5389
3415,Lebanon,2011,72014278181.3865
3416,Lesotho,2011,5174665953.49384
3417,Liberia,2011,2988830566.66257
3418,Libya,2011,69323000000.0
3419,Liechtenstein,2011,
3420,Lithuania,2011,69205352095.7112
3421,Luxembourg,2011,47349962821.7466
3422,Macao,2011,64148196571.8922
3423,Macedonia,2011,24064082356.9501
3424,Madagascar,2011,29735787033.419
3425,Malawi,2011,16427533195.5102
3426,Malaysia,2011,624786298313.787
3427,Maldives,2011,4194858489.01499
3428,Mali,2011,29134739169.0792
3429,Malta,2011,11974071551.1388
3430,Marshall Islands,2011,183971631.11967
3431,Martinique,2011,
3432,Mauritania,2011,12535969841.7305
3433,Mauritius,2011,20742028226.4255
3434,Mayotte,2011,
3435,Mexico,2011,1896258212126.06
3436,Micronesia,2011,352882555.847251
3437,Moldova,2011,14877946210.3745
3438,Monaco,2011,
3439,Mongolia,2011,24526362150.2594
3440,Montenegro,2011,8974058270.35582
3441,Montserrat,2011,
3442,Morocco,2011,223034630236.893
3443,Mozambique,2011,23811739934.0183
3444,Myanmar,2011,197076675497.924
3445,Namibia,2011,19322996884.943
3446,Nauru,2011,73811352.8729015
3447,Nepal,2011,55503825716.8332
3448,Netherlands,2011,768994037544.928
3449,Netherlands Antilles,2011,
3450,New Caledonia,2011,
3451,New Zealand,2011,143507535760.794
3452,Nicaragua,2011,24528765812.9445
3453,Niger,2011,13679084420.6116
3454,Nigeria,2011,856618673550.592
3455,Niue,2011,
3456,Norfolk Island,2011,
3457,North Korea,2011,
3458,Northern Mariana Islands,2011,
3459,Norway,2011,307393388952.404
3460,Oman,2011,136358363675.009
3461,Pakistan,2011,750693024684.963
3462,Palau,2011,266804583.498575
3463,Panama,2011,62809393855.1306
3464,Papua New Guinea,2011,16418209555.3196
3465,Paraguay,2011,47232661525.6067
3466,Peru,2011,310964900334.817
3467,Philippines,2011,543770720548.511
3468,Pitcairn,2011,
3469,Poland,2011,869763587028.928
3470,Portugal,2011,282733725683.416
3471,Puerto Rico,2011,125796598245.822
3472,Qatar,2011,252498021613.775
3473,Republic of Congo,2011,23529134761.3866
3474,Reunion,2011,
3475,Romania,2011,364569775773.055
3476,Russia,2011,3441692056998.75
3477,Rwanda,2011,14749703249.8507
3478,Saint Helena,2011,
3479,Saint Kitts and Nevis,2011,1127973937.87452
3480,Saint Lucia,2011,1875503371.93071
3481,Saint Pierre and Miquelon,2011,
3482,Saint Vincent and the Grenadines,2011,1079375927.09453
3483,Samoa,2011,1063589611.12987
3484,San Marino,2011,
3485,Sao Tome and Principe,2011,481978562.179656
3486,Saudi Arabia,2011,1366703554588.84
3487,Senegal,2011,28661034905.9366
3488,Serbia,2011,93810865401.54
3489,Seychelles,2011,1972370136.58509
3490,Sierra Leone,2011,8239839598.10149
3491,Singapore,2011,388311014282.003
3492,Sint Maarten,2011,1214600998.53945
3493,Slovakia,2011,139467276321.22
3494,Slovenia,2011,59131529881.2443
3495,Solomon Islands,2011,1062611217.02648
3496,Somalia,2011,
3497,South Africa,2011,633367849861.212
3498,South Korea,2011,1559446833866.66
3499,South Sudan,2011,36383425753.1343
3500,Spain,2011,1498907060209.01
3501,Sri Lanka,2011,186763228839.866
3502,State of Palestine,2011,17107576501.6453
3503,Sudan,2011,146689215152.158
3504,Suriname,2011,7914263443.50122
3505,Svalbard and Jan Mayen Islands,2011,
3506,Swaziland,2011,9233465789.05422
3507,Sweden,2011,413450885918.452
3508,Switzerland,2011,442451269840.816
3509,Syria,2011,
3510,Taiwan,2011,947053000000.0
3511,Tajikistan,2011,17286955072.7244
3512,Tanzania,2011,100984255978.622
3513,Thailand,2011,913511216940.895
3514,Timor-Leste,2011,2221506231.53784
3515,Togo,2011,8241131319.98898
3516,Tokelau,2011,
3517,Tonga,2011,533500127.439566
3518,Trinidad and Tobago,2011,41395401723.1008
3519,Tunisia,2011,108913333410.658
3520,Turkey,2011,1343143703631.64
3521,Turkmenistan,2011,58014358231.6118
3522,Turks and Caicos Islands,2011,
3523,Tuvalu,2011,34338316.8465706
3524,Uganda,2011,57059586636.0315
3525,Ukraine,2011,378531847053.314
3526,United Arab Emirates,2011,503068685411.632
3527,United Kingdom,2011,2306167251137.31
3528,United States of America,2011,15517926000000.0
3529,United States Virgin Islands,2011,
3530,Uruguay,2011,60618737180.8227
3531,Uzbekistan,2011,131147044195.496
3532,Vanuatu,2011,705126498.576747
3533,Venezuela,2011,500326029131.469
3534,Viet Nam,2011,414339189417.434
3535,Wallis and Futuna Islands,2011,
3536,Western Sahara,2011,
3537,Yemen,2011,92285415711.8955
3538,Zambia,2011,47945443548.246
3539,Zimbabwe,2011,21720130515.1655
3540,Afghanistan,2012,56460103813.5996
3541,Albania,2012,30076590698.9138
3542,Algeria,2012,494425392067.335
3543,American Samoa,2012,
3544,Andorra,2012,
3545,Angola,2012,150542734126.265
3546,Anguilla,2012,
3547,Antigua and Barbuda,2012,1829590748.19478
3548,Argentina,2012,809304519853.15
3549,Armenia,2012,21646497945.2151
3550,Aruba,2012,
3551,Australia,2012,966881953234.219
3552,Austria,2012,373997634205.319
3553,Azerbaijan,2012,147693442627.257
3554,Bahamas,2012,8568115783.45599
3555,Bahrain,2012,53255194421.3703
3556,Bangladesh,2012,421488777535.966
3557,Barbados,2012,4335516740.07195
3558,Belarus,2012,160007108813.136
3559,Belgium,2012,456329548547.955
3560,Belize,2012,2686698948.19999
3561,Benin,2012,18055797650.6181
3562,Bermuda,2012,3378392789.57695
3563,Bhutan,2012,5295426154.38932
3564,Bolivia,2012,59314074967.5846
3565,Bosnia and Herzegovina,2012,36154925783.4049
3566,Botswana,2012,29761235623.3402
3567,Brazil,2012,3032108708886.12
3568,British Virgin Islands,2012,
3569,Brunei Darussalam,2012,32776910359.7628
3570,Bulgaria,2012,115228923675.119
3571,Burkina Faso,2012,25212337086.3571
3572,Burundi,2012,7257588873.80706
3573,Cambodia,2012,41458659269.4694
3574,Cameroon,2012,57749405977.9266
3575,Canada,2012,1452383005413.25
3576,Cape Verde,2012,3077160948.5383
3577,Cayman Islands,2012,
3578,Central African Republic,2012,4248542917.29711
3579,Chad,2012,24938626546.7354
3580,Chile,2012,367625947882.791
3581,China,2012,15054511965131.8
3582,Colombia,2012,555087935875.08
3583,Comoros,2012,1029506414.13009
3584,Cook Islands,2012,
3585,Costa Rica,2012,64590125680.7348
3586,Cote d'Ivoire,2012,58095348125.8286
3587,Croatia,2012,86688965405.5743
3588,Cuba,2012,220756240801.34
3589,Curacao,2012,
3590,Cyprus,2012,27351039525.7463
3591,Czech Republic,2012,299842621904.544
3592,Dem. Rep. Congo,2012,45027716855.6637
3593,Denmark,2012,247912479127.463
3594,Djibouti,2012,2456153748.56462
3595,Dominica,2012,719052528.005956
3596,Dominican Republic,2012,116687299312.195
3597,Ecuador,2012,159164551066.427
3598,Egypt,2012,862355337097.102
3599,El Salvador,2012,46863653084.9507
3600,Equatorial Guinea,2012,37007193180.7025
3601,Eritrea,2012,7233750590.0
3602,Estonia,2012,33982703984.6952
3603,Ethiopia,2012,113759545218.877
3604,Faeroe Islands,2012,
3605,Falkland Islands,2012,
3606,Fiji,2012,6615761890.80662
3607,Finland,2012,216087507036.948
3608,France,2012,2452034463695.08
3609,French Guiana,2012,
3610,French Polynesia,2012,
3611,Gabon,2012,28389268493.8593
3612,Gambia,2012,2837619858.71151
3613,Georgia,2012,30146083394.3267
3614,Germany,2012,3444002587120.7
3615,Ghana,2012,93473665296.567
3616,Gibraltar,2012,
3617,Greece,2012,269103619809.722
3618,Greenland,2012,
3619,Grenada,2012,1165407280.7136
3620,Guadeloupe,2012,
3621,Guam,2012,
3622,Guatemala,2012,105356377430.523
3623,Guinea,2012,13925318144.7225
3624,Guinea-Bissau,2012,2327594221.13922
3625,Guyana,2012,4814892475.17559
3626,Haiti,2012,16306674053.9112
3627,Holy See,2012,
3628,Honduras,2012,35186343988.2885
3629,Hong Kong,2012,360209959343.047
3630,Hungary,2012,223017140533.109
3631,Iceland,2012,12743446994.2582
3632,India,2012,6098921127084.43
3633,Indonesia,2012,2302462467434.46
3634,Iran,2012,1260317420786.05
3635,Iraq,2012,479389275592.69
3636,Ireland,2012,205843385405.786
3637,Isle of Man,2012,
3638,Israel,2012,242726924660.503
3639,Italy,2012,2097442747589.48
3640,Jamaica,2012,22774836855.9215
3641,Japan,2012,4641557252954.72
3642,Jordan,2012,71647552754.3083
3643,Kazakhstan,2012,369196224018.548
3644,Kenya,2012,113581550492.604
3645,Kiribati,2012,187858540.009159
3646,Kosovo,2012,15139894776.0025
3647,Kuwait,2012,263556266778.465
3648,Kyrgyzstan,2012,16091761027.9377
3649,Laos,2012,29039870809.0448
3650,Latvia,2012,42286352400.9017
3651,Lebanon,2012,73598592301.377
3652,Lesotho,2012,5457538521.05095
3653,Liberia,2012,3227771169.87093
3654,Libya,2012,141755000000.0
3655,Liechtenstein,2012,
3656,Lithuania,2012,71859309436.517
3657,Luxembourg,2012,47352681784.1853
3658,Macao,2012,70068890088.7209
3659,Macedonia,2012,23954305764.3246
3660,Madagascar,2012,30636040390.7697
3661,Malawi,2012,16737323535.5758
3662,Malaysia,2012,658989508601.525
3663,Maldives,2012,4299582711.56016
3664,Mali,2012,28891120637.587
3665,Malta,2012,12315485299.9406
3666,Marshall Islands,2012,190778178.462253
3667,Martinique,2012,
3668,Mauritania,2012,13262439093.6617
3669,Mauritius,2012,21467194083.443
3670,Mayotte,2012,
3671,Mexico,2012,1972453164091.8
3672,Micronesia,2012,354873371.028005
3673,Moldova,2012,14773800564.1212
3674,Monaco,2012,
3675,Mongolia,2012,27547965752.8338
3676,Montenegro,2012,8729625833.34889
3677,Montserrat,2012,
3678,Morocco,2012,229747886208.358
3679,Mozambique,2012,25525753222.8233
3680,Myanmar,2012,211527658640.394
3681,Namibia,2012,20301065542.6926
3682,Nauru,2012,81256343.1434376
3683,Nepal,2012,58157570334.6494
3684,Netherlands,2012,760865482934.042
3685,Netherlands Antilles,2012,
3686,New Caledonia,2012,
3687,New Zealand,2012,146850808237.689
3688,Nicaragua,2012,25900061720.8637
3689,Niger,2012,15295085393.182
3690,Nigeria,2012,893275762114.417
3691,Niue,2012,
3692,Norfolk Island,2012,
3693,North Korea,2012,
3694,Northern Mariana Islands,2012,
3695,Norway,2012,315843072659.791
3696,Oman,2012,149084247377.929
3697,Pakistan,2012,777020079943.001
3698,Palau,2012,275342330.170529
3699,Panama,2012,68606670918.0419
3700,Papua New Guinea,2012,17746039336.5822
3701,Paraguay,2012,46647463724.8769
3702,Peru,2012,330057289146.432
3703,Philippines,2012,580115323633.749
3704,Pitcairn,2012,
3705,Poland,2012,883737532109.831
3706,Portugal,2012,271344485394.571
3707,Puerto Rico,2012,122308888721.51
3708,Qatar,2012,264333258304.437
3709,Republic of Congo,2012,24423240906.7126
3710,Reunion,2012,
3711,Romania,2012,366906542945.306
3712,Russia,2012,3562768782749.03
3713,Rwanda,2012,16045959021.6784
3714,Saint Helena,2012,
3715,Saint Kitts and Nevis,2012,1121199885.7461
3716,Saint Lucia,2012,1848335043.33363
3717,Saint Pierre and Miquelon,2012,
3718,Saint Vincent and the Grenadines,2012,1094278255.28341
3719,Samoa,2012,1067866343.45246
3720,San Marino,2012,
3721,Sao Tome and Principe,2012,497122212.212761
3722,Saudi Arabia,2012,1440293242118.96
3723,Senegal,2012,29925324826.7509
3724,Serbia,2012,92858431464.7545
3725,Seychelles,2012,2102748609.06036
3726,Sierra Leone,2012,9490793018.72056
3727,Singapore,2012,402562556977.468
3728,Sint Maarten,2012,
3729,Slovakia,2012,141778456459.842
3730,Slovenia,2012,57541238481.0834
3731,Solomon Islands,2012,1112135401.37642
3732,Somalia,2012,
3733,South Africa,2012,647385920661.183
3734,South Korea,2012,1595195319034.79
3735,South Sudan,2012,19617170973.6121
3736,Spain,2012,1454991909843.42
3737,Sri Lanka,2012,203841940568.039
3738,State of Palestine,2012,19594339829.2496
3739,Sudan,2012,147454286346.948
3740,Suriname,2012,8157321361.85381
3741,Svalbard and Jan Mayen Islands,2012,
3742,Swaziland,2012,9549981964.80845
3743,Sweden,2012,412267090797.332
3744,Switzerland,2012,447088613263.491
3745,Syria,2012,
3746,Taiwan,2012,966599000000.0
3747,Tajikistan,2012,18583476559.5105
3748,Tanzania,2012,106175870333.219
3749,Thailand,2012,979566840227.493
3750,Timor-Leste,2012,2350131224.33542
3751,Togo,2012,8638382159.23653
3752,Tokelau,2012,
3753,Tonga,2012,538245273.200066
3754,Trinidad and Tobago,2012,41931049507.5666
3755,Tunisia,2012,113267324926.338
3756,Turkey,2012,1371718558194.15
3757,Turkmenistan,2012,64453951973.0168
3758,Turks and Caicos Islands,2012,
3759,Tuvalu,2012,34398222.8371069
3760,Uganda,2012,59247414801.704
3761,Ukraine,2012,379435331807.793
3762,United Arab Emirates,2012,537240237741.734
3763,United Kingdom,2012,2336447656055.53
3764,United States of America,2012,15863049462118.7
3765,United States Virgin Islands,2012,
3766,Uruguay,2012,62763536432.1202
3767,Uzbekistan,2012,141901101820.769
3768,Vanuatu,2012,717499705.292432
3769,Venezuela,2012,528474156265.564
3770,Viet Nam,2012,436081087957.563
3771,Wallis and Futuna Islands,2012,
3772,Western Sahara,2012,
3773,Yemen,2012,94493796674.5421
3774,Zambia,2012,51588154703.0654
3775,Zimbabwe,2012,24014906671.6054
3776,Afghanistan,2013,57566226632.6841
3777,Albania,2013,30410440853.4357
3778,Algeria,2013,508109301381.061
3779,American Samoa,2013,
3780,Andorra,2013,
3781,Angola,2013,160800092436.219
3782,Anguilla,2013,
3783,Antigua and Barbuda,2013,1825929871.54892
3784,Argentina,2013,828770913979.822
3785,Armenia,2013,22360832377.7968
3786,Aruba,2013,
3787,Australia,2013,990474347265.362
3788,Austria,2013,374462227326.591
3789,Azerbaijan,2013,156254756508.811
3790,Bahamas,2013,8568998903.23715
3791,Bahrain,2013,56139942993.7443
3792,Bangladesh,2013,446835410086.698
3793,Barbados,2013,4332389789.6644
3794,Belarus,2013,161724946415.46
3795,Belgium,2013,456023055788.2
3796,Belize,2013,2721990332.68905
3797,Benin,2013,19354568602.8494
3798,Bermuda,2013,3293556129.34525
3799,Bhutan,2013,5408880477.24548
3800,Bolivia,2013,63346582769.8595
3801,Bosnia and Herzegovina,2013,37020544116.613
3802,Botswana,2013,32695694859.8627
3803,Brazil,2013,3123219493122.47
3804,British Virgin Islands,2013,
3805,Brunei Darussalam,2013,32080063898.3911
3806,Bulgaria,2013,116222303857.753
3807,Burkina Faso,2013,26651647387.1302
3808,Burundi,2013,7591006441.60571
3809,Cambodia,2013,44559768497.1978
3810,Cameroon,2013,60961247834.4815
3811,Canada,2013,1488329511798.84
3812,Cape Verde,2013,3101406077.22612
3813,Cayman Islands,2013,
3814,Central African Republic,2013,2689329687.33301
3815,Chad,2013,26360128599.7775
3816,Chile,2013,382244947353.928
3817,China,2013,16222386076423.3
3818,Colombia,2013,582143285892.64
3819,Comoros,2013,1065539138.56177
3820,Cook Islands,2013,
3821,Costa Rica,2013,65912751008.8682
3822,Cote d'Ivoire,2013,63259688377.4398
3823,Croatia,2013,85766663214.5733
3824,Cuba,2013,226821744930.636
3825,Curacao,2013,
3826,Cyprus,2013,25722901091.9368
3827,Czech Republic,2013,298392369974.709
3828,Dem. Rep. Congo,2013,48856650251.9112
