,country,year,population,GPD,DCT,DNT,DBT
3002,Reunion,2009,12310599.5,192291440111.7363,-22.1441158888864,-24.00415553139615,-23.55684550338755
3003,Romania,2009,20367487.0,363662819694.969,-22.2206849197719,-24.1346922949267,-24.1139283159868
3004,Russia,2009,142785342.0,3158676273694.51,-21.469831521153,-24.6181571057985,-25.2407215670673
3005,Rwanda,2009,9977446.0,12743958372.1409,-23.8276669680023,-22.7576981798465,-21.7133542229916
3006,Saint Helena,2009,5014166.0,6935427061.461075,-23.08436275109985,-23.8612144132587,-23.5141445261502
3007,Saint Kitts and Nevis,2009,50886.0,1126895750.78125,-22.3410585341974,-24.9647306466709,-25.3149348293088
3008,Saint Lucia,2009,171022.0,1903374544.17894,-22.3221337056574,-25.2003241408208,-24.6459681169927
3009,Saint Pierre and Miquelon,2009,140137.5,1512453392.833995,-22.16332197069495,-25.372553805595,-24.4951484694924
3010,Saint Vincent and the Grenadines,2009,109253.0,1121532241.48905,-22.0045102357325,-25.5447834703692,-24.3443288219921
3011,Samoa,2009,184826.0,1000692190.18202,-22.4013319871212,-23.7908282966503,-23.5478889515617
3012,San Marino,2009,30723.0,716744637.0750295,-22.33871777115005,-23.68817314229815,-22.995224072048
3013,Sao Tome and Principe,2009,170813.0,432797083.968039,-22.2761035551789,-23.585517987946,-22.4425591925343
3014,Saudi Arabia,2009,26661492.0,1186425618565.74,-21.804713497819,-26.2812435712494,-25.1060378800146
3015,Senegal,2009,12550917.0,27035119914.6308,-22.0707668235785,-21.995465873126,-22.4104263982374
3016,Serbia,2009,7320807.0,91976725254.1983,-21.3946531130607,-23.648895602714,-23.4242547969203
3017,Seychelles,2009,87298.0,1725428129.11537,-21.9150962493374,-26.6226372994564,-22.6952175211851
3018,Sierra Leone,2009,6310260.0,7461365284.71649,-23.1604205303323,-22.9393125413479,-21.2391929675236
3019,Singapore,2009,4987573.0,317263464416.269,-22.7859027747835,-26.3343902945152,-25.6483180044663
3020,Sint Maarten,2009,39133.0,223198153748.5835,-22.42005250852635,-25.63504631934075,-25.3761041652757
3021,Slovakia,2009,5386406.0,129132843080.898,-22.0542022422692,-24.9357023441663,-25.1038903260851
3022,Slovenia,2009,2039669.0,58031735404.3469,-22.0332350622752,-24.9231961021114,-24.3838402685194
3023,Solomon Islands,2009,516079.0,880260630.548226,-22.2346365112822,-24.4613389245819,-22.5788038623148
3024,Somalia,2009,11707990.0,298008941154.9261,-22.6703894223025,-20.2700210306831,-19.9964282360338
3025,South Africa,2009,50255813.1102008,595137621679.304,-21.107447283158,-24.0011427879147,-23.3125554535241
3026,South Korea,2009,49307835.0,1412316217558.88,-21.7092271914995,-25.0487941728377,-24.4941083282752
3027,South Sudan,2009,9670667.0,36167078722.6892,-22.0412795580935,-25.02171570897335,-24.65405487055505
3028,Spain,2009,46362946.0,1513840060274.32,-22.3733319246875,-24.994637245109,-24.8140014128349
3029,Sri Lanka,2009,19968000.0,159497977900.526,-23.269143567313,-24.5799563962225,-23.1809645311555
3030,State of Palestine,2009,3702218.0,15502124219.2051,-23.13050885381555,-23.1028459391568,-22.8358159782137
3031,Sudan,2009,33650619.0,144616372285.105,-22.9918741403181,-21.6257354820911,-22.4906674252719
3032,Suriname,2009,520619.0,7149540401.06534,-22.3217562480645,-23.5184533689135,-24.6139248511488
3033,Svalbard and Jan Mayen Islands,2009,850647.0,8024706059.053095,-22.59388479986555,-23.6429817295867,-23.8347493757288
3034,Swaziland,2009,1180675.0,8899871717.04085,-22.8660133516666,-23.7675100902599,-23.0555739003088
3035,Sweden,2009,9298515.0,379964940714.511,-22.9376170842319,-24.9835528384009,-25.4564691759029
3036,Switzerland,2009,7743831.0,422139303169.674,-22.9895651856462,-25.8381181957461,-25.8769974884549
3037,Syria,2009,20824893.0,623405151584.837,-21.4510729399212,-24.0145925619516,-24.291735835032
3038,Taiwan,2009,23120000.0,824671000000.0,-21.8345211712805,-25.8202517717475,-24.9181191778739
3039,Tajikistan,2009,7472819.0,15113484857.4058,-22.5596713838956,-22.7845497464301,-25.4746839851524
3040,Tanzania,2009,44664231.0,87991415201.5312,-23.3975920558397,-21.915061271285,-21.503566894622
3041,Thailand,2009,66881867.0,842699394988.661,-22.0485761497973,-24.3521315292805,-23.183352124326
3042,Timor-Leste,2009,1092021.0,1861792268.62936,-22.8260524508537,-22.8711102923851,-22.7415140491184
3043,Togo,2009,6330472.0,7555501154.42276,-21.6925406983058,-22.3408835452828,-21.1931996379944
3044,Tokelau,2009,3217038.0,4028297295.357021,-21.8752623666318,-22.40644591613065,-24.3887518261235
3045,Tonga,2009,103604.0,501093436.291282,-22.0579840349578,-22.4720082869785,-27.5843040142526
3046,Trinidad and Tobago,2009,1321618.0,40182222585.8277,-21.3270117743369,-25.5696967746783,-25.0489012415073
3047,Tunisia,2009,10521834.0,107276163647.022,-22.1587754682174,-24.316449138558,-23.9548248953897
3048,Turkey,2009,71339185.0,1131230162980.57,-22.1068708665439,-24.4880851827475,-24.1574997312603
3049,Turkmenistan,2009,5007950.0,46317961391.909,-20.6370282833631,-23.2189359201694,-25.2350105788291
3050,Turks and Caicos Islands,2009,30245.0,23175255833.62071,-21.2229561061009,-23.5685741371994,-23.92119601313207
3051,Tuvalu,2009,10441.0,32550275.3324274,-21.8088839288387,-23.9182123542294,-22.60738144743503
3052,Uganda,2009,32771895.0,49358938406.3144,-23.4050393177605,-22.0595613847081,-21.293566881738
3053,Ukraine,2009,46053300.0,344448388739.992,-21.0272058854174,-23.3811278243371,-24.3754922949513
3054,United Arab Emirates,2009,7666393.0,470472387748.485,-21.8126811105487,-24.9395670360913,-25.8781827190401
3055,United Kingdom,2009,62276270.0,2229190524953.86,-22.2918433517712,-25.0387906006899,-25.547495618067
3056,United States of America,2009,306771529.0,14896171302291.4,-21.7831567248274,-24.7395511865137,-25.2840083711151
3057,United States Virgin Islands,2009,106707.0,7474820947688.543,-22.2046870866145,-23.6664635271698,-24.5704027899167
3058,Uruguay,2009,3362755.0,53470593085.6858,-22.6262174484016,-22.5933758678259,-23.8567972087183
3059,Uzbekistan,2009,27767400.0,111609281434.231,-20.8070925262171,-22.925957080784,-25.3855580873305
3060,Vanuatu,2009,230785.0,685439080.994646,-22.458262455734,-22.2235776761322,-23.8558691258802
3061,Venezuela,2009,28587323.0,487526242853.028,-21.7115547866292,-24.2930883134704,-24.6643881779016
3062,Viet Nam,2009,86025000.0,366463093253.073,-21.7070676582752,-23.3985764288521,-22.059633732774
3063,Wallis and Futuna Islands,2009,65008309.66666667,277031244381.7181,-21.8227943243488,-23.60025088957593,-23.034720805687
3064,Western Sahara,2009,43991619.33333334,187599395510.3631,-21.9385209904224,-23.80192535029977,-24.0098078786
3065,Yemen,2009,22974929.0,98167546639.0082,-22.054247656496,-24.0035998110236,-24.984894951513
3066,Zambia,2009,13456417.0,41177548236.8522,-23.743183493641,-20.7720985850545,-21.7928428487623
3067,Zimbabwe,2009,13810599.0,17426896293.3226,-21.5626405844683,-21.7619731599685,-21.0095910538102
3068,Afghanistan,2010,28803167.0,46495656381.9102,-22.4281213080314,-22.9565680009507,-23.5600620334999
3069,Albania,2010,2913021.0,28918072005.3812,-22.5663550164471,-23.8659210265545,-24.3307652007755
3070,Algeria,2010,36117637.0,464841798178.117,-22.1240868893715,-25.0839120247869,-24.697359681564
3071,American Samoa,2010,55637.0,355815763245.4523,-22.1802735781683,-24.2456593403987,-24.06527693034773
3072,Andorra,2010,84449.0,246789728312.7877,-22.2364602669651,-23.4074066560105,-23.43319417913147
3073,Angola,2010,23369131.0,137763693380.123,-22.2926469557619,-22.5691539716223,-22.8011114279152
3074,Anguilla,2010,11731896.0,69778922918.8877,-22.12340036830675,-24.13253774499965,-23.6926718530003
3075,Antigua and Barbuda,2010,94661.0,1794152457.65239,-21.9541537808516,-25.695921518377,-24.5842322780854
3076,Argentina,2010,41223889.0,771384011298.036,-22.1757100466323,-23.5901302023203,-24.4546704903582
3077,Armenia,2010,2877311.0,19286178299.7958,-22.2259427086256,-24.1593027642766,-25.8824415575175
3078,Aruba,2010,101669.0,465295104891.6649,-21.89372206429975,-23.84742284016995,-25.18872413851695
3079,Australia,2010,22031750.0,911304031483.534,-21.5615014199739,-23.5355429160633,-24.4950067195164
3080,Austria,2010,8363404.0,361089769540.968,-22.3526541180034,-25.1668693789616,-25.0154950805202
3081,Azerbaijan,2010,9054332.0,144418926509.107,-22.5109738798646,-24.4735551401371,-26.493087603408
3082,Bahamas,2010,360832.0,8260934776.35865,-22.3325360797944,-26.3758267467016,-24.2166183858327
3083,Bahrain,2010,1240862.0,50342640290.6554,-21.3787574632021,-27.3222248994034,-26.3453245425254
3084,Bangladesh,2010,152149102.0,371659006686.465,-22.6032449443214,-23.33296040513,-22.9988934798515
3085,Barbados,2010,279569.0,4290175959.16243,-21.7679225536984,-25.4481184516843,-24.574114275506
3086,Belarus,2010,9490583.0,149022529944.618,-21.5983432492865,-23.1740597683003,-24.3062379783786
3087,Belgium,2010,10895586.0,447662164658.545,-22.1415923253908,-24.7068614885235,-25.3082596428275
3088,Belize,2010,321608.0,2536529449.97818,-22.2796558358438,-23.3565603076933,-23.1746554175584
3089,Benin,2010,9199259.0,16731414124.1439,-21.8921783660314,-22.5875230545713,-21.9164607655186
3090,Bermuda,2010,65124.0,3672668487.99025,-22.4378575046657,-23.46694519309805,-25.4872134249335
3091,Bhutan,2010,727641.0,4671219172.59607,-22.9835366433,-24.3463673316248,-22.0509013967432
3092,Bolivia,2010,9918242.0,53633999691.8087,-21.985778251268,-21.9354395138474,-23.0173045807456
3093,Bosnia and Herzegovina,2010,3722084.0,36167011089.6132,-21.2686706754465,-23.6121923423155,-23.088809746598
3094,Botswana,2010,2014866.0,26866623791.8741,-22.7908929514159,-21.8968020366762,-23.4327981207925
3095,Brazil,2010,196796269.0,2861237591078.04,-22.6798219239433,-23.4251731651088,-23.5104189387909
3096,British Virgin Islands,2010,27224.0,1446272714244.595,-22.4508397089678,-24.84612616519315,-24.5728976151231
3097,Brunei Darussalam,2010,388662.0,31307837411.1498,-22.2218574939923,-26.2670791652775,-25.6353762914553
3098,Bulgaria,2010,7395599.0,113028757652.767,-21.6358743630138,-23.883684468295,-24.0223250890682
3099,Burkina Faso,2010,15605217.0,22212111666.3792,-23.150836632887,-21.6053645558056,-21.0994472867563
3100,Burundi,2010,8766930.0,6696461063.94965,-24.1736018460102,-22.214678089875,-20.6082290137057
3101,Cambodia,2010,14308740.0,36099903974.4308,-22.6977114282905,-22.7141979355577,-21.6699856577421
3102,Cameroon,2010,19970495.0,53020345598.1617,-22.4852016099117,-20.5253959799752,-22.3757289763264
3103,Canada,2010,34005274.0,1383992722798.01,-21.6740338114536,-23.8941391293145,-24.5217104585827
3104,Cape Verde,2010,502384.0,2928015320.39182,-22.38290997673,-23.8921000632028,-23.7640980824864
3105,Cayman Islands,2010,55507.0,3439168886.06087,-22.9062533678806,-21.2523263710832,-22.55463997713675
3106,Central African Republic,2010,4448525.0,3950322451.72992,-23.4295967590312,-18.6125526789636,-21.3451818717871
3107,Chad,2010,11887202.0,22885183257.3778,-24.5141954605629,-21.6532014837907,-22.009031423507
3108,Chile,2010,16993354.0,329368339640.845,-22.263886183718,-24.5024646634273,-23.6230031988155
3109,China,2010,1337705000.0,12742735895359.6,-21.1147269985896,-24.1104954693689,-22.8127375011559
3110,Colombia,2010,45918097.0,500530458895.309,-22.7486481522209,-23.8071396712339,-24.229033180216
3111,Comoros,2010,689692.0,974191802.954097,-22.5221289634228,-23.7224091677666,-22.0975533124382
3112,Cook Islands,2010,2617486.0,30031398157.3443,-22.67188567004895,-24.00575182493235,-22.9777930963162
3113,Costa Rica,2010,4545280.0,59088604511.7345,-22.8216423766751,-24.2890944820981,-23.8580328801942
3114,Cote d'Ivoire,2010,20401331.0,54884843973.9869,-22.7673271917182,-23.6467974477674,-22.1020074120682
3115,Croatia,2010,4417781.0,88877611620.9277,-22.2412183078034,-24.3447006414959,-24.1040849501846
3116,Cuba,2010,11333051.0,208453940246.556,-22.5483739120938,-24.7538820574175,-24.7671257458992
3117,Curacao,2010,148703.0,118303201386.1566,-22.26974071663625,-25.0356167391816,-24.83243071227645
3118,Cyprus,2010,1112607.0,28152462525.7573,-21.9911075211787,-25.3173514209457,-24.8977356786537
3119,Czech Republic,2010,10474410.0,296319896260.816,-21.6862081467971,-24.7408985930575,-24.3594879459948
3120,Dem. Rep. Congo,2010,64523263.0,39320760556.9558,-23.6457329560449,-21.4219963290974,-20.4810265473723
3121,Denmark,2010,5547683.0,244089379149.77,-22.3451937884547,-24.6207609115783,-25.1983494041516
3122,Djibouti,2010,851146.0,2242525640.6271,-22.1913085275714,-22.8740877487498,-21.683551456407
3123,Dominica,2010,71440.0,728511007.879125,-22.3781269662643,-24.5909554450345,-24.1564117871696
3124,Dominican Republic,2010,9897985.0,110100542636.657,-22.3699743334457,-24.1725704455683,-23.8317438371272
3125,Ecuador,2010,14934690.0,139674361950.133,-22.0882937871355,-23.9782382245623,-23.6278673960965
3126,Egypt,2010,84107606.0,828786340781.442,-22.1463304016215,-24.5680271976924,-24.771196804874
3127,El Salvador,2010,6164626.0,45000848037.8146,-22.6641321127665,-23.9916898357895,-23.1540207691281
3128,Equatorial Guinea,2010,951104.0,32074428108.711,-22.5274836718415,-28.1866639905118,-24.8854940810196
3129,Eritrea,2010,5741000.0,6218797752.0,-23.240067718333,-21.6174457483078,-22.2107743005078
3130,Estonia,2010,1331475.0,30279026815.5118,-21.1979053245443,-23.3757512330798,-23.8498704854298
3131,Ethiopia,2010,87702670.0,94177433193.7438,-23.3549012768624,-21.4850205973357,-21.0407589469241
3132,Faeroe Islands,2010,48550.0,64892431606.24715,-23.02607637088933,-22.20643317766677,-21.909686215999
3133,Falkland Islands,2010,454250.0,35607430018.7505,-22.69725146491627,-22.92784575799783,-22.7786134850739
3134,Fiji,2010,859950.0,6322428431.25385,-22.3684265589432,-23.6492583383289,-23.6475407541488
3135,Finland,2010,5363352.0,213719571855.46,-21.9534913284168,-23.9114167954408,-24.388895181171
3136,France,2010,65027512.0,2397709070209.19,-22.6506991438644,-24.73767570196,-25.1778752501773
3137,French Guiana,2010,32647666.0,1606868287015.348,-22.5612006596081,-24.8299494348184,-24.52436966479933
3138,French Polynesia,2010,267820.0,816027503821.5051,-22.4717021753518,-24.9222231676768,-23.87086407942137
3139,Gabon,2010,1640210.0,25186720627.6625,-22.3822036910955,-25.0144969005352,-23.2173584940434
3140,Gambia,2010,1692149.0,2801762761.47413,-22.6005405110811,-22.4968548961951,-22.0664313814349
3141,Georgia,2010,3926000.0,26436835078.206,-22.3081704230024,-23.4663122296304,-23.7542822094991
3142,Germany,2010,81776930.0,3306136689722.13,-22.1738550693862,-24.8861562455915,-25.633595085499
3143,Ghana,2010,24512104.0,74992666759.0686,-22.5984914112684,-23.4649430173369,-22.2654313694003
3144,Gibraltar,2010,33189.0,197232595032.9953,-22.3053377139178,-24.0884143850717,-23.59191936008945
3145,Greece,2010,11121341.0,319472523306.922,-22.0121840165672,-24.7118857528065,-24.9184073507786
3146,Greenland,2010,56905.0,160321301391.5738,-22.11952074177155,-25.2735190114014,-24.14869853270175
3147,Grenada,2010,104677.0,1170079476.22561,-22.2268574669759,-25.8351522699963,-23.3789897146249
3148,Guadeloupe,2010,132060.5,33523164642.1627,-22.4345481297406,-25.17007708595733,-23.2825317312841
3149,Guam,2010,159444.0,65876249808.09979,-22.6422387925053,-24.50500190191837,-23.1860737479433
3150,Guatemala,2010,14630417.0,98229334974.0369,-22.84992945527,-23.8399267178794,-23.0896157646025
3151,Guinea,2010,10794170.0,12892972741.6548,-22.3238831133105,-21.8130809438297,-21.0742428629541
3152,Guinea-Bissau,2010,1555880.0,2167859223.98189,-22.9318185471025,-21.8830901309988,-21.9170477426353
3153,Guyana,2010,746556.0,4356759127.9518,-21.6535913623555,-22.4484821014092,-23.4471987189627
3154,Haiti,2010,9999617.0,15019751835.594,-22.6260561000146,-22.8867716309623,-22.0680102904963
3155,Holy See,2010,9097197.5,23781357432.46275,-22.36762312068065,-23.04819662948855,-22.43064915657045
3156,Honduras,2010,8194778.0,32542963029.3315,-22.1091901413467,-23.2096216280148,-22.7932880226446
3157,Hong Kong,2010,7024200.0,337918300545.517,-22.17716078705285,-23.81339980371835,-25.1412771361476
3158,Hungary,2010,10000023.0,222774235380.877,-22.245131432759,-24.4171779794219,-24.8548389496812
3159,Iceland,2010,318041.0,12344849083.0862,-22.5335973403943,-24.5962181599441,-25.2320090347918
3160,India,2010,1230980691.0,5421917261239.82,-21.8797443173319,-23.7836508099044,-22.7361965053382
3161,Indonesia,2010,242524123.0,2045326550276.98,-22.3494410762658,-23.9102940896498,-23.1479948318265
3162,Iran,2010,74567511.0,1300728480350.89,-21.5673249415486,-24.7534455025592,-24.5881244125128
3163,Iraq,2010,30762701.0,391227650166.62,-21.8944328189137,-25.2681800314845,-24.3139124773094
3164,Ireland,2010,4560155.0,208223375071.713,-22.3601522632863,-23.9016758876714,-25.5647217805916
3165,Isle of Man,2010,80072.0,216940181881.003,-22.1195613165064,-24.8793354588547,-25.8267555815351
3166,Israel,2010,7623600.0,225656988690.293,-21.8789703697265,-25.856995030038,-26.0887893824786
3167,Italy,2010,59277417.0,2145911366651.92,-22.3807875275077,-25.3828538891118,-25.1303546403566
3168,Jamaica,2010,2817210.0,22527855029.2734,-21.8516421415166,-24.4550338038386,-22.6921321943067
3169,Japan,2010,128070000.0,4578473198942.69,-22.1158009080553,-26.1577490020807,-25.7093415204751
3170,Jordan,2010,7182390.0,68054348229.9299,-21.9068625576145,-25.2996147071399,-25.3983134141832
3171,Kazakhstan,2010,16321581.0,328013476070.894,-21.102798667219,-24.1176252146624,-23.5706081885451
3172,Kenya,2010,41350152.0,102376506594.919,-22.7823444696,-22.5178761759684,-21.864592859669
3173,Kiribati,2010,102652.0,177745903.087956,-21.7718520657644,-24.5245867877661,-23.4455083863325
3174,Kosovo,2010,1775680.0,14076057999.9643,-21.77605852643415,-25.94317244069145,-24.5058082529424
3175,Kuwait,2010,2998083.0,225468269003.663,-21.7802649871039,-27.3617580936168,-25.5661081195523
3176,Kyrgyzstan,2010,5447900.0,15200570760.0957,-21.5855870094617,-22.9126018002212,-23.240758529279
3177,Laos,2010,6246274.0,24882045862.6638,-23.4418189303988,-22.4981407405002,-22.5683881557475
3178,Latvia,2010,2097555.0,38282493100.1374,-22.239419389047,-23.5476341489299,-23.5489015664638
3179,Lebanon,2010,4337141.0,70614315486.9164,-21.9453003886065,-25.5092400726211,-25.1862353792339
3180,Lesotho,2010,2040551.0,4836087291.53348,-21.4772405701313,-22.586694346324,-21.8705276587659
3181,Liberia,2010,3948125.0,2762320349.23903,-21.973258294212,-23.0925335637988,-20.2502685369732
3182,Libya,2010,6169140.0,182796000000.0,-21.8731773815621,-25.6790492265448,-24.0546164295333
3183,Liechtenstein,2010,36003.0,124026842050.3571,-22.12038512950245,-24.59466246893325,-24.15535225691125
3184,Lithuania,2010,3097282.0,65257684100.7142,-22.3675928774428,-23.5102757113217,-24.2560880842892
3185,Luxembourg,2010,506953.0,46415921373.4078,-22.1460122525665,-25.5876698808592,-24.6328864422776
3186,Macao,2010,536969.0,52721974179.0928,-21.92888666910155,-24.9448184137234,-26.3970276189595
3187,Macedonia,2010,2070739.0,23513882827.0348,-21.7117610856366,-24.3019669465876,-23.9678081646272
3188,Madagascar,2010,21151640.0,29309511789.5579,-23.429981927953,-21.9351158021392,-21.6521884623168
3189,Malawi,2010,15167095.0,15667046141.8357,-23.3410220158751,-22.2825877834743,-21.704456161762
3190,Malaysia,2010,28112289.0,593374302297.773,-21.8014816843528,-24.646497813621,-24.3533595425331
3191,Maldives,2010,367000.0,3858783918.94912,-22.1415542108929,-27.631353897608,-23.8306872329164
3192,Mali,2010,15075085.0,28220329132.2568,-24.1003542463805,-21.5567467651492,-22.2845124943732
3193,Malta,2010,414508.0,11759707908.2324,-22.244039042466,-26.2080546446928,-25.1734887654457
3194,Marshall Islands,2010,52425.0,180937324.47,-21.2906565776122,-26.6336812971525,-24.176185455427
3195,Martinique,2010,1830984.0,6076850212.1646,-21.84614880895155,-24.3773754692566,-23.1788821454083
3196,Mauritania,2010,3609543.0,11972763099.8592,-22.4016410402909,-22.1210696413607,-22.1815788353896
3197,Mauritius,2010,1250400.0,19929399378.4173,-22.4179986867466,-25.0315597417218,-23.6041601691585
3198,Mayotte,2010,59284670.5,921236384705.7037,-22.25191680832375,-24.6857196579032,-24.1912186891342
3199,Mexico,2010,117318941.0,1822543370032.99,-22.0858349299009,-24.3398795740846,-24.7782772091099
3200,Micronesia,2010,103616.0,345791861.524608,-21.8365602234123,-23.7466467710879,-27.8658541263805
3201,Moldova,2010,3562045.0,13930661208.1436,-21.2414631222116,-23.5170772097817,-24.1934776732967
3202,Monaco,2010,37094.0,17420697472.60415,-21.1719739983651,-22.61121201983175,-23.78244467502175
3203,Mongolia,2010,2712650.0,20910733737.0647,-21.1024848745186,-21.7053468298818,-23.3714116767468
3204,Montenegro,2010,619428.0,8693396231.01003,-21.9615706189494,-24.8198870056939,-21.1364851465344
3205,Montserrat,2010,16514533.5,110305723502.9615,-22.03606827722665,-24.3863669310357,-22.80744118000905
3206,Morocco,2010,32409639.0,211918050774.913,-22.1105659355039,-23.9528468563775,-24.4783972134837
3207,Mozambique,2010,24221405.0,22229529470.2057,-22.7880639949321,-21.3354065484221,-21.0322836376387
3208,Myanmar,2010,50155896.0,186640693983.304,-23.8323966285867,-22.878333746693,-22.3532488964845
3209,Namibia,2010,2173170.0,18386859674.9856,-22.5120317630339,-22.2619134428098,-23.7540205596348
3210,Nauru,2010,10025.0,66089202.6897559,-21.1308091257488,-25.3044423814038,-22.69568346968415
3211,Nepal,2010,27023137.0,53667418823.386,-23.1379061118737,-22.7860594880002,-21.6373463797335
3212,Netherlands,2010,16615394.0,756410198215.739,-22.2097129327207,-25.1453360075281,-25.8425516319656
3213,Netherlands Antilles,2010,8432697.0,550953874999.2606,-22.21443952225497,-24.42366690184863,-25.49398829328433
3214,New Caledonia,2010,250000.0,345497551782.7823,-22.21916611178923,-23.70199779616917,-25.14542495460307
3215,New Zealand,2010,4350700.0,140041228566.304,-22.2238927013235,-22.9803286904897,-24.7968616159218
3216,Nicaragua,2010,5737723.0,23089897043.347,-22.3408641914384,-22.8564038999052,-22.8449402493338
3217,Niger,2010,16425578.0,13370049076.8363,-22.9980793807222,-21.1015213865021,-21.1379810663039
3218,Nigeria,2010,158578261.0,816703229268.353,-22.9206282820609,-23.7896674590843,-22.1602861581282
3219,Niue,2010,113916040.3333333,714251382588.7202,-22.89049302739026,-24.00077883415812,-22.68682494854198
3220,Norfolk Island,2010,69253819.66666667,611799535909.0874,-22.86035777271962,-24.21189020923194,-23.21336373895576
3221,North Korea,2010,24591599.0,509347689229.4547,-22.83022251804898,-24.42300158430576,-23.73990252936954
3222,Northern Mariana Islands,2010,54424.0,406895842549.8218,-22.80008726337834,-24.63411295937958,-24.26644131978332
3223,Norway,2010,4889252.0,304443995870.189,-22.7699520087077,-24.8452243344534,-24.7929801101971
3224,Oman,2010,3041460.0,137884735886.566,-21.8016652269857,-26.3032303116922,-25.2539357121303
3225,Pakistan,2010,170560182.0,730612842689.226,-22.3314278856847,-23.3196387165052,-22.7776336293489
3226,Palau,2010,20470.0,253997963.490643,-20.7279301347703,-26.6305447907307,-23.3045203239823
3227,Panama,2010,3643222.0,56176084584.9009,-22.4916836237843,-24.4673811091573,-23.8314070186157
3228,Papua New Guinea,2010,7108239.0,14835374636.6275,-21.8601301594344,-21.7233283788569,-22.7770327065418
3229,Paraguay,2010,6209877.0,45266984771.214,-22.9299256654801,-22.3667122472135,-22.352901023084
3230,Peru,2010,29373646.0,292460370024.879,-22.5732694287643,-24.1204769397652,-23.9888018303847
3231,Philippines,2010,93726624.0,524572646173.04,-22.5383337134049,-24.3764931421239,-23.4752231776066
3232,Pitcairn,2010,65884709.0,676393928374.347,-22.1136130755256,-24.33784741825485,-23.8375309164109
3233,Poland,2010,38042794.0,828215210575.654,-21.6888924376463,-24.2992016943858,-24.1998386552152
3234,Portugal,2010,10573100.0,287994970166.18,-22.4774644957011,-25.1500960557227,-24.8407141692786
3235,Puerto Rico,2010,3721525.0,128220560543.109,-22.22074969370935,-25.61496456775015,-29.9494859789286
3236,Qatar,2010,1779676.0,222710146611.602,-21.9640348917176,-26.0798330797776,-26.6737500391771
3237,Republic of Congo,2010,4386693.0,22750912218.9399,-22.2407189771166,-23.8576297413081,-23.0348805751633
3238,Reunion,2010,12316782.0,191755004815.825,-22.2464361931925,-23.9858721702171,-23.55563730667885
3239,Romania,2010,20246871.0,360759097412.71,-22.2521534092684,-24.1141145991261,-24.0763940381944
3240,Russia,2010,142849449.0,3300934386468.09,-21.4567163177853,-24.631734485386,-25.3371535273663
3241,Rwanda,2010,10246842.0,13675881900.4076,-23.8729256900865,-22.7654839737967,-21.7814978801122
3242,Saint Helena,2010,5149143.5,7388716302.08137,-23.10388285736725,-23.84967334572975,-23.53688645624795
3243,Saint Kitts and Nevis,2010,51445.0,1101550703.75514,-22.334840024648,-24.9338627176628,-25.2922750323837
3244,Saint Lucia,2010,172580.0,1871043356.41378,-22.2584815232038,-25.1359365071899,-24.6278643772557
3245,Saint Pierre and Miquelon,2010,140947.5,1477482361.91257,-22.28859399559815,-25.3377075213718,-24.4764236756579
3246,Saint Vincent and the Grenadines,2010,109315.0,1083921367.41136,-22.3187064679925,-25.5394785355537,-24.3249829740601
3247,Samoa,2010,186205.0,1005487093.99996,-22.4061121311352,-23.7962674553266,-23.5581794153198
3248,San Marino,2010,31110.0,733580167.938048,-22.33492151372415,-23.7199008475183,-23.0325351462897
3249,Sao Tome and Principe,2010,174776.0,461673241.876136,-22.2637308963131,-23.64353423971,-22.5068908772596
3250,Saudi Arabia,2010,27425676.0,1242921806955.03,-21.7607054352606,-26.2246838803819,-25.1614273709127
3251,Senegal,2010,12916229.0,28165015730.3204,-22.0482862107695,-21.9222495119503,-22.4163361199843
3252,Serbia,2010,7291436.0,92514309059.3003,-21.3972652912584,-23.8356759112395,-23.5012847880957
3253,Seychelles,2010,89770.0,1828176726.62899,-22.1399942694659,-26.7612899313787,-22.7665123921045
3254,Sierra Leone,2010,6458720.0,7861678217.38886,-23.1061987357352,-22.9968493138337,-21.2898341524861
3255,Singapore,2010,5076732.0,365615612590.599,-22.8343152717966,-26.470780105205,-25.8619621864095
3256,Sint Maarten,2010,35474.0,250629483870.572,-22.4417903577466,-25.80266875969895,-25.5375968879573
3257,Slovakia,2010,5391428.0,135643355150.545,-22.0492654436966,-25.1345574141929,-25.2132315895051
3258,Slovenia,2010,2048583.0,58750026638.2386,-22.0334273129243,-24.9271634277657,-24.4428162193977
3259,Solomon Islands,2010,527790.0,940959502.648925,-22.2826264457247,-24.5292843593596,-22.6463908443465
3260,Somalia,2010,12053223.0,307084592767.3735,-22.7125311811506,-20.3273965511844,-20.0627519774182
3261,South Africa,2010,50979432.3622277,613228226032.098,-21.1206025703067,-24.0184550521684,-23.3475261813812
3262,South Korea,2010,49554112.0,1504071486988.99,-21.6858201308877,-25.0810245728781,-24.5717487116554
3263,South Sudan,2010,10067192.0,38153886954.9423,-22.0573454475833,-25.0218476368607,-24.7264128297679
3264,Spain,2010,46576897.0,1514048766494.16,-22.4288707642789,-24.9626707008433,-24.8810769478804
3265,Sri Lanka,2010,20119000.0,172283271063.257,-23.2872992108732,-24.6684747147936,-23.2794142600514
3266,State of Palestine,2010,3811102.0,15864480536.5856,-23.1252762820891,-23.21718713654245,-22.89411147155845
3267,Sudan,2010,34385963.0,149633598838.509,-22.963253353305,-21.7658995582913,-22.5088086830655
