,country,year,population,GPD,DCT,DNT,DBT
866,Palau,2000,19175.0,261316032.066604,-20.7709332106224,-26.7276889392945,-23.0117027252684
867,Panama,2000,3030347.0,32035526366.7639,-22.5125184365762,-24.0618024828356,-23.5112909372465
868,Papua New Guinea,2000,5572222.0,9981390482.79595,-22.0442615991349,-21.3910030152697,-22.4747876419042
869,Paraguay,2000,5302700.0,32265822175.3373,-22.9156651970337,-22.3334792620995,-22.3383717536035
870,Peru,2000,25914879.0,170086294377.68,-22.5058463044046,-23.7101447503766,-23.7419218278278
871,Philippines,2000,77991569.0,329445207189.109,-22.2156968324912,-24.043746922111,-22.8141578233016
872,Pitcairn,2000,58125099.0,446544763303.734,-21.7895634992761,-23.9443801125025,-23.4252189010569
873,Poland,2000,38258629.0,563644319418.359,-21.363430166061,-23.845013302894,-24.0362799788122
874,Portugal,2000,10289898.0,267532108899.111,-22.1694461343715,-24.868284693289,-24.2680958604878
875,Puerto Rico,2000,3810605.0,123782567145.197,-21.98481524641955,-25.607857180437,-29.6468092034521
876,Qatar,2000,592267.0,64156673607.27,-21.8001843584676,-26.347429667585,-25.8966910987022
877,Republic of Congo,2000,3225727.0,14451736788.5294,-22.3420781575777,-23.7160330011616,-22.9721790619611
878,Reunion,2000,12834349.0,125314249547.3147,-22.01919036622525,-23.7511735953416,-23.42836133024495
879,Romania,2000,22442971.0,236176762306.1,-21.6963025748728,-23.7863141895216,-23.8845435985288
880,Russia,2000,146596557.0,2059806428655.08,-21.0468577423628,-24.1813650892711,-24.5149744596822
881,Rwanda,2000,8025703.0,6413937213.59927,-23.221125681802,-22.562302147568,-21.1266240425131
882,Saint Helena,2000,4035538.5,3641174478.381794,-22.7811772154493,-23.5396965973295,-22.46262939671085
883,Saint Kitts and Nevis,2000,45374.0,868411743.164318,-22.3412287490966,-24.517091047091,-23.7986347509086
884,Saint Lucia,2000,156949.0,1558336929.25128,-22.2762751803972,-24.6280023872242,-24.1103279408883
885,Saint Pierre and Miquelon,2000,132423.5,1186733486.210177,-22.3577268895503,-24.5978178935378,-23.98563083392545
886,Saint Vincent and the Grenadines,2000,107898.0,815130043.169074,-22.4391785987034,-24.5676333998514,-23.8609337269626
887,Samoa,2000,174610.0,755333286.736156,-22.3883078352338,-23.2246791681142,-23.040959314957
888,San Marino,2000,27418.0,516117042.0628015,-22.4358640888907,-23.3616551293055,-22.38638668862065
889,Sao Tome and Principe,2000,138606.0,276900797.389447,-22.4834203425476,-23.4986310904968,-21.7318140622843
890,Saudi Arabia,2000,20764312.0,756049323715.856,-21.8516098155597,-25.7714454285475,-24.8487917993471
891,Senegal,2000,9884052.0,18854396726.0598,-22.2280637881733,-21.6653406512857,-22.4153310391641
892,Serbia,2000,7516346.0,60016573262.6008,-21.0324424626204,-23.4883120497471,-23.5238439181606
893,Seychelles,2000,81131.0,1497119248.82187,-21.6861524226637,-25.7837165979556,-22.757211871587
894,Sierra Leone,2000,4564297.0,4166028117.63157,-23.0058385701378,-22.8629572122284,-20.752941335425
895,Singapore,2000,4027887.0,207984851215.768,-22.3067292785122,-26.0805769899947,-24.8910380078071
896,Sint Maarten,2000,30519.0,146038441806.8323,-21.90696515766775,-25.1312299515191,-24.70386484513545
897,Slovakia,2000,5388720.0,84092032397.8966,-21.5072010368233,-24.1818829130435,-24.5166916824638
898,Slovenia,2000,1988925.0,45194993242.3199,-21.8458246870488,-24.5941561405191,-23.9911330238816
899,Solomon Islands,2000,412609.0,713557324.401916,-22.2814010996593,-24.3881521028415,-22.5675824713792
900,Somalia,2000,9011479.0,218502702389.916,-21.9272719751612,-19.2474783019295,-19.2788679353923
901,South Africa,2000,44896856.0,436291847455.43,-21.149754883803,-23.7160853630302,-22.8873757468079
902,South Korea,2000,47008111.0,975736820161.216,-21.4812246341531,-24.7951044860429,-23.9320793864646
903,South Sudan,2000,6700656.0,1095720372874.133,-21.80600598162475,-24.6893808664392,-24.17875071438075
904,Spain,2000,40567864.0,1215703925587.05,-22.1307873290964,-24.5836572468355,-24.4254220422969
905,Sri Lanka,2000,18655000.0,104087790607.568,-22.9686101482865,-24.2855460392926,-22.7535755861169
906,State of Palestine,2000,2922153.0,12281582870.7516,-23.1647514203242,-22.67299992185735,-22.3320316870297
907,Sudan,2000,27250535.0,77634785973.4331,-23.3608926923619,-21.0604538044221,-21.9104877879425
908,Suriname,2000,472390.0,4622785018.04806,-21.8559489098238,-23.2521173711934,-23.8563507988203
909,Svalbard and Jan Mayen Islands,2000,766929.0,5496412931.48596,-22.1296384723938,-23.30544790382055,-23.32284683662455
910,Swaziland,2000,1061468.0,6370040844.92386,-22.4033280349638,-23.3587784364477,-22.7893428744288
911,Sweden,2000,8872109.0,326980412839.039,-22.5373666702262,-24.7083609519499,-24.8799445842198
912,Switzerland,2000,7184250.0,361468885784.461,-22.8333598689482,-25.6651810199881,-25.7078492124989
913,Syria,2000,16410848.0,484131942892.2305,-21.0711346723327,-23.3564334919441,-23.5211104884273
914,Taiwan,2000,22277000.0,606795000000.0,-21.2470385148665,-25.3332658397256,-23.8035992998009
915,Tajikistan,2000,6216205.0,7334305858.05441,-21.9248072665749,-22.7527298111532,-25.9029048038456
916,Tanzania,2000,34178042.0,49199068982.4716,-23.5125494968733,-21.6123106070095,-21.2748374623793
917,Thailand,2000,62958021.0,578547150354.831,-21.9778600959032,-24.2700375855889,-22.8981052795866
918,Timor-Leste,2000,871607.0,1212127050.7704,-22.144119688593,-23.2822200577455,-22.6518793646391
919,Togo,2000,4970367.0,6347110652.51017,-22.3103792812828,-22.2944025299021,-21.2027008539871
920,Tokelau,2000,2534224.5,3399229198.019262,-22.2946156128721,-22.5817163467137,-24.33137303160925
921,Tonga,2000,98082.0,451347743.528355,-22.2788519444614,-22.8690301635253,-27.4600452092314
922,Trinidad and Tobago,2000,1267984.0,23234485891.6293,-21.1748243698753,-25.1267136962597,-24.6375467689185
923,Tunisia,2000,9699197.0,73461031524.7235,-21.9679648984357,-24.0546015132505,-23.642346727948
924,Turkey,2000,63240121.0,844738235242.349,-22.0718071352418,-24.050581442529,-23.9903461119336
925,Turkmenistan,2000,4516131.0,24084929649.3187,-20.2970877510698,-22.8948203424395,-24.9647797749051
926,Turks and Caicos Islands,2000,18873.0,12056895720.86945,-21.1955848097418,-23.37070185137925,-23.5738929749036
927,Tuvalu,2000,9420.0,28861792.4202024,-22.0940818684138,-23.846583360319,-22.1830061749021
928,Uganda,2000,24039274.0,25603499391.3384,-23.6090479671107,-21.8146212881671,-20.7921193749006
929,Ukraine,2000,49175848.0,235915243299.818,-20.4908355669414,-23.1792862990706,-24.0614066563358
930,United Arab Emirates,2000,3154925.0,326993427459.775,-22.0679286124657,-25.1268562460395,-25.2248602521231
931,United Kingdom,2000,58892514.0,1941187217333.24,-22.0201137643679,-24.6986737320196,-25.1300753812701
932,United States of America,2000,282162411.0,12975535505116.0,-21.5472119542388,-24.5489161609479,-24.8138575831716
933,United States Virgin Islands,2000,108639.0,6509147876603.487,-22.16633031093635,-23.54670752815235,-24.41019080568885
934,Uruguay,2000,3321245.0,42760248090.9754,-22.7854486676339,-22.5444988953568,-24.0065240282061
935,Uzbekistan,2000,24650400.0,61716155048.0215,-20.0946808104273,-22.5509433010905,-24.4948171541135
936,Vanuatu,2000,185063.0,522417511.133698,-22.5476832721527,-22.1457496836465,-23.3199486754342
937,Venezuela,2000,24488340.0,352951994981.059,-21.7238572559275,-24.0856077748523,-24.6265298776852
938,Viet Nam,2000,77630900.0,205700102991.85,-22.1069513172389,-23.0056037714496,-21.6869808238799
939,Wallis and Futuna Islands,2000,57712175.0,160333739012.494,-22.17943690279293,-23.32002302908893,-22.68075540163973
940,Western Sahara,2000,37793450.0,114967375033.138,-22.25192248834697,-23.63444228672827,-23.67452997939957
941,Yemen,2000,17874725.0,69601011053.782,-22.324408073901,-23.9488615443676,-24.6683045571594
942,Zambia,2000,10531221.0,22146980494.3683,-23.2109145163705,-20.307211056358,-21.3419589017681
943,Zimbabwe,2000,12222251.0,31516796013.3415,-21.5499657508771,-22.362013159826,-21.6331194414822
944,Afghanistan,2001,20966463.0,24877754197.6396,-22.003698308663,-22.8864246477535,-22.55608091748635
945,Albania,2001,3060173.0,18238712381.9377,-22.4574308664489,-23.410836135681,-23.4790423934905
946,Algeria,2001,31592153.0,327985786401.807,-22.1970983004785,-24.9369089371575,-25.0759572342707
947,American Samoa,2001,58175.0,238698758331.4575,-22.21724249937374,-23.9260854031183,-24.1522367179691
948,Andorra,2001,67341.0,149411730261.1079,-22.23738669826897,-22.9152618690791,-23.2285162016675
949,Angola,2001,16983266.0,60124702190.7584,-22.2575308971642,-21.9044383350399,-22.3047956853659
950,Anguilla,2001,8534161.5,30788423252.06,-22.2045804877558,-23.5510675969972,-23.31170762132875
951,Antigua and Barbuda,2001,85057.0,1452144313.3616,-22.1516300783474,-25.1976968589545,-24.3186195572916
952,Argentina,2001,37471509.0,527807756970.741,-22.1036696971312,-23.2148004587076,-23.9234617462061
953,Armenia,2001,3050655.0,9835742701.57703,-21.7255189818295,-23.6377578837746,-26.315557807359
954,Aruba,2001,92898.0,348948897403.567,-21.5692627972067,-23.12514904140455,-25.0880452060541
955,Australia,2001,19413000.0,688062052105.557,-21.4130066125839,-22.6125401990345,-23.8605326047492
956,Austria,2001,8042293.0,315144674296.455,-22.2548170725095,-24.8862862277904,-24.751675109019
957,Azerbaijan,2001,8111200.0,39441675483.6899,-20.7429555090694,-23.421353810229,-24.7989982321763
958,Bahamas,2001,303135.0,7901662072.30342,-22.3404155997784,-26.1609250481335,-24.1010764112373
959,Bahrain,2001,697549.0,30613506815.652,-21.3477936854258,-27.3997524215873,-25.9686291443135
960,Bangladesh,2001,134107160.0,227020505484.482,-22.8401315192577,-23.0107174957996,-22.7096321212098
961,Barbados,2001,270685.0,3804326039.58892,-21.8604620298176,-25.1330109605375,-24.1303659579454
962,Belarus,2001,9928549.0,76483551805.4746,-21.1129961849647,-22.6309544133588,-23.8698321846981
963,Belgium,2001,10286570.0,384994226724.687,-21.9039039780635,-24.5338633102371,-24.6216483928829
964,Belize,2001,254984.0,1808670828.82158,-22.1210368511777,-23.1330866816352,-22.6914841129826
965,Benin,2001,7076733.0,12051783371.8559,-22.5948223850925,-22.3432930021169,-22.0054627256879
966,Bermuda,2001,62504.0,3390538833.08688,-22.52516571369535,-23.02040758534875,-24.9535949291363
967,Bhutan,2001,589600.0,2195659522.64461,-22.4555090422982,-23.6975221685806,-21.3642799522533
968,Bolivia,2001,8496375.0,37416240699.3979,-22.3133856026866,-22.5519302973929,-23.1150142244575
969,Bosnia and Herzegovina,2001,3771284.0,24881621276.7271,-21.3089841212663,-23.2595857686931,-23.2016413311282
970,Botswana,2001,1754935.0,18038320196.4525,-22.2625097247077,-21.7787422548091,-23.1906408362276
971,Brazil,2001,177750670.0,2020849834473.26,-22.5568042790411,-23.4188905895244,-23.3984601497243
972,British Virgin Islands,2001,21085.0,1024471201106.729,-22.5643124684312,-24.92607859399835,-24.41339718902345
973,Brunei Darussalam,2001,340117.0,28092567740.198,-22.5718206578213,-26.4332665984723,-25.4283342283226
974,Bulgaria,2001,8009142.0,76298223332.2755,-21.2277410080915,-23.7035736966814,-23.657870589389
975,Burkina Faso,2001,11944587.0,13308689515.0954,-23.3150807717098,-21.4045497770756,-21.375891252487
976,Burundi,2001,6555829.0,4925977225.89982,-23.8839370777257,-22.1416340155394,-20.5626884216051
977,Cambodia,2001,12402473.0,18065308983.7304,-22.8517914632585,-22.2971763137133,-21.2943098796586
978,Cameroon,2001,15671927.0,40016480154.9579,-22.5523597492642,-20.2307277684367,-22.0823901036319
979,Canada,2001,31081900.0,1172164598599.54,-21.5385575319935,-23.9145318345796,-24.2473368206821
980,Cape Verde,2001,443716.0,1705869873.02925,-22.7076577558501,-23.7035056928717,-23.4456013564261
981,Cayman Islands,2001,43316.0,2459987739.305385,-23.0014899651709,-21.12658967021885,-22.3377002914132
982,Central African Republic,2001,3832203.0,3214105605.58152,-23.2953221744917,-18.549673647566,-21.2297992264003
983,Chad,2001,8663012.0,9251644246.96025,-24.7071193595623,-20.7809811254357,-21.3020838638769
984,Chile,2001,15444969.0,233417217583.514,-22.2929737870356,-24.3302668534098,-23.429474664476
985,China,2001,1271850000.0,5062426937156.05,-21.0719589449014,-23.3517576546677,-22.298146709478
986,Colombia,2001,40988909.0,341317545585.573,-22.481011550874,-23.5681999054551,-23.8555450085752
987,Comoros,2001,555888.0,821923887.585284,-22.8041536765499,-23.5689377708039,-22.1905407333436
988,Cook Islands,2001,2276343.0,20476035262.8145,-22.7567426071252,-23.7967635011328,-23.1404729385385
989,Costa Rica,2001,3996798.0,40130146638.0437,-22.7093315377005,-24.0245892314617,-24.0904051437334
990,Cote d'Ivoire,2001,17040152.0,49245114163.9515,-22.7356717129371,-23.4955987891396,-22.4346941732273
991,Croatia,2001,4440000.0,72081990163.1038,-22.0375601972857,-24.1213830536585,-24.0614370045229
992,Cuba,2001,11186542.0,129498732765.967,-22.280649677288,-24.1573077119781,-23.3309853615572
993,Curacao,2001,129047.0,75565435992.6615,-22.0753563223766,-24.61441089820705,-23.63446085937275
994,Cyprus,2001,960282.0,21632139219.356,-21.8700629674652,-25.071514084436,-23.9379363571883
995,Czech Republic,2001,10216605.0,223377695424.752,-21.3202731201655,-24.2917904558635,-24.0895043671765
996,Dem. Rep. Congo,2001,48394338.0,24389897744.7965,-24.1294802213084,-21.0980954014539,-20.2861246113041
997,Denmark,2001,5358783.0,227928007106.851,-22.1742359040102,-24.3438063301116,-24.9992471007045
998,Djibouti,2001,732711.0,1560677662.41147,-22.1724156090478,-22.5201119508181,-21.4140010693946
999,Dominica,2001,69670.0,572284419.84921,-22.3731491137692,-24.0369507039549,-23.9286046784038
1000,Dominican Republic,2001,8697126.0,69423918598.275,-22.0087603627952,-24.0777618920524,-23.2762885763781
1001,Ecuador,2001,12852755.0,97041606943.7538,-22.1831173467615,-23.5930088465469,-23.5070447316141
1002,Egypt,2001,71226940.0,534642499847.67,-22.1709066211104,-24.3271720511695,-24.1942805609041
1003,El Salvador,2001,5905962.0,37978514292.1164,-22.5526142357129,-23.9970204958931,-23.062091191486
1004,Equatorial Guinea,2001,639762.0,10832451921.842,-22.2156487024323,-27.2205691565871,-23.7761951872673
1005,Eritrea,2001,4102000.0,5844391904.0,-22.9153315891401,-21.5004784696433,-22.2773860363513
1006,Estonia,2001,1388115.0,23325224277.1421,-21.1533812128454,-23.1254345846472,-23.4863960139529
1007,Ethiopia,2001,68492257.0,44551028045.6176,-23.0187149568966,-21.1729786166995,-20.8744848667807
1008,Faeroe Islands,2001,47526.0,31541438035.42832,-22.8040852440471,-21.9252804921241,-21.8216555097653
1009,Falkland Islands,2001,430872.0,18531848025.23904,-22.5894555311976,-22.6775823675487,-22.7688261527499
1010,Fiji,2001,814218.0,5522258015.04976,-22.3748258183481,-23.4298842429733,-23.7159967957345
1011,Finland,2001,5188008.0,185243809125.451,-21.8312896552984,-23.5996388184544,-23.9037035726888
1012,France,2001,61357431.0,2167170480666.48,-22.4696406591375,-24.4609091625569,-24.517388560625
1013,French Guiana,2001,30799352.0,1452233617506.891,-22.4138786975853,-24.67582736112243,-24.06407498650657
1014,French Polynesia,2001,241273.0,737296754347.3015,-22.3581167360331,-24.89074555968796,-23.61076141238813
1015,Gabon,2001,1262259.0,22359891187.7121,-22.3023547744809,-25.1056637582535,-23.1574478382697
1016,Gambia,2001,1270495.0,2033717835.24994,-22.8082247284568,-22.3064788353924,-21.906940209106
1017,Georgia,2001,4386400.0,15132914623.5531,-22.1736006063842,-22.8265030361531,-23.0995921669987
1018,Germany,2001,82349925.0,3073715277871.83,-22.008564897712,-24.8289231263402,-25.3540075431319
1019,Ghana,2001,19421605.0,44495100561.1693,-22.6583997303946,-22.9093117323575,-22.0376184097486
1020,Gibraltar,2001,31374.0,161995446096.1096,-22.21748760477375,-23.66911375077385,-23.23143825954915
1021,Greece,2001,10862132.0,279495791631.05,-21.7765754791529,-24.4289157691902,-24.4252581093497
1022,Greenland,2001,56350.0,140228358187.2849,-22.04944502552295,-25.0891596375624,-23.87005073539065
1023,Grenada,2001,101849.0,960924743.519871,-22.322314571893,-25.7494035059346,-23.3148433614316
1024,Guadeloupe,2001,129125.0,24766653389.49545,-22.44951796676407,-25.09849366286183,-23.1849591524233
1025,Guam,2001,156401.0,48572382035.47102,-22.57672136163513,-24.44758381978907,-23.055074943415
1026,Guatemala,2001,11924946.0,72378110681.4466,-22.7039247565062,-23.7966739767163,-22.9251907344067
1027,Guinea,2001,8971139.0,10325408938.5449,-22.5164706453719,-21.8524940479299,-20.9108641748859
1028,Guinea-Bissau,2001,1267512.0,1728173944.49607,-23.1659589300522,-21.7674542402028,-21.8284498574301
1029,Guyana,2001,752263.0,3475914721.08293,-21.5029773114947,-22.3046735168193,-22.7828769855138
1030,Haiti,2001,8692567.0,14715111690.1481,-22.9342979865033,-22.8997384160151,-22.1595437973591
1031,Holy See,2001,7692814.0,18511314669.71315,-22.48958850769425,-22.92537718327845,-22.3942413402747
1032,Honduras,2001,6693061.0,22307517649.2782,-22.0448790288852,-22.9510159505418,-22.6289388831903
1033,Hong Kong,2001,6714300.0,227993304191.915,-21.98681765539845,-23.42971058816245,-24.2755012846598
1034,Hungary,2001,10187576.0,189198170492.194,-21.9287562819117,-23.9084052257831,-24.4826931583379
1035,Iceland,2001,284968.0,9955922154.7111,-22.2502664821529,-24.3840687269253,-24.8228788394043
1036,India,2001,1071477855.0,2784321234664.67,-21.7892284460478,-23.3751393501208,-22.2712522548299
1037,Indonesia,2001,214506502.0,1272910980908.5,-22.1717536562894,-23.5754641953504,-22.7162449362092
1038,Iran,2001,67096414.0,802676169657.596,-21.5416606384988,-24.2915674186276,-24.435997250466
1039,Iraq,2001,24251649.0,293566810971.545,-21.9627146841111,-24.7011786748619,-24.3159361839643
1040,Ireland,2001,3866243.0,164707371246.794,-22.0279457072566,-23.5304772905004,-24.8835456852237
1041,Isle of Man,2001,73192.0,164592423224.9325,-21.89281012386715,-24.55852734044525,-25.0326889018978
1042,Israel,2001,6439000.0,164477475203.071,-21.7576745404777,-25.5865773903901,-25.1818321185719
1043,Italy,2001,56974100.0,2117295580692.52,-22.2946286778474,-25.0061615947422,-24.7528523489107
1044,Jamaica,2001,2677011.0,21356973929.4627,-21.4714372894959,-24.3181446659414,-23.2949876637048
1045,Japan,2001,127149000.0,4313860377277.76,-22.0289452864159,-25.9006453789822,-25.0357454790055
1046,Jordan,2001,5193482.0,38857911544.4942,-21.6179377515598,-25.0530087177952,-24.4604292452848
1047,Kazakhstan,2001,14858335.0,168110928246.566,-21.1269350086882,-23.8416542554371,-24.3512750492972
1048,Kenya,2001,32321482.0,69589730346.0583,-22.9200166971939,-22.6361214154743,-21.7279690172705
1049,Kiribati,2001,85858.0,166922475.387232,-22.5963297264747,-24.7414013392765,-23.4095019790896
1050,Kosovo,2001,1701154.0,10005652450.7363,-22.1754300971772,-25.91158783311765,-24.68667588756835
1051,Kuwait,2001,2109355.0,144433508630.689,-21.7545304678797,-27.0817743269588,-25.9638497960471
1052,Kyrgyzstan,2001,4945100.0,10702523147.6749,-21.7088279452472,-22.7511271190465,-23.8775280645234
1053,Laos,2001,5414568.0,13224078729.5351,-23.4422343094803,-22.7062593690463,-22.0794533735909
1054,Latvia,2001,2337170.0,28124284185.6852,-22.0788977771049,-23.3246759040873,-23.2333479309238
1055,Lebanon,2001,3359859.0,42127504190.8706,-21.6551694596307,-24.989452515446,-24.8146296702079
1056,Lesotho,2001,1885955.0,3434420830.24992,-21.3279893471657,-22.1041832618871,-21.5428532982017
1057,Liberia,2001,2991132.0,2489856480.77696,-22.346850939739,-23.399387479702,-20.3968710603836
1058,Libya,2001,5440566.0,115336000000.0,-21.7397398925952,-25.4978115151663,-24.1289125861228
1059,Liechtenstein,2001,33671.0,80387844205.32236,-21.9347027008173,-24.21567015183885,-23.97339978892445
1060,Lithuania,2001,3470818.0,45439688410.6447,-22.1296655090394,-22.9335287885114,-23.8178869917261
1061,Luxembourg,2001,441525.0,36252196929.9234,-22.1106987889099,-25.6409414506668,-24.2768821133872
1062,Macao,2001,438081.0,18593544988.8941,-21.7353468393544,-24.79549234021555,-25.1245980246485
1063,Macedonia,2001,2042842.0,17003334674.9016,-21.3599948897989,-23.9500432297643,-23.763187789316
1064,Madagascar,2001,16260932.0,24137853996.5255,-23.3550396609009,-21.8451285753392,-21.6841933219035
1065,Malawi,2001,11695863.0,9361183752.14529,-23.1094519067117,-22.4762086482699,-21.277624246812
1066,Malaysia,2001,23698907.0,380114586679.68,-21.8172052798013,-24.4986768311216,-23.7172542215025
1067,Maldives,2001,292000.0,2036041101.57392,-22.2071910480632,-27.4882187889939,-23.5502850569264
1068,Mali,2001,11293258.0,18511945131.2382,-23.8303468763349,-21.371944541041,-22.0127018363797
1069,Malta,2001,393028.0,9665786737.99774,-22.0795756365413,-25.928897425112,-24.6682921783677
1070,Marshall Islands,2001,52183.0,157813815.405418,-21.3950838914534,-26.7096374558297,-23.72744611385443
1071,Martinique,2001,1421456.0,3880707467.452569,-21.95342337360295,-24.21608584214815,-22.78660004934117
1072,Mauritania,2001,2790729.0,7603601119.49972,-22.5117628557525,-21.7225342284666,-21.8457539848279
1073,Mauritius,2001,1196287.0,13485519020.4726,-22.3848750230321,-24.6542716718064,-23.2855168382403
1074,Mayotte,2001,52131677.5,765786997805.1963,-22.2406016789719,-24.4926094800208,-23.9237781173711
1075,Mexico,2001,103067068.0,1518088476589.92,-22.0963283349117,-24.3309472882352,-24.5620393965019
1076,Micronesia,2001,107165.0,346209879.708204,-21.4431141735546,-23.7578273496732,-27.8387397501744
1077,Moldova,2001,3631462.0,8962897466.07473,-20.9792120938393,-22.9122695683002,-24.05458554381
1078,Monaco,2001,32360.0,10226271110.27631,-20.97374013809095,-21.99733684863965,-23.67498119151475
1079,Mongolia,2001,2419776.0,11489644754.4779,-20.9682681823426,-21.0824041289791,-23.2953768392195
1080,Montenegro,2001,607389.0,6162053039.4389,-21.32942062303763,-23.9917252770222,-20.9985618398492
1081,Montserrat,2001,14894610.5,73249299307.05145,-21.69057306373267,-23.8299579736013,-22.48394693911945
1082,Morocco,2001,29181832.0,140336545574.664,-22.0517255044277,-23.6681906701804,-23.9693320383897
1083,Mozambique,2001,18588758.0,11437845371.1583,-22.8011884362925,-20.9394750734505,-20.6200415420713
1084,Myanmar,2001,46627994.0,67052584851.1821,-22.7826966329841,-22.2703380848121,-21.4606348049132
1085,Namibia,2001,1933596.0,11733676210.683,-22.2978375956043,-21.9232691784133,-23.4747494355246
1086,Nauru,2001,10053.0,25021260472.00805,-22.70802652175675,-22.26733745208965,-22.4850764267427
1087,Nepal,2001,24161777.0,38308844733.3331,-23.1182154479092,-22.611405725766,-21.4954034179608
1088,Netherlands,2001,16046180.0,678553829772.888,-22.116509471915,-24.5471866539133,-25.1794624612555
1089,Netherlands Antilles,2001,8131752.0,489986547020.861,-22.07410966832763,-23.93842633206083,-24.87189114579093
1090,New Caledonia,2001,217324.0,301419264268.834,-22.03170986474026,-23.32966601020837,-24.56431983032637
1091,New Zealand,2001,3880500.0,112851981516.807,-21.9893100611529,-22.7209056883559,-24.2567485148618
1092,Nicaragua,2001,5100750.0,17984972740.6234,-22.2349233469014,-22.8029911680348,-22.4401582635269
1093,Niger,2001,11771976.0,9158381275.36573,-23.3504491758746,-21.0970765685198,-21.4286170010297
1094,Nigeria,2001,125463434.0,363848482985.796,-22.1707618225429,-23.0244762355763,-21.5405178902152
1095,Niue,2001,91352892.66666666,344321412651.8196,-22.288563878318,-23.32932236038802,-22.13113073003226
1096,Norfolk Island,2001,57242351.33333333,324794342317.8432,-22.4063659340931,-23.63416848519974,-22.72174356984932
1097,North Korea,2001,23131810.0,305267271983.8668,-22.5241679898682,-23.93901461001146,-23.31235640966638
1098,Northern Mariana Islands,2001,69388.0,285740201649.8904,-22.6419700456433,-24.24386073482318,-23.90296924948344
1099,Norway,2001,4513751.0,266213131315.914,-22.7597721014184,-24.5487068596349,-24.4935820893005
1100,Oman,2001,2294787.0,104184076348.643,-22.1330191730474,-26.2164704863739,-25.3169374682304
1101,Pakistan,2001,141601437.0,493724373362.681,-22.2955624775079,-23.2080421965361,-22.5240432436644
1102,Palau,2001,19404.0,272598054.454544,-20.798602267777,-26.7614550029312,-22.95027060305105
1103,Panama,2001,3089684.0,32219497720.9882,-22.3584090480399,-23.9791158288142,-23.3764979624377
1104,Papua New Guinea,2001,5716152.0,9969284178.29171,-21.8577505665917,-21.3992658748704,-22.4322726529153
1105,Paraguay,2001,5406624.0,31996706533.9344,-22.8718387817219,-22.2849759520757,-22.2800723295892
1106,Peru,2001,26261363.0,171137244537.578,-22.5859074621288,-23.7166664185108,-23.7717068209888
1107,Philippines,2001,79665315.0,338979326483.167,-22.2678740699346,-24.055500333952,-22.8135583567013
1108,Pitcairn,2001,58956695.5,454828978830.5025,-21.82609007781635,-23.9608077923504,-23.424691085295
1109,Poland,2001,38248076.0,570678631177.838,-21.3843060856981,-23.8661152507488,-24.0358238138887
1110,Portugal,2001,10362722.0,272731071143.289,-22.1917388982677,-24.9226402244423,-24.308192663039
1111,Puerto Rico,2001,3818774.0,135974471720.56,-21.9758955890588,-25.61875144245215,-29.8363532156195
1112,Qatar,2001,616886.0,66657620462.8021,-21.7600522798499,-26.314862660462,-25.8751125232357
1113,Republic of Congo,2001,3315806.0,15001278806.2564,-22.3386774132266,-24.021318881283,-22.9529361800149
1114,Reunion,2001,12723888.0,132192525596.7312,-22.01783793801575,-23.91268013605905,-23.45094227419845
1115,Romania,2001,22131970.0,249383772387.206,-21.6969984628049,-23.8040413908351,-23.948948368382
1116,Russia,2001,145976083.0,2164691447196.98,-21.0953786729962,-24.2116045051598,-24.5613552362757
1117,Rwanda,2001,8329406.0,6969958493.20551,-23.3042616392316,-22.6014018092116,-21.1943654085381
1118,Saint Helena,2001,4187698.0,3940800563.558722,-22.8365095414795,-23.5811408638042,-22.54213635621075
1119,Saint Kitts and Nevis,2001,45990.0,911642633.911935,-22.3687574437274,-24.5608799183968,-23.8899073038834
1120,Saint Lucia,2001,158464.0,1508021920.26034,-22.1481446244439,-24.5938367639561,-24.1388083718543
1121,Saint Pierre and Miquelon,2001,133226.0,1168542957.745298,-22.2006660321588,-24.591932223433,-24.03103032568635
1122,Saint Vincent and the Grenadines,2001,107988.0,829063995.230257,-22.2531874398737,-24.5900276829099,-23.9232522795184
1123,Samoa,2001,175566.0,807751648.070909,-22.4300855810461,-23.2138877374828,-23.1102966812142
1124,San Marino,2001,27762.0,546742698.125279,-22.43539953418045,-23.34381576443225,-22.504000666599
1125,Sao Tome and Principe,2001,141622.0,285733748.179649,-22.4407134873148,-23.4737437913817,-21.8977046519838
1126,Saudi Arabia,2001,21303592.0,760189789608.814,-21.8395905443215,-25.7500156894483,-24.8038770260795
1127,Senegal,2001,10134497.0,19718100881.4342,-22.1796652565307,-21.6618329028169,-22.4391974695199
1128,Serbia,2001,7503433.0,63013029137.0788,-21.0322117617398,-23.4234273562567,-23.3234933489165
1129,Seychelles,2001,81202.0,1463117233.94719,-21.5597433260146,-25.8064117297858,-22.7880990555382
1130,Sierra Leone,2001,4739147.0,3868560390.62523,-22.6419229979464,-22.9143639159852,-20.6659771748647
1131,Singapore,2001,4138012.0,206004232139.003,-22.3054197032274,-26.0591973072751,-24.9035821784587
1132,Sint Maarten,2001,31189.0,146442575022.845,-21.91580804895855,-25.11226422625385,-24.73449904040895
1133,Slovakia,2001,5378867.0,86880917906.687,-21.5261963946897,-24.1653311452326,-24.5654159023592
1134,Slovenia,2001,1992060.0,46527958795.7851,-21.822766218278,-24.6055917031878,-24.0645894897221
