,country,year,DPT
1880,Vanuatu,2012,
1881,Venezuela,2012,253.9337
1882,Viet Nam,2012,352.5209
1883,Wallis and Futuna Islands,2012,
1884,Western Sahara,2012,
1885,Yemen,2012,821.5333
1886,Zambia,2012,2.5614
1887,Zimbabwe,2012,602.6428
1888,Afghanistan,2013,
1889,Albania,2013,0.0
1890,Algeria,2013,517.2753
1891,American Samoa,2013,
1892,Andorra,2013,
1893,Angola,2013,282.9679
1894,Anguilla,2013,
1895,Antigua and Barbuda,2013,
1896,Argentina,2013,372.4853
1897,Armenia,2013,170.5486
1898,Aruba,2013,
1899,Australia,2013,767.337
1900,Austria,2013,163.191
1901,Azerbaijan,2013,468.7942
1902,Bahamas,2013,
1903,Bahrain,2013,759.7513
1904,Bangladesh,2013,582.039
1905,Barbados,2013,
1906,Belarus,2013,278.4965
1907,Belgium,2013,194.777
1908,Belize,2013,
1909,Benin,2013,704.4335
1910,Bermuda,2013,
1911,Bhutan,2013,
1912,Bolivia,2013,393.6823
1913,Bosnia and Herzegovina,2013,764.3557
1914,Botswana,2013,1214.56
1915,Brazil,2013,135.1466
1916,British Virgin Islands,2013,
1917,Brunei Darussalam,2013,619.9875
1918,Bulgaria,2013,452.0588
1919,Burkina Faso,2013,
1920,Burundi,2013,
1921,Cambodia,2013,379.1811
1922,Cameroon,2013,230.4951
1923,Canada,2013,150.421
1924,Cape Verde,2013,
1925,Cayman Islands,2013,
1926,Central African Republic,2013,
1927,Chad,2013,
1928,Chile,2013,479.812
1929,China,2013,678.7991
1930,Colombia,2013,165.5165
1931,Comoros,2013,
1932,Cook Islands,2013,
1933,Costa Rica,2013,80.5059
1934,Cote d'Ivoire,2013,449.2446
1935,Croatia,2013,222.4392
1936,Cuba,2013,781.6474
1937,Curacao,2013,688.083
1938,Cyprus,2013,644.347
1939,Czech Republic,2013,465.957
1940,Dem. Rep. Congo,2013,0.3891
1941,Denmark,2013,233.487
1942,Djibouti,2013,
1943,Dominica,2013,
1944,Dominican Republic,2013,583.0775
1945,Ecuador,2013,348.9453
1946,Egypt,2013,428.6339
1947,El Salvador,2013,259.39
1948,Equatorial Guinea,2013,
1949,Eritrea,2013,857.0386
1950,Estonia,2013,748.665
1951,Ethiopia,2013,1.1036
1952,Faeroe Islands,2013,
1953,Falkland Islands,2013,
1954,Fiji,2013,
1955,Finland,2013,179.749
1956,France,2013,71.928
1957,French Guiana,2013,
1958,French Polynesia,2013,
1959,Gabon,2013,407.8185
1960,Gambia,2013,
1961,Georgia,2013,85.2148
1962,Germany,2013,451.045
1963,Ghana,2013,273.2402
1964,Gibraltar,2013,753.2063
1965,Greece,2013,647.376
1966,Greenland,2013,
1967,Grenada,2013,
1968,Guadeloupe,2013,
1969,Guam,2013,
1970,Guatemala,2013,289.9788
1971,Guinea,2013,
1972,Guinea-Bissau,2013,
1973,Guyana,2013,
1974,Haiti,2013,629.2739
1975,Holy See,2013,
1976,Honduras,2013,270.7616
1977,Hong Kong,2013,782.4102
1978,Hungary,2013,275.62
1979,Iceland,2013,0.129
1980,India,2013,782.2719
1981,Indonesia,2013,666.6189
1982,Iran,2013,582.1191
1983,Iraq,2013,1182.5296
1984,Ireland,2013,435.119
1985,Isle of Man,2013,
1986,Israel,2013,694.555
1987,Italy,2013,319.473
1988,Jamaica,2013,663.2449
1989,Japan,2013,568.673
1990,Jordan,2013,639.3961
1991,Kazakhstan,2013,437.1552
1992,Kenya,2013,279.1918
1993,Kiribati,2013,
1994,Kosovo,2013,975.77
1995,Kuwait,2013,740.5444
1996,Kyrgyzstan,2013,95.0966
1997,Laos,2013,
1998,Latvia,2013,154.2166
1999,Lebanon,2013,740.3317
2000,Lesotho,2013,
2001,Liberia,2013,
2002,Libya,2013,653.1851
2003,Liechtenstein,2013,
2004,Lithuania,2013,144.5549
2005,Luxembourg,2013,275.404
2006,Macao,2013,
2007,Macedonia,2013,710.6785
2008,Madagascar,2013,
2009,Malawi,2013,
2010,Malaysia,2013,693.0989
2011,Maldives,2013,
2012,Mali,2013,
2013,Malta,2013,727.3629
2014,Marshall Islands,2013,
2015,Martinique,2013,
2016,Mauritania,2013,
2017,Mauritius,2013,812.0256
2018,Mayotte,2013,
2019,Mexico,2013,481.741
2020,Micronesia,2013,
2021,Moldova,2013,375.4641
2022,Monaco,2013,
2023,Mongolia,2013,691.6006
2024,Montenegro,2013,389.3589
2025,Montserrat,2013,
2026,Morocco,2013,646.5428
2027,Mozambique,2013,11.7625
2028,Myanmar,2013,214.7914
2029,Namibia,2013,57.1014
2030,Nauru,2013,
2031,Nepal,2013,1.9451
2032,Netherlands,2013,384.062
2033,Netherlands Antilles,2013,
2034,New Caledonia,2013,
2035,New Zealand,2013,154.692
2036,Nicaragua,2013,343.9731
2037,Niger,2013,554.9264
2038,Nigeria,2013,411.6794
2039,Niue,2013,
2040,Norfolk Island,2013,
2041,North Korea,2013,292.0858
2042,Northern Mariana Islands,2013,
2043,Norway,2013,12.832
2044,Oman,2013,568.219
2045,Pakistan,2013,418.3312
2046,Palau,2013,
2047,Panama,2013,325.0392
2048,Papua New Guinea,2013,
2049,Paraguay,2013,0.0
2050,Peru,2013,251.1582
2051,Philippines,2013,576.9491
2052,Pitcairn,2013,
2053,Poland,2013,635.562
2054,Portugal,2013,274.443
2055,Puerto Rico,2013,
2056,Qatar,2013,496.5792
2057,Republic of Congo,2013,253.5295
2058,Reunion,2013,
2059,Romania,2013,341.1124
2060,Russia,2013,343.5686
2061,Rwanda,2013,
2062,Saint Helena,2013,
2063,Saint Kitts and Nevis,2013,
2064,Saint Lucia,2013,
2065,Saint Pierre and Miquelon,2013,
2066,Saint Vincent and the Grenadines,2013,
2067,Samoa,2013,
2068,San Marino,2013,
2069,Sao Tome and Principe,2013,
2070,Saudi Arabia,2013,727.0362
2071,Senegal,2013,583.7099
2072,Serbia,2013,665.7422
2073,Seychelles,2013,
2074,Sierra Leone,2013,
2075,Singapore,2013,455.5032
2076,Sint Maarten,2013,
2077,Slovakia,2013,189.743
2078,Slovenia,2013,314.843
2079,Solomon Islands,2013,
2080,Somalia,2013,
2081,South Africa,2013,941.4913
2082,South Korea,2013,512.703
2083,South Sudan,2013,856.1271
2084,Spain,2013,244.815
2085,Sri Lanka,2013,335.9301
2086,State of Palestine,2013,
2087,Sudan,2013,189.6238
2088,Suriname,2013,405.4538
2089,Svalbard and Jan Mayen Islands,2013,
2090,Swaziland,2013,
2091,Sweden,2013,35.157
2092,Switzerland,2013,36.712
2093,Syria,2013,555.6161
2094,Taiwan,2013,575.3675
2095,Tajikistan,2013,2.3058
2096,Tanzania,2013,478.9493
2097,Thailand,2013,528.9348
2098,Timor-Leste,2013,
2099,Togo,2013,206.5054
2100,Tokelau,2013,
2101,Tonga,2013,
2102,Trinidad and Tobago,2013,651.3805
2103,Tunisia,2013,443.3845
2104,Turkey,2013,428.68
2105,Turkmenistan,2013,859.4768
2106,Turks and Caicos Islands,2013,
2107,Tuvalu,2013,
2108,Uganda,2013,
2109,Ukraine,2013,364.3111
2110,United Arab Emirates,2013,620.1381
2111,United Kingdom,2013,455.98
2112,United States of America,2013,482.256
2113,United States Virgin Islands,2013,
2114,Uruguay,2013,124.2655
2115,Uzbekistan,2013,465.2491
2116,Vanuatu,2013,
2117,Venezuela,2013,247.5576
2118,Viet Nam,2013,355.441
2119,Wallis and Futuna Islands,2013,
2120,Western Sahara,2013,
2121,Yemen,2013,748.1739
2122,Zambia,2013,2.382
2123,Zimbabwe,2013,700.6917
2124,Afghanistan,2014,
2125,Albania,2014,0.0
2126,Algeria,2014,507.9131
2127,American Samoa,2014,
2128,Andorra,2014,
2129,Angola,2014,362.9059
2130,Anguilla,2014,
2131,Antigua and Barbuda,2014,
2132,Argentina,2014,393.8591
2133,Armenia,2014,200.1961
2134,Aruba,2014,
2135,Australia,2014,734.749
2136,Austria,2014,151.976
2137,Azerbaijan,2014,460.2849
2138,Bahamas,2014,
2139,Bahrain,2014,754.0351
2140,Bangladesh,2014,586.6227
2141,Barbados,2014,
2142,Belarus,2014,277.3446
2143,Belgium,2014,201.271
2144,Belize,2014,
2145,Benin,2014,697.1902
2146,Bermuda,2014,
2147,Bhutan,2014,
2148,Bolivia,2014,413.502
2149,Bosnia and Herzegovina,2014,829.1463
2150,Botswana,2014,1587.4482
2151,Brazil,2014,160.1817
2152,British Virgin Islands,2014,
2153,Brunei Darussalam,2014,625.5557
2154,Bulgaria,2014,454.7287
2155,Burkina Faso,2014,
2156,Burundi,2014,
2157,Cambodia,2014,396.7986
2158,Cameroon,2014,175.3892
2159,Canada,2014,146.294
2160,Cape Verde,2014,
2161,Cayman Islands,2014,
2162,Central African Republic,2014,
2163,Chad,2014,
2164,Chile,2014,399.183
2165,China,2014,652.7068
2166,Colombia,2014,185.5679
2167,Comoros,2014,
2168,Cook Islands,2014,
2169,Costa Rica,2014,72.7139
2170,Cote d'Ivoire,2014,454.1182
2171,Croatia,2014,200.9772
2172,Cuba,2014,769.8861
2173,Curacao,2014,687.6532
2174,Cyprus,2014,655.7832
2175,Czech Republic,2014,455.424
2176,Dem. Rep. Congo,2014,0.8203
2177,Denmark,2014,204.43
2178,Djibouti,2014,
2179,Dominica,2014,
2180,Dominican Republic,2014,548.1863
2181,Ecuador,2014,352.6386
2182,Egypt,2014,421.4127
2183,El Salvador,2014,264.4
2184,Equatorial Guinea,2014,
2185,Eritrea,2014,857.8973
2186,Estonia,2014,732.048
2187,Ethiopia,2014,1.0007
2188,Faeroe Islands,2014,
2189,Falkland Islands,2014,
2190,Fiji,2014,
2191,Finland,2014,165.958
2192,France,2014,48.898
2193,French Guiana,2014,
2194,French Polynesia,2014,
2195,Gabon,2014,460.2383
2196,Gambia,2014,
2197,Georgia,2014,108.753
2198,Germany,2014,440.54
2199,Ghana,2014,242.8195
2200,Gibraltar,2014,750.2172
2201,Greece,2014,667.243
2202,Greenland,2014,
2203,Grenada,2014,
2204,Guadeloupe,2014,
2205,Guam,2014,
2206,Guatemala,2014,306.307
2207,Guinea,2014,
2208,Guinea-Bissau,2014,
2209,Guyana,2014,
2210,Haiti,2014,782.7754
2211,Holy See,2014,
2212,Honduras,2014,445.9288
2213,Hong Kong,2014,795.1919
2214,Hungary,2014,269.405
2215,Iceland,2014,0.129
2216,India,2014,812.8108
2217,Indonesia,2014,736.4092
2218,Iran,2014,567.2471
2219,Iraq,2014,1176.8175
2220,Ireland,2014,425.202
2221,Isle of Man,2014,
2222,Israel,2014,649.776
2223,Italy,2014,308.258
2224,Jamaica,2014,615.1678
2225,Japan,2014,554.037
2226,Jordan,2014,655.9556
2227,Kazakhstan,2014,444.1766
2228,Kenya,2014,168.4469
2229,Kiribati,2014,
2230,Kosovo,2014,1009.8728
2231,Kuwait,2014,701.7102
2232,Kyrgyzstan,2014,116.9186
2233,Laos,2014,
2234,Latvia,2014,145.3504
2235,Lebanon,2014,713.2154
2236,Lesotho,2014,
2237,Liberia,2014,
2238,Libya,2014,659.5249
2239,Liechtenstein,2014,
2240,Lithuania,2014,115.5276
2241,Luxembourg,2014,265.292
2242,Macao,2014,
2243,Macedonia,2014,750.836
2244,Madagascar,2014,
2245,Malawi,2014,
2246,Malaysia,2014,665.6251
2247,Maldives,2014,
2248,Mali,2014,
2249,Malta,2014,712.6593
2250,Marshall Islands,2014,
2251,Martinique,2014,
2252,Mauritania,2014,
2253,Mauritius,2014,827.8855
2254,Mayotte,2014,
2255,Mexico,2014,457.068
2256,Micronesia,2014,
2257,Moldova,2014,395.0309
2258,Monaco,2014,
2259,Mongolia,2014,678.4564
2260,Montenegro,2014,468.9619
2261,Montserrat,2014,
2262,Morocco,2014,707.8142
2263,Mozambique,2014,41.3329
2264,Myanmar,2014,279.2525
2265,Namibia,2014,8.984
2266,Nauru,2014,
2267,Nepal,2014,28.8259
2268,Netherlands,2014,404.27
2269,Netherlands Antilles,2014,
2270,New Caledonia,2014,
2271,New Zealand,2014,130.436
2272,Nicaragua,2014,330.8283
2273,Niger,2014,676.3174
2274,Nigeria,2014,415.9628
2275,Niue,2014,
2276,Norfolk Island,2014,
2277,North Korea,2014,339.6692
2278,Northern Mariana Islands,2014,
2279,Norway,2014,13.081
2280,Oman,2014,548.7145
2281,Pakistan,2014,425.2557
2282,Palau,2014,
2283,Panama,2014,351.9302
2284,Papua New Guinea,2014,
2285,Paraguay,2014,0.0574
2286,Peru,2014,254.1013
2287,Philippines,2014,603.996
2288,Pitcairn,2014,
2289,Poland,2014,629.922
2290,Portugal,2014,265.879
2291,Puerto Rico,2014,
2292,Qatar,2014,497.0696
2293,Republic of Congo,2014,265.896
2294,Reunion,2014,
2295,Romania,2014,314.2583
2296,Russia,2014,319.6686
2297,Rwanda,2014,
2298,Saint Helena,2014,
2299,Saint Kitts and Nevis,2014,
2300,Saint Lucia,2014,
2301,Saint Pierre and Miquelon,2014,
2302,Saint Vincent and the Grenadines,2014,
2303,Samoa,2014,
2304,San Marino,2014,
2305,Sao Tome and Principe,2014,
2306,Saudi Arabia,2014,711.1488
2307,Senegal,2014,583.8491
2308,Serbia,2014,616.1077
2309,Seychelles,2014,
2310,Sierra Leone,2014,
2311,Singapore,2014,440.9032
2312,Sint Maarten,2014,
2313,Slovakia,2014,178.949
2314,Slovenia,2014,233.249
2315,Solomon Islands,2014,
2316,Somalia,2014,
2317,South Africa,2014,1009.3647
2318,South Korea,2014,494.891
2319,South Sudan,2014,854.3525
2320,Spain,2014,255.192
2321,Sri Lanka,2014,545.2631
2322,State of Palestine,2014,
2323,Sudan,2014,176.6843
2324,Suriname,2014,374.5422
2325,Svalbard and Jan Mayen Islands,2014,
2326,Swaziland,2014,
2327,Sweden,2014,30.829
2328,Switzerland,2014,34.15
2329,Syria,2014,537.24
2330,Taiwan,2014,580.9225
2331,Tajikistan,2014,10.8703
2332,Tanzania,2014,389.2164
2333,Thailand,2014,531.3023
2334,Timor-Leste,2014,
2335,Togo,2014,135.2465
2336,Tokelau,2014,
2337,Tonga,2014,
2338,Trinidad and Tobago,2014,619.8005
2339,Tunisia,2014,458.061
2340,Turkey,2014,478.023
2341,Turkmenistan,2014,811.2903
2342,Turks and Caicos Islands,2014,
2343,Tuvalu,2014,
2344,Uganda,2014,
2345,Ukraine,2014,370.4403
2346,United Arab Emirates,2014,643.3694
2347,United Kingdom,2014,409.378
2348,United States of America,2014,478.882
2349,United States Virgin Islands,2014,
2350,Uruguay,2014,43.0529
2351,Uzbekistan,2014,464.853
2352,Vanuatu,2014,
2353,Venezuela,2014,243.4356
2354,Viet Nam,2014,354.8956
2355,Wallis and Futuna Islands,2014,
2356,Western Sahara,2014,
2357,Yemen,2014,736.8368
2358,Zambia,2014,18.3914
2359,Zimbabwe,2014,674.6229
