,country,year,DCT
2223,Italy,2006,-22.2713133397674
2224,Jamaica,2006,-21.3964131659026
2225,Japan,2006,-22.0738659127201
2226,Jordan,2006,-21.6993606881727
2227,Kazakhstan,2006,-21.1168158919594
2228,Kenya,2006,-22.9162550121411
2229,Kiribati,2006,-21.6708058083445
2230,Kosovo,2006,
2231,Kuwait,2006,-21.9080081105252
2232,Kyrgyzstan,2006,-21.5704151690743
2233,Laos,2006,-23.1965154342115
2234,Latvia,2006,-22.4031170259103
2235,Lebanon,2006,-21.8994963235568
2236,Lesotho,2006,-21.3998086925977
2237,Liberia,2006,-21.7594572561703
2238,Libya,2006,-21.896074874526
2239,Liechtenstein,2006,
2240,Lithuania,2006,-22.3549458066109
2241,Luxembourg,2006,-22.0248224205643
2242,Macao,2006,
2243,Macedonia,2006,-21.4987921211183
2244,Madagascar,2006,-23.4902713562461
2245,Malawi,2006,-23.2548099319745
2246,Malaysia,2006,-21.7872706234229
2247,Maldives,2006,-22.11940888334
2248,Mali,2006,-23.9440138316483
2249,Malta,2006,-22.1543965523944
2250,Marshall Islands,2006,-21.340401440596
2251,Martinique,2006,
2252,Mauritania,2006,-22.6559130719301
2253,Mauritius,2006,-22.3379261125597
2254,Mayotte,2006,
2255,Mexico,2006,-22.0749675869322
2256,Micronesia,2006,-21.7862169586963
2257,Moldova,2006,-21.1756119754678
2258,Monaco,2006,
2259,Mongolia,2006,-21.0132904595098
2260,Montenegro,2006,-21.9405845305489
2261,Montserrat,2006,
2262,Morocco,2006,-22.0831086686999
2263,Mozambique,2006,-22.9076801783038
2264,Myanmar,2006,-23.2094754731255
2265,Namibia,2006,-22.5667901111617
2266,Nauru,2006,
2267,Nepal,2006,-23.5486355106502
2268,Netherlands,2006,-22.2223975783423
2269,Netherlands Antilles,2006,
2270,New Caledonia,2006,
2271,New Zealand,2006,-22.1051188811368
2272,Nicaragua,2006,-22.2746581721762
2273,Niger,2006,-23.3958680328287
2274,Nigeria,2006,-22.6373836754913
2275,Niue,2006,
2276,Norfolk Island,2006,
2277,North Korea,2006,
2278,Northern Mariana Islands,2006,
2279,Norway,2006,-22.797981063755
2280,Oman,2006,-21.8170548260035
2281,Pakistan,2006,-22.2921467425688
2282,Palau,2006,-20.8062167534487
2283,Panama,2006,-22.4462022042212
2284,Papua New Guinea,2006,-21.6938208518223
2285,Paraguay,2006,-22.9777281062907
2286,Peru,2006,-22.6915333014849
2287,Philippines,2006,-22.5207463859242
2288,Pitcairn,2006,
2289,Poland,2006,-21.5149932254677
2290,Portugal,2006,-22.2669811800512
2291,Puerto Rico,2006,
2292,Qatar,2006,-21.6982732891291
2293,Republic of Congo,2006,-22.0531746083504
2294,Reunion,2006,
2295,Romania,2006,-21.94573204187
2296,Russia,2006,-21.3564625754438
2297,Rwanda,2006,-23.6677233015054
2298,Saint Helena,2006,
2299,Saint Kitts and Nevis,2006,-22.4157818474491
2300,Saint Lucia,2006,-22.3353456720382
2301,Saint Pierre and Miquelon,2006,
2302,Saint Vincent and the Grenadines,2006,-22.3251828992325
2303,Samoa,2006,-22.5044239017897
2304,San Marino,2006,
2305,Sao Tome and Principe,2006,-22.2248106868093
2306,Saudi Arabia,2006,-21.8451486484937
2307,Senegal,2006,-22.1411669664642
2308,Serbia,2006,-21.1921096091031
2309,Seychelles,2006,-21.5133061429745
2310,Sierra Leone,2006,-22.8683498126092
2311,Singapore,2006,-22.7392043175431
2312,Sint Maarten,2006,
2313,Slovakia,2006,-21.8378289177901
2314,Slovenia,2006,-21.9659019089926
2315,Solomon Islands,2006,-22.3075125816046
2316,Somalia,2006,-22.4459780405956
2317,South Africa,2006,-21.1030593323198
2318,South Korea,2006,-21.6907612400708
2319,South Sudan,2006,
2320,Spain,2006,-22.1706700513131
2321,Sri Lanka,2006,-23.1049547693768
2322,State of Palestine,2006,
2323,Sudan,2006,-22.9628534935638
2324,Suriname,2006,-22.142961116271
2325,Svalbard and Jan Mayen Islands,2006,
2326,Swaziland,2006,-22.7860897291966
2327,Sweden,2006,-22.815836219728
2328,Switzerland,2006,-22.9095148456825
2329,Syria,2006,-21.1883519645134
2330,Taiwan,2006,-21.5800247963083
2331,Tajikistan,2006,-22.261159622732
2332,Tanzania,2006,-23.2073974014313
2333,Thailand,2006,-21.9977079728374
2334,Timor-Leste,2006,-22.6983146633622
2335,Togo,2006,-22.4122255318452
2336,Tokelau,2006,
2337,Tonga,2006,-22.0754907859291
2338,Trinidad and Tobago,2006,-21.2753559291959
2339,Tunisia,2006,-22.0661989110181
2340,Turkey,2006,-22.1786988668788
2341,Turkmenistan,2006,-20.3490807947219
2342,Turks and Caicos Islands,2006,
2343,Tuvalu,2006,-22.1213133911429
2344,Uganda,2006,-23.4622682381452
2345,Ukraine,2006,-20.895322628404
2346,United Arab Emirates,2006,-22.0538866212581
2347,United Kingdom,2006,-22.1643694659232
2348,United States of America,2006,-21.7046282344957
2349,United States Virgin Islands,2006,
2350,Uruguay,2006,-22.6737842438283
2351,Uzbekistan,2006,-20.4583533325544
2352,Vanuatu,2006,-23.2442967911188
2353,Venezuela,2006,-21.8307279680206
2354,Viet Nam,2006,-21.8542933085763
2355,Wallis and Futuna Islands,2006,
2356,Western Sahara,2006,
2357,Yemen,2006,-22.2266504017268
2358,Zambia,2006,-23.3937257436427
2359,Zimbabwe,2006,-21.4614475399843
2360,Afghanistan,2007,-23.4364864627907
2361,Albania,2007,-22.5051261851253
2362,Algeria,2007,-22.1705975542386
2363,American Samoa,2007,
2364,Andorra,2007,
2365,Angola,2007,-22.2995196805621
2366,Anguilla,2007,
2367,Antigua and Barbuda,2007,-22.2666094243045
2368,Argentina,2007,-22.1494036727357
2369,Armenia,2007,-22.1059811501613
2370,Aruba,2007,
2371,Australia,2007,-21.4915471717768
2372,Austria,2007,-22.3389714673669
2373,Azerbaijan,2007,-22.1409613224431
2374,Bahamas,2007,-22.3614977231148
2375,Bahrain,2007,-21.3760214000771
2376,Bangladesh,2007,-22.7944605599678
2377,Barbados,2007,-21.9045509550164
2378,Belarus,2007,-21.4997192832698
2379,Belgium,2007,-22.1670934264199
2380,Belize,2007,-22.3233165584182
2381,Benin,2007,-21.9309014516491
2382,Bermuda,2007,
2383,Bhutan,2007,-22.9791026627576
2384,Bolivia,2007,-22.0930965191607
2385,Bosnia and Herzegovina,2007,-21.3320605779855
2386,Botswana,2007,-22.4877567330666
2387,Brazil,2007,-22.6852302030139
2388,British Virgin Islands,2007,
2389,Brunei Darussalam,2007,-22.2417199669325
2390,Bulgaria,2007,-21.4647025858356
2391,Burkina Faso,2007,-23.1594263253194
2392,Burundi,2007,-24.1622965309677
2393,Cambodia,2007,-22.8956717192719
2394,Cameroon,2007,-22.5042990062378
2395,Canada,2007,-21.6048957309999
2396,Cape Verde,2007,-22.413373954541
2397,Cayman Islands,2007,
2398,Central African Republic,2007,-23.4048637663187
2399,Chad,2007,-24.428217481613
2400,Chile,2007,-22.2589286337983
2401,China,2007,-21.0184780496122
2402,Colombia,2007,-22.7408091393437
2403,Comoros,2007,-22.9290456055618
2404,Cook Islands,2007,
2405,Costa Rica,2007,-22.6619984115143
2406,Cote d'Ivoire,2007,-22.896238690356
2407,Croatia,2007,-22.1482218587113
2408,Cuba,2007,-22.6750961738892
2409,Curacao,2007,
2410,Cyprus,2007,-21.9050018190566
2411,Czech Republic,2007,-21.5972760736111
2412,Dem. Rep. Congo,2007,-23.6481744247616
2413,Denmark,2007,-22.2805101716553
2414,Djibouti,2007,-22.16403066344
2415,Dominica,2007,-22.2143206800537
2416,Dominican Republic,2007,-22.2792204786142
2417,Ecuador,2007,-22.1580334548597
2418,Egypt,2007,-22.0566913044451
2419,El Salvador,2007,-22.5115630181259
2420,Equatorial Guinea,2007,-22.4429692119989
2421,Eritrea,2007,-23.2635580612939
2422,Estonia,2007,-21.340431352348
2423,Ethiopia,2007,-23.1388886586457
2424,Faeroe Islands,2007,
2425,Falkland Islands,2007,
2426,Fiji,2007,-22.3953905492974
2427,Finland,2007,-21.9604479023969
2428,France,2007,-22.6168931335749
2429,French Guiana,2007,
2430,French Polynesia,2007,
2431,Gabon,2007,-22.5078852528213
2432,Gambia,2007,-22.6168954501328
2433,Georgia,2007,-22.217176343043
2434,Germany,2007,-22.1674437409112
2435,Ghana,2007,-22.6010639477743
2436,Gibraltar,2007,
2437,Greece,2007,-21.9276544687535
2438,Greenland,2007,
2439,Grenada,2007,-22.3792578655257
2440,Guadeloupe,2007,
2441,Guam,2007,
2442,Guatemala,2007,-22.7019070179116
2443,Guinea,2007,-22.5385893892695
2444,Guinea-Bissau,2007,-22.855556273228
2445,Guyana,2007,-21.6547532461293
2446,Haiti,2007,-22.5490703217431
2447,Holy See,2007,
2448,Honduras,2007,-21.9543990432561
2449,Hong Kong,2007,
2450,Hungary,2007,-22.1871334385225
2451,Iceland,2007,-22.4585084867123
2452,India,2007,-21.8955359055605
2453,Indonesia,2007,-22.25022570074
2454,Iran,2007,-21.526836407781
2455,Iraq,2007,-22.163252868225
2456,Ireland,2007,-22.2874946197501
2457,Isle of Man,2007,
2458,Israel,2007,-21.8440684571946
2459,Italy,2007,-22.3026959561096
2460,Jamaica,2007,-21.4164751896148
2461,Japan,2007,-22.0550060430151
2462,Jordan,2007,-21.7315333984581
2463,Kazakhstan,2007,-21.1542864559206
2464,Kenya,2007,-22.9696655779706
2465,Kiribati,2007,-21.9979702011672
2466,Kosovo,2007,
2467,Kuwait,2007,-21.9798514038812
2468,Kyrgyzstan,2007,-21.4573974106133
2469,Laos,2007,-23.8036798562843
2470,Latvia,2007,-22.4570736575383
2471,Lebanon,2007,-22.0810453869333
2472,Lesotho,2007,-21.4227541518368
2473,Liberia,2007,-21.964643531679
2474,Libya,2007,-22.0209060987303
2475,Liechtenstein,2007,
2476,Lithuania,2007,-22.4486843060718
2477,Luxembourg,2007,-22.1500326910338
2478,Macao,2007,
2479,Macedonia,2007,-21.5144680109873
2480,Madagascar,2007,-23.4773219936026
2481,Malawi,2007,-23.3791330834437
2482,Malaysia,2007,-21.7868124648587
2483,Maldives,2007,-22.1877079791398
2484,Mali,2007,-23.9106585703653
2485,Malta,2007,-22.1335439201842
2486,Marshall Islands,2007,-21.2983700054865
2487,Martinique,2007,
2488,Mauritania,2007,-22.5476109763463
2489,Mauritius,2007,-22.3667089265582
2490,Mayotte,2007,
2491,Mexico,2007,-22.0819536841562
2492,Micronesia,2007,-21.6243265201758
2493,Moldova,2007,-21.2253433785524
2494,Monaco,2007,
2495,Mongolia,2007,-21.0637648186937
2496,Montenegro,2007,-22.1061000728089
2497,Montserrat,2007,
2498,Morocco,2007,-22.0856571476536
2499,Mozambique,2007,-22.7990665209888
2500,Myanmar,2007,-23.2952732095853
2501,Namibia,2007,-22.5954966409356
2502,Nauru,2007,-20.6248832155722
2503,Nepal,2007,-23.5510591083917
2504,Netherlands,2007,-22.25380926971
2505,Netherlands Antilles,2007,
2506,New Caledonia,2007,
2507,New Zealand,2007,-22.1638926706376
2508,Nicaragua,2007,-22.2998898927826
2509,Niger,2007,-23.3475406670733
2510,Nigeria,2007,-22.7197041421299
2511,Niue,2007,
2512,Norfolk Island,2007,
2513,North Korea,2007,
2514,Northern Mariana Islands,2007,
2515,Norway,2007,-22.8114648764193
2516,Oman,2007,-21.7562870303143
2517,Pakistan,2007,-22.2413397875271
2518,Palau,2007,-20.8196709390129
2519,Panama,2007,-22.5925080990696
2520,Papua New Guinea,2007,-21.4119403388698
2521,Paraguay,2007,-22.9977395643783
2522,Peru,2007,-22.6790311870333
2523,Philippines,2007,-22.5309537498902
2524,Pitcairn,2007,
2525,Poland,2007,-21.5847869497721
2526,Portugal,2007,-22.2861673223106
2527,Puerto Rico,2007,
2528,Qatar,2007,-21.75093739286
2529,Republic of Congo,2007,-21.9997151917981
2530,Reunion,2007,
2531,Romania,2007,-22.0318066663433
2532,Russia,2007,-21.4378037124088
2533,Rwanda,2007,-23.6936266785721
2534,Saint Helena,2007,
2535,Saint Kitts and Nevis,2007,-22.3440417571791
2536,Saint Lucia,2007,-22.2847987610943
2537,Saint Pierre and Miquelon,2007,
2538,Saint Vincent and the Grenadines,2007,-22.3165335695698
2539,Samoa,2007,-22.5222468652434
2540,San Marino,2007,
2541,Sao Tome and Principe,2007,-22.2568286464537
2542,Saudi Arabia,2007,-21.8489623474882
2543,Senegal,2007,-22.0805480043591
2544,Serbia,2007,-21.2783710034053
2545,Seychelles,2007,-21.7459716322754
2546,Sierra Leone,2007,-23.0793821150955
2547,Singapore,2007,-22.7970589403875
2548,Sint Maarten,2007,
2549,Slovakia,2007,-21.9587900778578
2550,Slovenia,2007,-22.0351667264548
2551,Solomon Islands,2007,-22.2929996246087
2552,Somalia,2007,-22.5044903158318
2553,South Africa,2007,-21.1090820344525
2554,South Korea,2007,-21.7202087564318
2555,South Sudan,2007,
2556,Spain,2007,-22.1709376202374
2557,Sri Lanka,2007,-23.0797660108883
2558,State of Palestine,2007,
2559,Sudan,2007,-22.994229223468
2560,Suriname,2007,-22.2743253315594
2561,Svalbard and Jan Mayen Islands,2007,
2562,Swaziland,2007,-22.7799646504979
2563,Sweden,2007,-22.8840245303169
2564,Switzerland,2007,-22.9943159424182
2565,Syria,2007,-21.248368043206
2566,Taiwan,2007,-21.6839745943723
2567,Tajikistan,2007,-22.1414816779851
2568,Tanzania,2007,-23.2999167008112
2569,Thailand,2007,-22.0242842673632
2570,Timor-Leste,2007,-22.7864981926191
2571,Togo,2007,-22.3635899019521
2572,Tokelau,2007,
2573,Tonga,2007,-22.1543013252871
2574,Trinidad and Tobago,2007,-21.2495518279585
2575,Tunisia,2007,-22.1114592990303
2576,Turkey,2007,-22.1267652786269
2577,Turkmenistan,2007,-20.3319349669304
2578,Turks and Caicos Islands,2007,
2579,Tuvalu,2007,-21.7774189501507
2580,Uganda,2007,-23.4131286310309
2581,Ukraine,2007,-20.9488466470233
2582,United Arab Emirates,2007,-22.0033596595118
2583,United Kingdom,2007,-22.2129845803713
2584,United States of America,2007,-21.7076021270869
2585,United States Virgin Islands,2007,
2586,Uruguay,2007,-22.820356445185
2587,Uzbekistan,2007,-20.5455888764064
2588,Vanuatu,2007,-22.5638505900746
2589,Venezuela,2007,-21.8923538982386
2590,Viet Nam,2007,-21.8247570729328
2591,Wallis and Futuna Islands,2007,
2592,Western Sahara,2007,
2593,Yemen,2007,-22.1982983770948
2594,Zambia,2007,-23.8096741290226
2595,Zimbabwe,2007,-21.4333780347398
2596,Afghanistan,2008,-22.855163489679
2597,Albania,2008,-22.5909168043037
2598,Algeria,2008,-22.1505328103256
2599,American Samoa,2008,
2600,Andorra,2008,
2601,Angola,2008,-22.3614719169859
2602,Anguilla,2008,
2603,Antigua and Barbuda,2008,-22.2441532225092
2604,Argentina,2008,-22.1261268319566
2605,Armenia,2008,-22.0809709059406
2606,Aruba,2008,
2607,Australia,2008,-21.5213417415042
2608,Austria,2008,-22.351536615024
2609,Azerbaijan,2008,-22.171035683849
2610,Bahamas,2008,-22.4601149270937
2611,Bahrain,2008,-21.3625605499266
2612,Bangladesh,2008,-22.7123601649812
2613,Barbados,2008,-21.7360873279479
2614,Belarus,2008,-21.5474512515941
2615,Belgium,2008,-22.1500144698242
2616,Belize,2008,-22.4435022588314
2617,Benin,2008,-21.9924877296658
2618,Bermuda,2008,
2619,Bhutan,2008,-22.9623146256275
2620,Bolivia,2008,-22.0668219103946
2621,Bosnia and Herzegovina,2008,-21.2912358621507
2622,Botswana,2008,-22.532264587452
2623,Brazil,2008,-22.6767541436832
2624,British Virgin Islands,2008,
2625,Brunei Darussalam,2008,-22.1658164387101
2626,Bulgaria,2008,-21.5646095336945
2627,Burkina Faso,2008,-23.0632481303071
2628,Burundi,2008,-24.1924966693174
2629,Cambodia,2008,-22.8265238788321
2630,Cameroon,2008,-22.5234722153171
2631,Canada,2008,-21.6402087933505
2632,Cape Verde,2008,-22.5529845151462
2633,Cayman Islands,2008,
2634,Central African Republic,2008,-23.4251969485517
2635,Chad,2008,-24.3600956951404
2636,Chile,2008,-22.237952013909698
2637,China,2008,-21.0886012170879
2638,Colombia,2008,-22.7638941340623
2639,Comoros,2008,-22.8979489649372
2640,Cook Islands,2008,
2641,Costa Rica,2008,-22.7188875225145
2642,Cote d'Ivoire,2008,-22.7986642012884
2643,Croatia,2008,-22.2198956637923
2644,Cuba,2008,-22.7484057689468
2645,Curacao,2008,
2646,Cyprus,2008,-21.9217936181649
2647,Czech Republic,2008,-21.6686001518627
2648,Dem. Rep. Congo,2008,-23.6434506382473
2649,Denmark,2008,-22.3376417324002
2650,Djibouti,2008,-22.1440376647698
2651,Dominica,2008,-22.4372578011418
2652,Dominican Republic,2008,-22.2996374872959
2653,Ecuador,2008,-22.2054273079905
2654,Egypt,2008,-22.0885950224847
2655,El Salvador,2008,-22.632989259573
2656,Equatorial Guinea,2008,-22.6734408293935
2657,Eritrea,2008,-23.2852520153123
2658,Estonia,2008,-21.371274839729
2659,Ethiopia,2008,-23.1515280621638
2660,Faeroe Islands,2008,
2661,Falkland Islands,2008,
2662,Fiji,2008,-22.6642395116287
2663,Finland,2008,-22.106745722509
2664,France,2008,-22.631061785968
2665,French Guiana,2008,
2666,French Polynesia,2008,
2667,Gabon,2008,-22.4596344170712
2668,Gambia,2008,-22.6318358471773
2669,Georgia,2008,-22.3879514415971
2670,Germany,2008,-22.1681558122577
2671,Ghana,2008,-22.7588570065817
2672,Gibraltar,2008,
2673,Greece,2008,-21.9773149697
2674,Greenland,2008,
2675,Grenada,2008,-22.3289843883526
2676,Guadeloupe,2008,
2677,Guam,2008,
2678,Guatemala,2008,-22.8350549309101
2679,Guinea,2008,-22.4808597132286
2680,Guinea-Bissau,2008,-22.9031267636058
2681,Guyana,2008,-21.6766770739152
2682,Haiti,2008,-22.5545034105698
2683,Holy See,2008,
2684,Honduras,2008,-22.0224346746927
2685,Hong Kong,2008,
2686,Hungary,2008,-22.2103689427567
2687,Iceland,2008,-22.5609943718203
2688,India,2008,-21.870495884151
2689,Indonesia,2008,-22.3129271622447
2690,Iran,2008,-21.5154814451626
2691,Iraq,2008,-22.1366740196092
2692,Ireland,2008,-22.2537899091431
2693,Isle of Man,2008,
2694,Israel,2008,-21.8724330913712
2695,Italy,2008,-22.3245899868681
2696,Jamaica,2008,-21.5882730923874
2697,Japan,2008,-22.1178462540054
2698,Jordan,2008,-21.8307561593099
2699,Kazakhstan,2008,-20.9822548349538
2700,Kenya,2008,-22.9133226783685
2701,Kiribati,2008,-21.9103301744793
2702,Kosovo,2008,
2703,Kuwait,2008,-21.9449115926363
2704,Kyrgyzstan,2008,-21.3903281072418
2705,Laos,2008,-23.8394874722652
2706,Latvia,2008,-22.4704762390798
2707,Lebanon,2008,-21.9217151821318
2708,Lesotho,2008,-21.4634758688469
2709,Liberia,2008,-22.2007285870974
2710,Libya,2008,-21.9408384506049
2711,Liechtenstein,2008,
2712,Lithuania,2008,-22.4811190855017
2713,Luxembourg,2008,-22.1474919449893
2714,Macao,2008,
2715,Macedonia,2008,-21.5909012716195
2716,Madagascar,2008,-23.5045495990141
2717,Malawi,2008,-23.2745892312378
2718,Malaysia,2008,-21.7566510971112
2719,Maldives,2008,-22.2302294248913
2720,Mali,2008,-23.8973054377888
2721,Malta,2008,-22.2302727901803
2722,Marshall Islands,2008,-21.2818759988638
2723,Martinique,2008,
2724,Mauritania,2008,-22.5098466344485
2725,Mauritius,2008,-22.3958530015608
2726,Mayotte,2008,
2727,Mexico,2008,-22.0662821709139
2728,Micronesia,2008,-21.7702470468335
2729,Moldova,2008,-21.3089363367052
2730,Monaco,2008,
2731,Mongolia,2008,-21.1499792978781
2732,Montenegro,2008,-21.9227744046584
2733,Montserrat,2008,
2734,Morocco,2008,-22.0934814084643
2735,Mozambique,2008,-22.856777539389
2736,Myanmar,2008,-23.6706306453011
2737,Namibia,2008,-22.5017240260536
2738,Nauru,2008,-20.9206769790558
2739,Nepal,2008,-23.5072716873915
2740,Netherlands,2008,-22.2643567210085
2741,Netherlands Antilles,2008,
2742,New Caledonia,2008,
2743,New Zealand,2008,-22.1196393704537
2744,Nicaragua,2008,-22.3654671054272
2745,Niger,2008,-23.3831142145039
2746,Nigeria,2008,-22.7590084699715
2747,Niue,2008,
2748,Norfolk Island,2008,
2749,North Korea,2008,
2750,Northern Mariana Islands,2008,
2751,Norway,2008,-22.8384384717169
2752,Oman,2008,-21.8530318167195
2753,Pakistan,2008,-22.280079617657
2754,Palau,2008,-20.790741474913
2755,Panama,2008,-22.671659151815
2756,Papua New Guinea,2008,-21.7204466679091
2757,Paraguay,2008,-22.9855376199811
2758,Peru,2008,-22.6421153410537
2759,Philippines,2008,-22.5415595632197
2760,Pitcairn,2008,
2761,Poland,2008,-21.6416655072235
2762,Portugal,2008,-22.3700533773227
2763,Puerto Rico,2008,
2764,Qatar,2008,-21.822300420625
2765,Republic of Congo,2008,-22.0027920444084
2766,Reunion,2008,
2767,Romania,2008,-22.1225889144217
2768,Russia,2008,-21.4749549460325
2769,Rwanda,2008,-23.8195167905909
2770,Saint Helena,2008,
2771,Saint Kitts and Nevis,2008,-22.4050607973676
2772,Saint Lucia,2008,-22.2975514884746
2773,Saint Pierre and Miquelon,2008,
2774,Saint Vincent and the Grenadines,2008,-22.3412411549014
2775,Samoa,2008,-22.4906144625566
2776,San Marino,2008,
2777,Sao Tome and Principe,2008,-22.3355120166661
2778,Saudi Arabia,2008,-21.8436216691787
2779,Senegal,2008,-22.0861448197782
2780,Serbia,2008,-21.3636124748701
2781,Seychelles,2008,-21.6473078546938
2782,Sierra Leone,2008,-23.0982604409003
2783,Singapore,2008,-22.8165545692206
2784,Sint Maarten,2008,
2785,Slovakia,2008,-22.0152342972168
2786,Slovenia,2008,-21.9999011760216
2787,Solomon Islands,2008,-22.3215356809125
2788,Somalia,2008,-22.5931654538396
2789,South Africa,2008,-21.0639540780716
2790,South Korea,2008,-21.7261626320576
2791,South Sudan,2008,
2792,Spain,2008,-22.2809640552378
2793,Sri Lanka,2008,-23.1942113299261
2794,State of Palestine,2008,
2795,Sudan,2008,-22.9937436544532
2796,Suriname,2008,-22.2870082553058
2797,Svalbard and Jan Mayen Islands,2008,
2798,Swaziland,2008,-22.792685724055
2799,Sweden,2008,-22.9233007172838
2800,Switzerland,2008,-22.9824762630159
2801,Syria,2008,-21.301549452698
2802,Taiwan,2008,-21.7767017632898
2803,Tajikistan,2008,-22.2879698279463
2804,Tanzania,2008,-23.3217323102044
2805,Thailand,2008,-22.0251131489421
2806,Timor-Leste,2008,-22.8239638330573
2807,Togo,2008,-22.1627992255602
2808,Tokelau,2008,
2809,Tonga,2008,-22.1222578761233
2810,Trinidad and Tobago,2008,-21.3052956877062
2811,Tunisia,2008,-22.1396974938149
2812,Turkey,2008,-22.1320585079441
2813,Turkmenistan,2008,-20.4574224690313
2814,Turks and Caicos Islands,2008,
2815,Tuvalu,2008,-21.8542249876499
2816,Uganda,2008,-23.3976356284107
2817,Ukraine,2008,-21.0142095421848
2818,United Arab Emirates,2008,-21.8607621614173
2819,United Kingdom,2008,-22.2339923106634
2820,United States of America,2008,-21.7360772318694
2821,United States Virgin Islands,2008,
2822,Uruguay,2008,-22.609567974861
2823,Uzbekistan,2008,-20.6385840932988
2824,Vanuatu,2008,-22.6640822328301
2825,Venezuela,2008,-21.7451279529032
2826,Viet Nam,2008,-21.7707344033462
2827,Wallis and Futuna Islands,2008,
2828,Western Sahara,2008,
2829,Yemen,2008,-22.1673508949361
2830,Zambia,2008,-23.7716046471191
2831,Zimbabwe,2008,-21.4887336263291
2832,Afghanistan,2009,-22.5700831875088
2833,Albania,2009,-22.5872935364571
2834,Algeria,2009,-22.0918393075106
2835,American Samoa,2009,
2836,Andorra,2009,
2837,Angola,2009,-22.3065725544445
2838,Anguilla,2009,
2839,Antigua and Barbuda,2009,-22.0566338952808
2840,Argentina,2009,-22.109151726604
2841,Armenia,2009,-22.1558170251483
2842,Aruba,2009,
2843,Australia,2009,-21.5242335076209
2844,Austria,2009,-22.4037005340765
2845,Azerbaijan,2009,-22.4232790428554
2846,Bahamas,2009,-22.3261742274868
2847,Bahrain,2009,-21.388114847215
2848,Bangladesh,2009,-22.6748055496281
2849,Barbados,2009,-21.6971942620853
2850,Belarus,2009,-21.5909996890578
2851,Belgium,2009,-22.2003899926768
2852,Belize,2009,-22.1554089770411
2853,Benin,2009,-21.9414824068083
2854,Bermuda,2009,
2855,Bhutan,2009,-23.0995239702166
2856,Bolivia,2009,-22.0391145624173
2857,Bosnia and Herzegovina,2009,-21.2714674319769
2858,Botswana,2009,-22.3822964112736
2859,Brazil,2009,-22.7334743795362
2860,British Virgin Islands,2009,
2861,Brunei Darussalam,2009,-22.1212650599249
2862,Bulgaria,2009,-21.6725789801704
2863,Burkina Faso,2009,-23.0848176654219
2864,Burundi,2009,-24.2456411761051
2865,Cambodia,2009,-22.6798313467852
2866,Cameroon,2009,-22.4739828341143
2867,Canada,2009,-21.6678735647044
2868,Cape Verde,2009,-22.4293844997453
2869,Cayman Islands,2009,
2870,Central African Republic,2009,-23.4421449092791
2871,Chad,2009,-24.438041580188
2872,Chile,2009,-22.2721874922387
2873,China,2009,-21.1072204470608
2874,Colombia,2009,-22.7315118082523
2875,Comoros,2009,-22.7010381672822
2876,Cook Islands,2009,
2877,Costa Rica,2009,-22.7514247676326
2878,Cote d'Ivoire,2009,-22.9069444822053
2879,Croatia,2009,-22.2065477649045
2880,Cuba,2009,-22.6280864082311
2881,Curacao,2009,
2882,Cyprus,2009,-21.9392378343564
2883,Czech Republic,2009,-21.6832197328138
2884,Dem. Rep. Congo,2009,-23.6481670250206
2885,Denmark,2009,-22.3342294203917
2886,Djibouti,2009,-22.2695114933401
2887,Dominica,2009,-22.4254912747463
2888,Dominican Republic,2009,-22.3341495235611
2889,Ecuador,2009,-22.1447187362901
2890,Egypt,2009,-22.0981482808132
2891,El Salvador,2009,-22.6150963717933
2892,Equatorial Guinea,2009,-22.581062157418
2893,Eritrea,2009,-23.2799862321191
2894,Estonia,2009,-21.4085978765439
2895,Ethiopia,2009,-23.2284914252895
2896,Faeroe Islands,2009,
2897,Falkland Islands,2009,
2898,Fiji,2009,-22.7721720023047
2899,Finland,2009,-22.0690186706675
2900,France,2009,-22.6501920831492
2901,French Guiana,2009,
2902,French Polynesia,2009,
2903,Gabon,2009,-22.4439251720333
2904,Gambia,2009,-22.6647793931448
2905,Georgia,2009,-22.1929911069147
2906,Germany,2009,-22.1840085769621
2907,Ghana,2009,-22.6473787818767
2908,Gibraltar,2009,
2909,Greece,2009,-21.9900324727931
2910,Greenland,2009,
2911,Grenada,2009,-22.2605566183518
2912,Guadeloupe,2009,
2913,Guam,2009,
2914,Guatemala,2009,-22.7992536288748
2915,Guinea,2009,-22.4451019471189
2916,Guinea-Bissau,2009,-22.9039582951719
2917,Guyana,2009,-21.7046296956972
2918,Haiti,2009,-22.6177918657318
2919,Holy See,2009,
2920,Honduras,2009,-22.0532188582107
2921,Hong Kong,2009,
2922,Hungary,2009,-22.2457696253831
2923,Iceland,2009,-22.5074632447438
2924,India,2009,-21.835421130808
2925,Indonesia,2009,-22.3133866031069
2926,Iran,2009,-21.5055382284362
2927,Iraq,2009,-21.9473460384147
2928,Ireland,2009,-22.3312927020919
2929,Isle of Man,2009,
2930,Israel,2009,-21.8949405871552
2931,Italy,2009,-22.3821391513024
2932,Jamaica,2009,-21.7902167279401
2933,Japan,2009,-22.1199139356798
2934,Jordan,2009,-21.8593778121332
2935,Kazakhstan,2009,-21.1202411767256
2936,Kenya,2009,-22.7791858378762
2937,Kiribati,2009,-22.223377156284
2938,Kosovo,2009,
2939,Kuwait,2009,-21.7858826175916
2940,Kyrgyzstan,2009,-21.5310134019737
2941,Laos,2009,-23.6270537822797
