,country,year,DBT
2208,Guinea-Bissau,2006,-21.8649144032468
2209,Guyana,2006,-23.013846658325
2210,Haiti,2006,-22.0534755254909
2211,Holy See,2006,
2212,Honduras,2006,-22.7665505856717
2213,Hong Kong,2006,-25.2055691215068
2214,Hungary,2006,-24.7841406504553
2215,Iceland,2006,-25.060109836749
2216,India,2006,-22.5760812226335
2217,Indonesia,2006,-22.9749580739394
2218,Iran,2006,-24.5599462841196
2219,Iraq,2006,-24.2258028438073
2220,Ireland,2006,-25.2395002602675
2221,Isle of Man,2006,
2222,Israel,2006,-25.6996776355494
2223,Italy,2006,-25.0074325337142
2224,Jamaica,2006,-23.1131491261306
2225,Japan,2006,-25.4711675030131
2226,Jordan,2006,-24.7865323590031
2227,Kazakhstan,2006,-24.8300256669079
2228,Kenya,2006,-21.7951785100772
2229,Kiribati,2006,-23.3187832228864
2230,Kosovo,2006,
2231,Kuwait,2006,-25.9773584036678
2232,Kyrgyzstan,2006,-23.9934635654677
2233,Laos,2006,-22.3588155106003
2234,Latvia,2006,-23.5970480856623
2235,Lebanon,2006,-24.9560106758199
2236,Lesotho,2006,-21.7129923111402
2237,Liberia,2006,-20.0684115536018
2238,Libya,2006,-24.3070397992248
2239,Liechtenstein,2006,
2240,Lithuania,2006,-24.0951602314579
2241,Luxembourg,2006,-24.2696794648437
2242,Macao,2006,-25.8571745955241
2243,Macedonia,2006,-23.7997500276988
2244,Madagascar,2006,-21.6543269206632
2245,Malawi,2006,-21.4395761329249
2246,Malaysia,2006,-24.0563976101686
2247,Maldives,2006,-23.4248479540628
2248,Mali,2006,-22.1714380947509
2249,Malta,2006,-25.1142370139418
2250,Marshall Islands,2006,
2251,Martinique,2006,
2252,Mauritania,2006,-22.1538983853234
2253,Mauritius,2006,-23.4838566697842
2254,Mayotte,2006,
2255,Mexico,2006,-24.6890608314468
2256,Micronesia,2006,-27.8563169292782
2257,Moldova,2006,-24.0752220183142
2258,Monaco,2006,
2259,Mongolia,2006,-23.4471313941583
2260,Montenegro,2006,-20.9881884151352
2261,Montserrat,2006,
2262,Morocco,2006,-24.253248023226
2263,Mozambique,2006,-20.9188744699054
2264,Myanmar,2006,-21.9479507515567
2265,Namibia,2006,-23.6469954144124
2266,Nauru,2006,
2267,Nepal,2006,-21.5489952539638
2268,Netherlands,2006,-25.490138839244
2269,Netherlands Antilles,2006,
2270,New Caledonia,2006,
2271,New Zealand,2006,-24.6151796575424
2272,Nicaragua,2006,-22.4835339493206
2273,Niger,2006,-21.0269571084597
2274,Nigeria,2006,-21.9756139215208
2275,Niue,2006,
2276,Norfolk Island,2006,
2277,North Korea,2006,
2278,Northern Mariana Islands,2006,
2279,Norway,2006,-24.7424155579742
2280,Oman,2006,-25.2053554028302
2281,Pakistan,2006,-22.7252024429489
2282,Palau,2006,
2283,Panama,2006,-23.656628373586
2284,Papua New Guinea,2006,-22.4916944043206
2285,Paraguay,2006,-22.2503840704029
2286,Peru,2006,-23.921525544204
2287,Philippines,2006,-23.1906502815687
2288,Pitcairn,2006,
2289,Poland,2006,-24.0943124184777
2290,Portugal,2006,-24.5510128732065
2291,Puerto Rico,2006,-29.8171578032513
2292,Qatar,2006,-25.7786532162169
2293,Republic of Congo,2006,-22.9716269041165
2294,Reunion,2006,
2295,Romania,2006,-24.0761531950187
2296,Russia,2006,-25.0941327621656
2297,Rwanda,2006,-21.5179407017189
2298,Saint Helena,2006,
2299,Saint Kitts and Nevis,2006,-24.8359555566691
2300,Saint Lucia,2006,-24.5403329062187
2301,Saint Pierre and Miquelon,2006,
2302,Saint Vincent and the Grenadines,2006,-24.2707594136885
2303,Samoa,2006,-23.2758657245448
2304,San Marino,2006,
2305,Sao Tome and Principe,2006,-22.4904575692031
2306,Saudi Arabia,2006,-24.9546581315907
2307,Senegal,2006,-22.6161822646073
2308,Serbia,2006,-23.4036353437437
2309,Seychelles,2006,-22.7558204149362
2310,Sierra Leone,2006,-21.1013105351983
2311,Singapore,2006,-25.3759315966935
2312,Sint Maarten,2006,
2313,Slovakia,2006,-25.023576597337
2314,Slovenia,2006,-24.3775368643571
2315,Solomon Islands,2006,-22.6115750540286
2316,Somalia,2006,-19.84665844188
2317,South Africa,2006,-23.2875565167401
2318,South Korea,2006,-24.3252553144005
2319,South Sudan,2006,
2320,Spain,2006,-24.5986851968443
2321,Sri Lanka,2006,-22.9782669513691
2322,State of Palestine,2006,
2323,Sudan,2006,-22.2539906200974
2324,Suriname,2006,-24.3830379781579
2325,Svalbard and Jan Mayen Islands,2006,
2326,Swaziland,2006,-23.0114532804278
2327,Sweden,2006,-25.3545817137754
2328,Switzerland,2006,-25.8839586450206
2329,Syria,2006,-23.7418557664524
2330,Taiwan,2006,-24.5700023836544
2331,Tajikistan,2006,-25.6961764286964
2332,Tanzania,2006,-21.4107673706163
2333,Thailand,2006,-23.1367402201447
2334,Timor-Leste,2006,-22.2928602108858
2335,Togo,2006,-21.1844156568085
2336,Tokelau,2006,
2337,Tonga,2006,-27.5789746427856
2338,Trinidad and Tobago,2006,-25.1311383467626
2339,Tunisia,2006,-23.8126508652841
2340,Turkey,2006,-24.2357251529146
2341,Turkmenistan,2006,-24.936209924814
2342,Turks and Caicos Islands,2006,
2343,Tuvalu,2006,
2344,Uganda,2006,-21.1212187275916
2345,Ukraine,2006,-24.1624210709765
2346,United Arab Emirates,2006,-25.6299948005403
2347,United Kingdom,2006,-25.4883050076151
2348,United States of America,2006,-25.0408067348937
2349,United States Virgin Islands,2006,
2350,Uruguay,2006,-23.9752987166444
2351,Uzbekistan,2006,-25.1352753421702
2352,Vanuatu,2006,-23.64062872797
2353,Venezuela,2006,-24.4523238945945
2354,Viet Nam,2006,-21.937045159296
2355,Wallis and Futuna Islands,2006,
2356,Western Sahara,2006,
2357,Yemen,2006,-24.8475936157788
2358,Zambia,2006,-21.6150162902112
2359,Zimbabwe,2006,-21.1914421363611
2360,Afghanistan,2007,-23.3168848160642
2361,Albania,2007,-23.8334350121093
2362,Algeria,2007,-25.0978603350525
2363,American Samoa,2007,
2364,Andorra,2007,
2365,Angola,2007,-22.6885517755445
2366,Anguilla,2007,
2367,Antigua and Barbuda,2007,-24.7421706092508
2368,Argentina,2007,-24.2011925247453
2369,Armenia,2007,-27.0924391449997
2370,Aruba,2007,
2371,Australia,2007,-24.3828479322458
2372,Austria,2007,-24.9667741343775
2373,Azerbaijan,2007,-26.0476841969287
2374,Bahamas,2007,-24.1960568879229
2375,Bahrain,2007,-26.0298477239747
2376,Bangladesh,2007,-22.9164803825253
2377,Barbados,2007,-24.4265623705031
2378,Belarus,2007,-24.2490152052401
2379,Belgium,2007,-25.2091395194064
2380,Belize,2007,-22.9580205964023
2381,Benin,2007,-21.9465984794418
2382,Bermuda,2007,-25.4671590131968
2383,Bhutan,2007,-21.8562655003177
2384,Bolivia,2007,-23.0631877573754
2385,Bosnia and Herzegovina,2007,-23.3094802565179
2386,Botswana,2007,-23.4515576994525
2387,Brazil,2007,-23.3944446333746
2388,British Virgin Islands,2007,
2389,Brunei Darussalam,2007,-25.5092548741883
2390,Bulgaria,2007,-23.9275942612471
2391,Burkina Faso,2007,-21.0972916929171
2392,Burundi,2007,-20.5361853903057
2393,Cambodia,2007,-21.6369885548345
2394,Cameroon,2007,-22.4113084157646
2395,Canada,2007,-24.5075229127791
2396,Cape Verde,2007,-23.7445009414325
2397,Cayman Islands,2007,
2398,Central African Republic,2007,-21.3193189974614
2399,Chad,2007,-21.8676933349858
2400,Chile,2007,-23.5284733172653
2401,China,2007,-22.6884278700619
2402,Colombia,2007,-24.054340938856
2403,Comoros,2007,-22.1208108400494
2404,Cook Islands,2007,
2405,Costa Rica,2007,-23.6698876091578
2406,Cote d'Ivoire,2007,-22.0883923498924
2407,Croatia,2007,-23.9168012206816
2408,Cuba,2007,-24.7685054114933
2409,Curacao,2007,
2410,Cyprus,2007,-24.6008376586052
2411,Czech Republic,2007,-24.2514144128716
2412,Dem. Rep. Congo,2007,-20.4187575949634
2413,Denmark,2007,-25.1258314367547
2414,Djibouti,2007,-21.6139873658425
2415,Dominica,2007,-23.9945574612597
2416,Dominican Republic,2007,-23.6835618394532
2417,Ecuador,2007,-23.6744584868983
2418,Egypt,2007,-24.5118227287901
2419,El Salvador,2007,-23.2018849345113
2420,Equatorial Guinea,2007,-24.8351398519661
2421,Eritrea,2007,-22.3312805375407
2422,Estonia,2007,-23.914384269252
2423,Ethiopia,2007,-20.8321315710603
2424,Faeroe Islands,2007,
2425,Falkland Islands,2007,
2426,Fiji,2007,-23.5766726152556
2427,Finland,2007,-24.3531150516867
2428,France,2007,-25.0957965967443
2429,French Guiana,2007,
2430,French Polynesia,2007,
2431,Gabon,2007,-23.1420668296218
2432,Gambia,2007,-21.9457875797991
2433,Georgia,2007,-23.8767063943032
2434,Germany,2007,-25.6460305134524
2435,Ghana,2007,-22.1508178980206
2436,Gibraltar,2007,
2437,Greece,2007,-24.8133442372314
2438,Greenland,2007,
2439,Grenada,2007,-23.3926483724881
2440,Guadeloupe,2007,
2441,Guam,2007,
2442,Guatemala,2007,-23.0766053911808
2443,Guinea,2007,-21.0515691242766
2444,Guinea-Bissau,2007,-21.8741397996641
2445,Guyana,2007,-23.0761712629985
2446,Haiti,2007,-22.0272535837456
2447,Holy See,2007,
2448,Honduras,2007,-22.6768263618607
2449,Hong Kong,2007,-25.2522792172128
2450,Hungary,2007,-24.8355977631564
2451,Iceland,2007,-25.0829204544266
2452,India,2007,-22.6306462216312
2453,Indonesia,2007,-23.0294391349772
2454,Iran,2007,-24.6038846795637
2455,Iraq,2007,-24.2202727127456
2456,Ireland,2007,-25.2632556363564
2457,Isle of Man,2007,
2458,Israel,2007,-25.752027675041
2459,Italy,2007,-25.0382496023227
2460,Jamaica,2007,-23.1099677999649
2461,Japan,2007,-25.5445127938524
2462,Jordan,2007,-24.9384301581516
2463,Kazakhstan,2007,-23.2554968267726
2464,Kenya,2007,-21.8334438999551
2465,Kiribati,2007,-23.4490725067361
2466,Kosovo,2007,
2467,Kuwait,2007,-26.0185140805659
2468,Kyrgyzstan,2007,-23.7158605835199
2469,Laos,2007,-22.4205475916052
2470,Latvia,2007,-23.6750035951988
2471,Lebanon,2007,-25.1047715617333
2472,Lesotho,2007,-21.7598001480615
2473,Liberia,2007,-20.1385130303415
2474,Libya,2007,-24.3437641151723
2475,Liechtenstein,2007,
2476,Lithuania,2007,-24.2012536989114
2477,Luxembourg,2007,-24.4441293392737
2478,Macao,2007,-26.1293594231079
2479,Macedonia,2007,-23.8520272092109
2480,Madagascar,2007,-21.689526034117
2481,Malawi,2007,-21.5235384175962
2482,Malaysia,2007,-24.1663116785591
2483,Maldives,2007,-23.7077999492451
2484,Mali,2007,-22.1949871301627
2485,Malta,2007,-25.082355724328
2486,Marshall Islands,2007,
2487,Martinique,2007,
2488,Mauritania,2007,-22.1968483940991
2489,Mauritius,2007,-23.5277883380755
2490,Mayotte,2007,
2491,Mexico,2007,-24.6967022461132
2492,Micronesia,2007,-27.8286512216067
2493,Moldova,2007,-24.0975080304082
2494,Monaco,2007,
2495,Mongolia,2007,-23.4880846406918
2496,Montenegro,2007,-21.0806529253712
2497,Montserrat,2007,
2498,Morocco,2007,-24.2922172126772
2499,Mozambique,2007,-20.9531503058577
2500,Myanmar,2007,-22.0572189849725
2501,Namibia,2007,-23.6967196602249
2502,Nauru,2007,
2503,Nepal,2007,-21.5669923778596
2504,Netherlands,2007,-25.5711753254348
2505,Netherlands Antilles,2007,
2506,New Caledonia,2007,
2507,New Zealand,2007,-24.6598737558997
2508,Nicaragua,2007,-22.7293476764019
2509,Niger,2007,-21.0270028795545
2510,Nigeria,2007,-22.0218755572556
2511,Niue,2007,
2512,Norfolk Island,2007,
2513,North Korea,2007,
2514,Northern Mariana Islands,2007,
2515,Norway,2007,-24.7607930446424
2516,Oman,2007,-25.2063051799905
2517,Pakistan,2007,-22.7166877024756
2518,Palau,2007,
2519,Panama,2007,-23.7381674210134
2520,Papua New Guinea,2007,-22.598017061114
2521,Paraguay,2007,-22.1861921823575
2522,Peru,2007,-23.9313172895511
2523,Philippines,2007,-23.2989609008332
2524,Pitcairn,2007,
2525,Poland,2007,-24.1492104020107
2526,Portugal,2007,-24.5734191148858
2527,Puerto Rico,2007,-29.8905672471765
2528,Qatar,2007,-25.8557599783933
2529,Republic of Congo,2007,-22.9810388424162
2530,Reunion,2007,
2531,Romania,2007,-24.1737529320336
2532,Russia,2007,-25.2358120843107
2533,Rwanda,2007,-21.5905197057219
2534,Saint Helena,2007,
2535,Saint Kitts and Nevis,2007,-25.212314612677
2536,Saint Lucia,2007,-24.5323710142895
2537,Saint Pierre and Miquelon,2007,
2538,Saint Vincent and the Grenadines,2007,-24.2961085912858
2539,Samoa,2007,-23.5514533987243
2540,San Marino,2007,
2541,Sao Tome and Principe,2007,-22.4087219743173
2542,Saudi Arabia,2007,-24.9927951594698
2543,Senegal,2007,-22.4309279564616
2544,Serbia,2007,-23.452045504309
2545,Seychelles,2007,-22.7617968796638
2546,Sierra Leone,2007,-21.1864454530123
2547,Singapore,2007,-25.5140272915788
2548,Sint Maarten,2007,
2549,Slovakia,2007,-25.0568966866812
2550,Slovenia,2007,-24.4716423021142
2551,Solomon Islands,2007,-22.6028004376428
2552,Somalia,2007,-19.9107263254412
2553,South Africa,2007,-23.2825480770234
2554,South Korea,2007,-24.3785573336882
2555,South Sudan,2007,
2556,Spain,2007,-24.6276480348803
2557,Sri Lanka,2007,-23.0429738207905
2558,State of Palestine,2007,
2559,Sudan,2007,-22.4181466932767
2560,Suriname,2007,-24.4804238671974
2561,Svalbard and Jan Mayen Islands,2007,
2562,Swaziland,2007,-22.9257483871564
2563,Sweden,2007,-25.3996373301054
2564,Switzerland,2007,-25.9386847602534
2565,Syria,2007,-23.7879629726493
2566,Taiwan,2007,-24.7217067964406
2567,Tajikistan,2007,-25.4865401876938
2568,Tanzania,2007,-21.4607903649046
2569,Thailand,2007,-23.1635668120568
2570,Timor-Leste,2007,-22.5594845704777
2571,Togo,2007,-21.1871606889595
2572,Tokelau,2007,
2573,Tonga,2007,-27.5240674496848
2574,Trinidad and Tobago,2007,-25.0197453216846
2575,Tunisia,2007,-23.8658507904615
2576,Turkey,2007,-24.2316996997698
2577,Turkmenistan,2007,-25.1402618837291
2578,Turks and Caicos Islands,2007,
2579,Tuvalu,2007,
2580,Uganda,2007,-21.1949187773654
2581,Ukraine,2007,-24.2537234529915
2582,United Arab Emirates,2007,-25.7108608683236
2583,United Kingdom,2007,-25.5094061852802
2584,United States of America,2007,-25.0559185426789
2585,United States Virgin Islands,2007,
2586,Uruguay,2007,-23.9978915669728
2587,Uzbekistan,2007,-25.2396693852795
2588,Vanuatu,2007,-23.7599103134926
2589,Venezuela,2007,-24.7096126522844
2590,Viet Nam,2007,-21.9959958448903
2591,Wallis and Futuna Islands,2007,
2592,Western Sahara,2007,
2593,Yemen,2007,-24.8246009120851
2594,Zambia,2007,-21.6781733324799
2595,Zimbabwe,2007,-21.1513301908601
2596,Afghanistan,2008,-23.331469459939
2597,Albania,2008,-23.8546292533078
2598,Algeria,2008,-25.1662907080333
2599,American Samoa,2008,
2600,Andorra,2008,
2601,Angola,2008,-22.7745048182511
2602,Anguilla,2008,
2603,Antigua and Barbuda,2008,-24.7573320828886
2604,Argentina,2008,-24.2309046062562
2605,Armenia,2008,-27.1916915579491
2606,Aruba,2008,
2607,Australia,2008,-24.4026043891865
2608,Austria,2008,-24.9798870180203
2609,Azerbaijan,2008,-26.0322537004446
2610,Bahamas,2008,-24.1922376764379
2611,Bahrain,2008,-26.1460471985358
2612,Bangladesh,2008,-22.9456579513294
2613,Barbados,2008,-24.4876861928064
2614,Belarus,2008,-24.2753598034056
2615,Belgium,2008,-25.1932292931474
2616,Belize,2008,-23.0229184671804
2617,Benin,2008,-21.9694294588653
2618,Bermuda,2008,-25.5118023968669
2619,Bhutan,2008,-21.9014618139083
2620,Bolivia,2008,-22.9962399950323
2621,Bosnia and Herzegovina,2008,-23.337262986403
2622,Botswana,2008,-23.4618044605392
2623,Brazil,2008,-23.3732135715926
2624,British Virgin Islands,2008,
2625,Brunei Darussalam,2008,-25.5277870191892
2626,Bulgaria,2008,-23.9808506272457
2627,Burkina Faso,2008,-21.0172888420759
2628,Burundi,2008,-20.5643216658175
2629,Cambodia,2008,-21.6744145796013
2630,Cameroon,2008,-22.4184731112194
2631,Canada,2008,-24.5283888894536
2632,Cape Verde,2008,-23.7787449097292
2633,Cayman Islands,2008,
2634,Central African Republic,2008,-21.3255567996776
2635,Chad,2008,-21.8757402223932
2636,Chile,2008,-23.538660409887
2637,China,2008,-22.6883645917847
2638,Colombia,2008,-24.1245196817672
2639,Comoros,2008,-22.0826945761137
2640,Cook Islands,2008,
2641,Costa Rica,2008,-23.7273102813294
2642,Cote d'Ivoire,2008,-22.0963405923006
2643,Croatia,2008,-24.0264935991255
2644,Cuba,2008,-24.8417336538441
2645,Curacao,2008,
2646,Cyprus,2008,-24.7262963901828
2647,Czech Republic,2008,-24.3201746864182
2648,Dem. Rep. Congo,2008,-20.4480375576934
2649,Denmark,2008,-25.1346564357103
2650,Djibouti,2008,-21.6248201237245
2651,Dominica,2008,-24.0990016702491
2652,Dominican Republic,2008,-23.7321583261279
2653,Ecuador,2008,-23.7321309535061
2654,Egypt,2008,-24.6330838394525
2655,El Salvador,2008,-23.1953116333136
2656,Equatorial Guinea,2008,-24.9894892007868
2657,Eritrea,2008,-22.2089743844059
2658,Estonia,2008,-23.9011832657359
2659,Ethiopia,2008,-20.9008418669418
2660,Faeroe Islands,2008,
2661,Falkland Islands,2008,
2662,Fiji,2008,-23.6151440177026
2663,Finland,2008,-24.4407169207756
2664,France,2008,-25.1332864454022
2665,French Guiana,2008,
2666,French Polynesia,2008,
2667,Gabon,2008,-23.1042891983687
2668,Gambia,2008,-21.9728632616441
2669,Georgia,2008,-23.9385824494401
2670,Germany,2008,-25.6663518002036
2671,Ghana,2008,-22.2277632193947
2672,Gibraltar,2008,
2673,Greece,2008,-24.9434705264176
2674,Greenland,2008,
2675,Grenada,2008,-23.4239110041429
2676,Guadeloupe,2008,
2677,Guam,2008,
2678,Guatemala,2008,-23.0946133162272
2679,Guinea,2008,-21.0854139751838
2680,Guinea-Bissau,2008,-21.8752441802466
2681,Guyana,2008,-23.1411582221383
2682,Haiti,2008,-22.0445359262845
2683,Holy See,2008,
2684,Honduras,2008,-22.7248015139036
2685,Hong Kong,2008,-25.3353798949946
2686,Hungary,2008,-24.870363321397
2687,Iceland,2008,-25.1744430474964
2688,India,2008,-22.6303461767194
2689,Indonesia,2008,-23.0880103986305
2690,Iran,2008,-24.5624220995862
2691,Iraq,2008,-24.2757503802763
2692,Ireland,2008,-25.2723374702533
2693,Isle of Man,2008,
2694,Israel,2008,-25.8225807648064
2695,Italy,2008,-25.0891434603509
2696,Jamaica,2008,-22.661676176473
2697,Japan,2008,-25.6379706215534
2698,Jordan,2008,-25.2048841193652
2699,Kazakhstan,2008,-23.1932928463718
2700,Kenya,2008,-21.8134947038759
2701,Kiribati,2008,-23.4832129852635
2702,Kosovo,2008,
2703,Kuwait,2008,-25.9718444582768
2704,Kyrgyzstan,2008,-23.9158710349774
2705,Laos,2008,-22.4564559909039
2706,Latvia,2008,-23.7162638961894
2707,Lebanon,2008,-25.0676649425648
2708,Lesotho,2008,-21.8151010984691
2709,Liberia,2008,-20.1676222888952
2710,Libya,2008,-24.299173801513
2711,Liechtenstein,2008,
2712,Lithuania,2008,-24.2714768858225
2713,Luxembourg,2008,-24.4745581162711
2714,Macao,2008,-26.1715735618724
2715,Macedonia,2008,-23.8827600643016
2716,Madagascar,2008,-21.7241130993131
2717,Malawi,2008,-21.5861782946375
2718,Malaysia,2008,-24.2074034321887
2719,Maldives,2008,-23.8427245054615
2720,Mali,2008,-22.2185119581827
2721,Malta,2008,-25.0648310098407
2722,Marshall Islands,2008,
2723,Martinique,2008,
2724,Mauritania,2008,-22.168920613653
2725,Mauritius,2008,-23.5403325316884
2726,Mayotte,2008,
2727,Mexico,2008,-24.7146282574276
2728,Micronesia,2008,-27.79436350324
2729,Moldova,2008,-24.0354664542843
2730,Monaco,2008,
2731,Mongolia,2008,-23.5271164788526
2732,Montenegro,2008,-21.0123614287547
2733,Montserrat,2008,
2734,Morocco,2008,-24.3599809851091
2735,Mozambique,2008,-20.9873624912888
2736,Myanmar,2008,-22.1538266571829
2737,Namibia,2008,-23.6638756592801
2738,Nauru,2008,
2739,Nepal,2008,-21.5934454522164
2740,Netherlands,2008,-25.6535216666911
2741,Netherlands Antilles,2008,
2742,New Caledonia,2008,
2743,New Zealand,2008,-24.6841874199216
2744,Nicaragua,2008,-22.794848377509
2745,Niger,2008,-21.095397988652
2746,Nigeria,2008,-22.0572126105364
2747,Niue,2008,
2748,Norfolk Island,2008,
2749,North Korea,2008,
2750,Northern Mariana Islands,2008,
2751,Norway,2008,-24.8064247187261
2752,Oman,2008,-25.220734620694
2753,Pakistan,2008,-22.7388182743211
2754,Palau,2008,
2755,Panama,2008,-23.8121500159933
2756,Papua New Guinea,2008,-22.664215321434
2757,Paraguay,2008,-22.2136429736688
2758,Peru,2008,-24.0602360664628
2759,Philippines,2008,-23.3439956930633
2760,Pitcairn,2008,
2761,Poland,2008,-24.1790716952948
2762,Portugal,2008,-24.6477574440706
2763,Puerto Rico,2008,-29.8731129581475
2764,Qatar,2008,-25.7646844797412
2765,Republic of Congo,2008,-22.9664612899568
2766,Reunion,2008,
2767,Romania,2008,-24.1164943584771
2768,Russia,2008,-25.2446241812487
2769,Rwanda,2008,-21.6808362457973
2770,Saint Helena,2008,
2771,Saint Kitts and Nevis,2008,-25.2944395682234
2772,Saint Lucia,2008,-24.5997171305879
2773,Saint Pierre and Miquelon,2008,
2774,Saint Vincent and the Grenadines,2008,-24.3401205469863
2775,Samoa,2008,-23.6234480087046
2776,San Marino,2008,
2777,Sao Tome and Principe,2008,-22.4399350610297
2778,Saudi Arabia,2008,-25.085161607824
2779,Senegal,2008,-22.4181806760648
2780,Serbia,2008,-23.3690952920431
2781,Seychelles,2008,-22.7131945004897
2782,Sierra Leone,2008,-21.2219009367644
2783,Singapore,2008,-25.5726593725433
2784,Sint Maarten,2008,
2785,Slovakia,2008,-25.0846009786911
2786,Slovenia,2008,-24.4543168241788
2787,Solomon Islands,2008,-22.6527587209947
2788,Somalia,2008,-19.9530581719823
2789,South Africa,2008,-23.2929801637591
2790,South Korea,2008,-24.4458994871071
2791,South Sudan,2008,
2792,Spain,2008,-24.7412522064175
2793,Sri Lanka,2008,-23.1387720774503
2794,State of Palestine,2008,
2795,Sudan,2008,-22.4986502885357
2796,Suriname,2008,-24.5719888790868
2797,Svalbard and Jan Mayen Islands,2008,
2798,Swaziland,2008,-23.0526047420329
2799,Sweden,2008,-25.4607929937569
2800,Switzerland,2008,-25.8963292282985
2801,Syria,2008,-23.9758219792758
2802,Taiwan,2008,-24.8468358787071
2803,Tajikistan,2008,-25.4971469797301
2804,Tanzania,2008,-21.482133186428
2805,Thailand,2008,-23.1753297358654
2806,Timor-Leste,2008,-22.6696868094819
2807,Togo,2008,-21.1826342388448
2808,Tokelau,2008,
2809,Tonga,2008,-27.5278524853481
2810,Trinidad and Tobago,2008,-25.0310601103052
2811,Tunisia,2008,-23.9193996221598
2812,Turkey,2008,-24.1947154723533
2813,Turkmenistan,2008,-25.2315560010241
2814,Turks and Caicos Islands,2008,
2815,Tuvalu,2008,
2816,Uganda,2008,-21.2561463806613
2817,Ukraine,2008,-24.2766451758104
2818,United Arab Emirates,2008,-25.8147484085163
2819,United Kingdom,2008,-25.5107599291495
2820,United States of America,2008,-25.2228642789965
2821,United States Virgin Islands,2008,
2822,Uruguay,2008,-23.8509614768095
2823,Uzbekistan,2008,-25.3804296483388
2824,Vanuatu,2008,-23.8444006122664
2825,Venezuela,2008,-24.7299315678953
2826,Viet Nam,2008,-22.031845915594
2827,Wallis and Futuna Islands,2008,
2828,Western Sahara,2008,
2829,Yemen,2008,-24.9079454776892
2830,Zambia,2008,-21.7299833070231
2831,Zimbabwe,2008,-20.9548204430238
2832,Afghanistan,2009,-23.4948049587257
2833,Albania,2009,-24.1823859321982
2834,Algeria,2009,-24.7620913619153
2835,American Samoa,2009,
2836,Andorra,2009,
2837,Angola,2009,-22.8081925575885
2838,Anguilla,2009,
2839,Antigua and Barbuda,2009,-24.6585501691603
2840,Argentina,2009,-24.3724273606422
2841,Armenia,2009,-25.768930554274
2842,Aruba,2009,
2843,Australia,2009,-24.4524702234081
2844,Austria,2009,-25.0315177680085
2845,Azerbaijan,2009,-26.350902495976
2846,Bahamas,2009,-24.1953683948637
2847,Bahrain,2009,-26.2213307019224
2848,Bangladesh,2009,-22.9709107112278
2849,Barbados,2009,-24.4673574811493
2850,Belarus,2009,-24.2209708315589
2851,Belgium,2009,-25.2213472705173
2852,Belize,2009,-23.0459715871979
2853,Benin,2009,-21.9335906916137
2854,Bermuda,2009,-25.5083427896376
2855,Bhutan,2009,-21.9416608562863
2856,Bolivia,2009,-23.0013998267909
2857,Bosnia and Herzegovina,2009,-23.0471784815061
2858,Botswana,2009,-23.3885970158532
2859,Brazil,2009,-23.4416097327084
2860,British Virgin Islands,2009,
2861,Brunei Darussalam,2009,-25.5664892478201
2862,Bulgaria,2009,-24.0168813883538
2863,Burkina Faso,2009,-21.0206688139535
2864,Burundi,2009,-20.5709166112282
2865,Cambodia,2009,-21.6432387779804
2866,Cameroon,2009,-22.3809961497371
2867,Canada,2009,-24.4799380342127
2868,Cape Verde,2009,-23.7461870655222
2869,Cayman Islands,2009,
2870,Central African Republic,2009,-21.3156710014928
2871,Chad,2009,-21.8832525199563
2872,Chile,2009,-23.555181718044
2873,China,2009,-22.7619797741506
2874,Colombia,2009,-24.1190598474227
2875,Comoros,2009,-22.0768153781836
2876,Cook Islands,2009,
2877,Costa Rica,2009,-23.7531298011432
2878,Cote d'Ivoire,2009,-22.1024825891275
2879,Croatia,2009,-24.0252823720465
2880,Cuba,2009,-24.7073344758644
2881,Curacao,2009,
2882,Cyprus,2009,-24.7963736618918
2883,Czech Republic,2009,-24.2937732044721
2884,Dem. Rep. Congo,2009,-20.4436362598989
2885,Denmark,2009,-25.1665910753509
2886,Djibouti,2009,-21.6492622825735
2887,Dominica,2009,-24.1461532568463
2888,Dominican Republic,2009,-23.7292975211895
2889,Ecuador,2009,-23.6220662814636
2890,Egypt,2009,-24.7050994244871
2891,El Salvador,2009,-23.1272127146514
2892,Equatorial Guinea,2009,-24.9794105876909
2893,Eritrea,2009,-22.2134873774385
2894,Estonia,2009,-23.8062878363403
2895,Ethiopia,2009,-20.9521685753828
2896,Faeroe Islands,2009,
2897,Falkland Islands,2009,
2898,Fiji,2009,-23.5821944252651
2899,Finland,2009,-24.4316732552248
2900,France,2009,-25.155911872638
2901,French Guiana,2009,
2902,French Polynesia,2009,
2903,Gabon,2009,-23.1379591779796
2904,Gambia,2009,-22.0060323707386
2905,Georgia,2009,-23.672082715991
2906,Germany,2009,-25.627085321206
2907,Ghana,2009,-22.2209366475105
2908,Gibraltar,2009,
2909,Greece,2009,-24.8440985700445
2910,Greenland,2009,
2911,Grenada,2009,-23.3825255461393
2912,Guadeloupe,2009,
2913,Guam,2009,
2914,Guatemala,2009,-23.0367016595125
2915,Guinea,2009,-21.055434263503
2916,Guinea-Bissau,2009,-21.8780825273297
2917,Guyana,2009,-23.1800077282312
2918,Haiti,2009,-22.1012490682081
2919,Holy See,2009,
2920,Honduras,2009,-22.7070935641798
2921,Hong Kong,2009,-25.1266339988799
2922,Hungary,2009,-24.8186928617616
2923,Iceland,2009,-25.2560843906795
2924,India,2009,-22.6762714871152
2925,Indonesia,2009,-23.0967681732044
